"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.7,2.63,"rcp85",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
2.13,2.22,"rcp85",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.02,1.7,"rcp85",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
2.15,1.88,"rcp85",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
2.16,2.25,"rcp85",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
2.95,3.61,"rcp85",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
4.02,4.15,"rcp85",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
3.9,4.01,"rcp85",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
3.77,4.02,"rcp85",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
3.03,3.88,"rcp85",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
2.7,2.52,"rcp85",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
2.02,2.52,"rcp85",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
