"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.99,2.74,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
2.78,3.35,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
1.85,1.92,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
2.13,1.99,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
2.33,2.06,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.04,2.88,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.47,2.71,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
4.04,3.73,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.96,3.51,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
2.91,2.51,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.5,3.01,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
2.4,2.69,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
