"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.72,1.4,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.11,1.18,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.64,2.08,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.81,1.79,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.41,1.92,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
0.58,0.66,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.04,2.84,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
2.37,3.44,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.81,2.61,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.89,2.18,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
0.09,1.02,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
0.88,0.77,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
