"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.52,4.37,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
4.23,4.28,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.29,3,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.76,3.71,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.85,3.49,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
5.23,5.45,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
6.22,5.22,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
6.76,6.2,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
6.25,5.38,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
4.86,4.78,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
4.76,4.38,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
4.25,4.32,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
