"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
0.99,0.78,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
1.22,0.31,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
0.97,0.78,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
0.7,0.32,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
0.48,-0.2,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
-0.07,0.64,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
0.71,1.7,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
1,2.33,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
0.65,1.37,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
0.46,0.26,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
1,0.46,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
1.48,1.1,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
