"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.54,3.54,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
4.09,3.69,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
4.03,3.9,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
3.68,3.85,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
4.03,4.2,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
4.45,4.21,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
6.01,4.8,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
6.3,4.58,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
6.57,6,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
5.63,4.92,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
4.8,4.3,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
5.2,4.59,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
