"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.88,2.84,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
3.66,3.01,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
3.82,3.3,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.66,2.22,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.16,1.32,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
3.7,3.7,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
5.18,4.89,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
4.54,4.03,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
3.31,2.62,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.42,1.97,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.04,1.63,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.84,2.27,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
