"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
5.37,4.77,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
4.75,4.16,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
4.84,4.38,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
4.22,4.14,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
4.27,4.18,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
5.04,5.58,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
6.04,5.34,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
7.43,6.12,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
7.26,6.69,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
4.28,4.13,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
4.49,4.35,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
5.05,4.65,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
