"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.98,2.23,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
3.11,2.36,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.61,1.47,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.95,2.07,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
2.15,2.67,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.22,1.72,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.46,2.47,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.66,2.99,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.62,0.92,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.17,1.14,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.68,1.55,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
2.08,1.65,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
