"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.08,3.47,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
3.23,3.17,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
3.64,3.23,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
2.37,1.82,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
2.14,1.58,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
3.94,4.36,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
5.84,6.1,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
5.05,5.03,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
3.66,3.38,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
2.78,2.8,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
2.23,2.12,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
2.89,2.67,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
