"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.66,2.41,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
0.89,0.98,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
2.02,2.15,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.28,1.65,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.51,2.05,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.84,1.71,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
2.5,3.55,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
2.04,2.39,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
2.28,1.94,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.88,1.72,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.37,1.14,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.64,1.49,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
