"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.17,3.36,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
3.2,2.67,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
2.94,2.95,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
2.22,2.73,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
2.35,2.3,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
3.82,4.47,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
4.46,5.67,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
4.08,4.66,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
4.33,4.44,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
2.93,2.76,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
3.05,2.97,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
4.74,3.71,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
