"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.71,2.46,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1.95,2,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1.44,2.19,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1.45,1.92,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1.77,1.68,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
2.53,2.77,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
2.72,3.36,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
3.06,3.81,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
2.35,2.73,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1.98,2.64,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1.23,1.66,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
3.75,2.97,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
