"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.65,1.58,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.23,1.41,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.79,2.86,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1,1.8,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.34,1.47,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.69,2.05,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.54,1.99,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.73,2.28,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
2,2.58,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.16,1.9,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
0.66,1.08,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
2.06,1.39,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
