"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.21,1.52,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.94,1.74,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
2.09,2.93,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
0.89,1.29,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
2.07,2.75,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
2.58,3.22,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
2.87,4.06,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
2.96,3.62,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
2.89,3.08,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.41,2.11,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.55,2.04,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
0.49,0.99,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
