"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.28,1.4,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
1.59,1.84,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.73,2.72,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.41,2.58,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.55,2.59,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.74,3.31,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
3.12,2.97,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
4.12,3.8,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
3.93,3.82,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.14,2.3,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.02,2.57,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
1.63,1.92,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
