"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.55,2.61,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
3.03,2.96,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
2.42,2.07,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
2.25,2.22,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
1.44,2.05,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
2.04,2.21,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
3.25,3.84,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
4.44,5.42,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
3.53,3.81,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
1.52,2.35,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
1.35,1.89,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
2.22,2.23,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
