"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.37,2.93,"rcp45",2070,2100,2085,1990,"relative","ACCESS1-0"
2.85,3.65,"rcp45",2070,2100,2085,1990,"relative","ACCESS1-0"
2.97,3.97,"rcp45",2070,2100,2085,1990,"relative","ACCESS1-0"
2.08,2.15,"rcp45",2070,2100,2085,1990,"relative","ACCESS1-0"
2.25,3.13,"rcp45",2070,2100,2085,1990,"relative","ACCESS1-0"
2.26,3.52,"rcp45",2070,2100,2085,1990,"relative","ACCESS1-0"
3.65,4.71,"rcp45",2070,2100,2085,1990,"relative","ACCESS1-0"
3.63,3.62,"rcp45",2070,2100,2085,1990,"relative","ACCESS1-0"
3.1,3.19,"rcp45",2070,2100,2085,1990,"relative","ACCESS1-0"
2.16,1.59,"rcp45",2070,2100,2085,1990,"relative","ACCESS1-0"
2.13,1.96,"rcp45",2070,2100,2085,1990,"relative","ACCESS1-0"
2.13,2.6,"rcp45",2070,2100,2085,1990,"relative","ACCESS1-0"
