"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.76,2.41,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
2.99,2.91,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
2.56,1.91,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
2.23,2.39,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
1.72,1.2,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
1.3,1.21,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
1.49,1.61,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
2.07,2.51,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
1.91,2.09,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
1.16,1.17,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
1.5,1.37,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
3.03,2.33,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
