"SSP_Time","GCM","Year","Pheno"
"SSP1 2085","IPSL-CM6A-LR",2051,112.25
"SSP1 2085","IPSL-CM6A-LR",2052,105.083333333333
"SSP1 2085","IPSL-CM6A-LR",2053,92.2083333333333
"SSP1 2085","IPSL-CM6A-LR",2054,99.2083333333333
"SSP1 2085","IPSL-CM6A-LR",2055,89.125
"SSP1 2085","IPSL-CM6A-LR",2056,92.1666666666667
"SSP1 2085","IPSL-CM6A-LR",2057,102.291666666667
"SSP1 2085","IPSL-CM6A-LR",2058,98.375
"SSP1 2085","IPSL-CM6A-LR",2059,99
"SSP1 2085","IPSL-CM6A-LR",2060,101.083333333333
"SSP1 2085","IPSL-CM6A-LR",2061,104.291666666667
"SSP1 2085","IPSL-CM6A-LR",2062,108.625
"SSP1 2085","IPSL-CM6A-LR",2063,100
"SSP1 2085","IPSL-CM6A-LR",2064,102.25
"SSP1 2085","IPSL-CM6A-LR",2065,90.1666666666667
"SSP1 2085","IPSL-CM6A-LR",2066,95.4583333333333
"SSP1 2085","IPSL-CM6A-LR",2067,85.3333333333333
"SSP1 2085","IPSL-CM6A-LR",2068,96.1666666666667
"SSP1 2085","IPSL-CM6A-LR",2069,99.3333333333333
"SSP1 2085","IPSL-CM6A-LR",2070,90.2083333333333
"SSP1 2085","IPSL-CM6A-LR",2071,94.0416666666667
"SSP1 2085","IPSL-CM6A-LR",2072,98.125
"SSP1 2085","IPSL-CM6A-LR",2073,91.2916666666667
"SSP1 2085","IPSL-CM6A-LR",2074,98.7916666666667
"SSP1 2085","IPSL-CM6A-LR",2075,99.375
"SSP1 2085","IPSL-CM6A-LR",2076,102.125
"SSP1 2085","IPSL-CM6A-LR",2077,92.3333333333333
"SSP1 2085","IPSL-CM6A-LR",2078,109.333333333333
"SSP1 2085","IPSL-CM6A-LR",2079,89.2083333333333
"SSP1 2085","IPSL-CM6A-LR",2080,92.2083333333333
"SSP1 2085","IPSL-CM6A-LR",2081,75.8333333333333
"SSP1 2085","IPSL-CM6A-LR",2082,107.333333333333
"SSP1 2085","IPSL-CM6A-LR",2083,115.291666666667
"SSP1 2085","IPSL-CM6A-LR",2084,90.625
"SSP1 2085","IPSL-CM6A-LR",2085,100.166666666667
"SSP1 2085","IPSL-CM6A-LR",2086,107.416666666667
"SSP1 2085","IPSL-CM6A-LR",2087,107.416666666667
"SSP1 2085","IPSL-CM6A-LR",2088,91.75
"SSP1 2085","IPSL-CM6A-LR",2089,100.958333333333
"SSP1 2085","IPSL-CM6A-LR",2090,101.208333333333
"SSP1 2085","IPSL-CM6A-LR",2091,112.958333333333
"SSP1 2085","IPSL-CM6A-LR",2092,106.166666666667
"SSP1 2085","IPSL-CM6A-LR",2093,108.416666666667
"SSP1 2085","IPSL-CM6A-LR",2094,102.083333333333
"SSP1 2085","IPSL-CM6A-LR",2095,120.041666666667
"SSP1 2085","IPSL-CM6A-LR",2096,87.0833333333333
"SSP1 2085","IPSL-CM6A-LR",2097,120.875
"SSP1 2085","IPSL-CM6A-LR",2098,105.125
"SSP1 2085","IPSL-CM6A-LR",2099,100.083333333333
"SSP1 2085","IPSL-CM6A-LR",2100,93.125
"SSP1 2085","MIROC6",2001,NA
"SSP1 2085","MIROC6",2002,110.125
"SSP1 2085","MIROC6",2003,101.166666666667
"SSP1 2085","MIROC6",2004,96.9166666666667
"SSP1 2085","MIROC6",2005,93
"SSP1 2085","MIROC6",2006,96
"SSP1 2085","MIROC6",2007,94.2916666666667
"SSP1 2085","MIROC6",2008,101.541666666667
"SSP1 2085","MIROC6",2009,96.1666666666667
"SSP1 2085","MIROC6",2010,97.375
"SSP1 2085","MIROC6",2011,94.7916666666667
"SSP1 2085","MIROC6",2012,105.291666666667
"SSP1 2085","MIROC6",2013,96.1666666666667
"SSP1 2085","MIROC6",2014,103.166666666667
"SSP1 2085","MIROC6",2015,110.125
"SSP1 2085","MIROC6",2016,102.416666666667
"SSP1 2085","MIROC6",2017,101.083333333333
"SSP1 2085","MIROC6",2018,100.875
"SSP1 2085","MIROC6",2019,113.166666666667
"SSP1 2085","MIROC6",2020,99.2916666666667
"SSP1 2085","MIROC6",2021,99.0416666666667
"SSP1 2085","MIROC6",2022,95.0416666666667
"SSP1 2085","MIROC6",2023,101.5
"SSP1 2085","MIROC6",2024,99.9583333333333
"SSP1 2085","MIROC6",2025,93.375
"SSP1 2085","MIROC6",2026,86
"SSP1 2085","MIROC6",2027,88.2083333333333
"SSP1 2085","MIROC6",2028,88.3333333333333
"SSP1 2085","MIROC6",2029,93.9583333333333
"SSP1 2085","MIROC6",2030,102.25
"SSP1 2085","MIROC6",2031,95.0833333333333
"SSP1 2085","MIROC6",2032,91.2916666666667
"SSP1 2085","MIROC6",2033,100.5
"SSP1 2085","MIROC6",2034,102.041666666667
"SSP1 2085","MIROC6",2035,99.1666666666667
"SSP1 2085","MIROC6",2036,100.291666666667
"SSP1 2085","MIROC6",2037,110.416666666667
"SSP1 2085","MIROC6",2038,105.083333333333
"SSP1 2085","MIROC6",2039,120.416666666667
"SSP1 2085","MIROC6",2040,93.375
"SSP1 2085","MIROC6",2041,87.2083333333333
"SSP1 2085","MIROC6",2042,103.083333333333
"SSP1 2085","MIROC6",2043,102.458333333333
"SSP1 2085","MIROC6",2044,93.125
"SSP1 2085","MIROC6",2045,106.125
"SSP1 2085","MIROC6",2046,114.5
"SSP1 2085","MIROC6",2047,98.5416666666667
"SSP1 2085","MIROC6",2048,103.333333333333
"SSP1 2085","MIROC6",2049,106.375
"SSP1 2085","MIROC6",2050,99.2083333333333
"SSP1 2085","MIROC6",2051,113.041666666667
"SSP1 2085","MIROC6",2052,105.166666666667
"SSP1 2085","MIROC6",2053,96.1666666666667
"SSP1 2085","MIROC6",2054,99.2083333333333
"SSP1 2085","MIROC6",2055,90.875
"SSP1 2085","MIROC6",2056,94.875
"SSP1 2085","MIROC6",2057,103.208333333333
"SSP1 2085","MIROC6",2058,99.0833333333333
"SSP1 2085","MIROC6",2059,99.25
"SSP1 2085","MIROC6",2060,101.916666666667
"SSP1 2085","MIROC6",2061,105.125
"SSP1 2085","MIROC6",2062,108.083333333333
"SSP1 2085","MIROC6",2063,100.291666666667
"SSP1 2085","MIROC6",2064,104.083333333333
"SSP1 2085","MIROC6",2065,90.25
"SSP1 2085","MIROC6",2066,97.125
"SSP1 2085","MIROC6",2067,88.4166666666667
"SSP1 2085","MIROC6",2068,94.1666666666667
"SSP1 2085","MIROC6",2069,98.25
"SSP1 2085","MIROC6",2070,91.125
"SSP1 2085","MIROC6",2071,96.1666666666667
"SSP1 2085","MIROC6",2072,103.125
"SSP1 2085","MIROC6",2073,92.2083333333333
"SSP1 2085","MIROC6",2074,98.4166666666667
"SSP1 2085","MIROC6",2075,99.9583333333333
"SSP1 2085","MIROC6",2076,103.833333333333
"SSP1 2085","MIROC6",2077,93.125
"SSP1 2085","MIROC6",2078,110
"SSP1 2085","MIROC6",2079,90.2083333333333
"SSP1 2085","MIROC6",2080,93.0416666666667
"SSP1 2085","MIROC6",2081,77.375
"SSP1 2085","MIROC6",2082,106.083333333333
"SSP1 2085","MIROC6",2083,114.375
"SSP1 2085","MIROC6",2084,92.4166666666667
"SSP1 2085","MIROC6",2085,101.916666666667
"SSP1 2085","MIROC6",2086,108.208333333333
"SSP1 2085","MIROC6",2087,107.458333333333
"SSP1 2085","MIROC6",2088,92.4166666666667
"SSP1 2085","MIROC6",2089,101
"SSP1 2085","MIROC6",2090,103.875
"SSP1 2085","MIROC6",2091,113
"SSP1 2085","MIROC6",2092,106.708333333333
"SSP1 2085","MIROC6",2093,107.416666666667
"SSP1 2085","MIROC6",2094,101.958333333333
"SSP1 2085","MIROC6",2095,118.125
"SSP1 2085","MIROC6",2096,88.1666666666667
"SSP1 2085","MIROC6",2097,120.541666666667
"SSP1 2085","MIROC6",2098,106
"SSP1 2085","MIROC6",2099,100.875
"SSP1 2085","MIROC6",2100,95.375
"SSP1 2085","MPI-ESM1-2-LR",2001,NA
"SSP1 2085","MPI-ESM1-2-LR",2002,111.25
"SSP1 2085","MPI-ESM1-2-LR",2003,103.375
"SSP1 2085","MPI-ESM1-2-LR",2004,99.375
"SSP1 2085","MPI-ESM1-2-LR",2005,94.375
"SSP1 2085","MPI-ESM1-2-LR",2006,95.875
"SSP1 2085","MPI-ESM1-2-LR",2007,97.0416666666667
"SSP1 2085","MPI-ESM1-2-LR",2008,103.166666666667
"SSP1 2085","MPI-ESM1-2-LR",2009,98.8333333333333
"SSP1 2085","MPI-ESM1-2-LR",2010,98.875
"SSP1 2085","MPI-ESM1-2-LR",2011,96.9166666666667
"SSP1 2085","MPI-ESM1-2-LR",2012,107.333333333333
"SSP1 2085","MPI-ESM1-2-LR",2013,97.125
"SSP1 2085","MPI-ESM1-2-LR",2014,105.208333333333
"SSP1 2085","MPI-ESM1-2-LR",2015,118.208333333333
"SSP1 2085","MPI-ESM1-2-LR",2016,106.333333333333
"SSP1 2085","MPI-ESM1-2-LR",2017,102.333333333333
"SSP1 2085","MPI-ESM1-2-LR",2018,102.291666666667
"SSP1 2085","MPI-ESM1-2-LR",2019,118.208333333333
"SSP1 2085","MPI-ESM1-2-LR",2020,100
"SSP1 2085","MPI-ESM1-2-LR",2021,100.291666666667
"SSP1 2085","MPI-ESM1-2-LR",2022,95.875
"SSP1 2085","MPI-ESM1-2-LR",2023,103.833333333333
"SSP1 2085","MPI-ESM1-2-LR",2024,101.125
"SSP1 2085","MPI-ESM1-2-LR",2025,95.0833333333333
"SSP1 2085","MPI-ESM1-2-LR",2026,88.1666666666667
"SSP1 2085","MPI-ESM1-2-LR",2027,89.25
"SSP1 2085","MPI-ESM1-2-LR",2028,88.75
"SSP1 2085","MPI-ESM1-2-LR",2029,94.0833333333333
"SSP1 2085","MPI-ESM1-2-LR",2030,107.125
"SSP1 2085","MPI-ESM1-2-LR",2031,97.3333333333333
"SSP1 2085","MPI-ESM1-2-LR",2032,94.125
"SSP1 2085","MPI-ESM1-2-LR",2033,102
"SSP1 2085","MPI-ESM1-2-LR",2034,103.958333333333
"SSP1 2085","MPI-ESM1-2-LR",2035,111.125
"SSP1 2085","MPI-ESM1-2-LR",2036,101.208333333333
"SSP1 2085","MPI-ESM1-2-LR",2037,113.166666666667
"SSP1 2085","MPI-ESM1-2-LR",2038,108.958333333333
"SSP1 2085","MPI-ESM1-2-LR",2039,124.083333333333
"SSP1 2085","MPI-ESM1-2-LR",2040,96.375
"SSP1 2085","MPI-ESM1-2-LR",2041,89.0833333333333
"SSP1 2085","MPI-ESM1-2-LR",2042,106
"SSP1 2085","MPI-ESM1-2-LR",2043,104.625
"SSP1 2085","MPI-ESM1-2-LR",2044,94.2916666666667
"SSP1 2085","MPI-ESM1-2-LR",2045,109.25
"SSP1 2085","MPI-ESM1-2-LR",2046,116.75
"SSP1 2085","MPI-ESM1-2-LR",2047,99.5833333333333
"SSP1 2085","MPI-ESM1-2-LR",2048,105
"SSP1 2085","MPI-ESM1-2-LR",2049,107.916666666667
"SSP1 2085","MPI-ESM1-2-LR",2050,101.291666666667
"SSP1 2085","MPI-ESM1-2-LR",2051,118.166666666667
"SSP1 2085","MPI-ESM1-2-LR",2052,115.916666666667
"SSP1 2085","MPI-ESM1-2-LR",2053,100.041666666667
"SSP1 2085","MPI-ESM1-2-LR",2054,103.208333333333
"SSP1 2085","MPI-ESM1-2-LR",2055,91.25
"SSP1 2085","MPI-ESM1-2-LR",2056,96.1666666666667
"SSP1 2085","MPI-ESM1-2-LR",2057,105.041666666667
"SSP1 2085","MPI-ESM1-2-LR",2058,99.5416666666667
"SSP1 2085","MPI-ESM1-2-LR",2059,103
"SSP1 2085","MPI-ESM1-2-LR",2060,103.166666666667
"SSP1 2085","MPI-ESM1-2-LR",2061,106.083333333333
"SSP1 2085","MPI-ESM1-2-LR",2062,109.625
"SSP1 2085","MPI-ESM1-2-LR",2063,102
"SSP1 2085","MPI-ESM1-2-LR",2064,114.208333333333
"SSP1 2085","MPI-ESM1-2-LR",2065,91.3333333333333
"SSP1 2085","MPI-ESM1-2-LR",2066,98.2083333333333
"SSP1 2085","MPI-ESM1-2-LR",2067,91.125
"SSP1 2085","MPI-ESM1-2-LR",2068,97.1666666666667
"SSP1 2085","MPI-ESM1-2-LR",2069,97.25
"SSP1 2085","MPI-ESM1-2-LR",2070,93.1666666666667
"SSP1 2085","MPI-ESM1-2-LR",2071,98.0416666666667
"SSP1 2085","MPI-ESM1-2-LR",2072,105.125
"SSP1 2085","MPI-ESM1-2-LR",2073,92.125
"SSP1 2085","MPI-ESM1-2-LR",2074,98.2916666666667
"SSP1 2085","MPI-ESM1-2-LR",2075,101.125
"SSP1 2085","MPI-ESM1-2-LR",2076,107.958333333333
"SSP1 2085","MPI-ESM1-2-LR",2077,93.4583333333333
"SSP1 2085","MPI-ESM1-2-LR",2078,112
"SSP1 2085","MPI-ESM1-2-LR",2079,91
"SSP1 2085","MPI-ESM1-2-LR",2080,93.7083333333333
"SSP1 2085","MPI-ESM1-2-LR",2081,77.125
"SSP1 2085","MPI-ESM1-2-LR",2082,108.166666666667
"SSP1 2085","MPI-ESM1-2-LR",2083,120.25
"SSP1 2085","MPI-ESM1-2-LR",2084,92.4166666666667
"SSP1 2085","MPI-ESM1-2-LR",2085,104.291666666667
"SSP1 2085","MPI-ESM1-2-LR",2086,110.375
"SSP1 2085","MPI-ESM1-2-LR",2087,108.541666666667
"SSP1 2085","MPI-ESM1-2-LR",2088,92.9583333333333
"SSP1 2085","MPI-ESM1-2-LR",2089,101.375
"SSP1 2085","MPI-ESM1-2-LR",2090,108.25
"SSP1 2085","MPI-ESM1-2-LR",2091,114.958333333333
"SSP1 2085","MPI-ESM1-2-LR",2092,107.625
"SSP1 2085","MPI-ESM1-2-LR",2093,110.333333333333
"SSP1 2085","MPI-ESM1-2-LR",2094,104.25
"SSP1 2085","MPI-ESM1-2-LR",2095,124.333333333333
"SSP1 2085","MPI-ESM1-2-LR",2096,88
"SSP1 2085","MPI-ESM1-2-LR",2097,122.208333333333
"SSP1 2085","MPI-ESM1-2-LR",2098,108.083333333333
"SSP1 2085","MPI-ESM1-2-LR",2099,103.958333333333
"SSP1 2085","MPI-ESM1-2-LR",2100,96.4583333333333
"SSP1 2085","MRI-ESM2-0",2001,NA
"SSP1 2085","MRI-ESM2-0",2002,121.208333333333
"SSP1 2085","MRI-ESM2-0",2003,111.125
"SSP1 2085","MRI-ESM2-0",2004,105.208333333333
"SSP1 2085","MRI-ESM2-0",2005,100.333333333333
"SSP1 2085","MRI-ESM2-0",2006,98.0833333333333
"SSP1 2085","MRI-ESM2-0",2007,102.791666666667
"SSP1 2085","MRI-ESM2-0",2008,106.208333333333
"SSP1 2085","MRI-ESM2-0",2009,102.375
"SSP1 2085","MRI-ESM2-0",2010,102.458333333333
"SSP1 2085","MRI-ESM2-0",2011,103.375
"SSP1 2085","MRI-ESM2-0",2012,110.041666666667
"SSP1 2085","MRI-ESM2-0",2013,104
"SSP1 2085","MRI-ESM2-0",2014,113.166666666667
"SSP1 2085","MRI-ESM2-0",2015,125.25
"SSP1 2085","MRI-ESM2-0",2016,111.083333333333
"SSP1 2085","MRI-ESM2-0",2017,104.583333333333
"SSP1 2085","MRI-ESM2-0",2018,112.25
"SSP1 2085","MRI-ESM2-0",2019,122.458333333333
"SSP1 2085","MRI-ESM2-0",2020,103.458333333333
"SSP1 2085","MRI-ESM2-0",2021,103.208333333333
"SSP1 2085","MRI-ESM2-0",2022,98.375
"SSP1 2085","MRI-ESM2-0",2023,106.125
"SSP1 2085","MRI-ESM2-0",2024,105.125
"SSP1 2085","MRI-ESM2-0",2025,107.916666666667
"SSP1 2085","MRI-ESM2-0",2026,96.7083333333333
"SSP1 2085","MRI-ESM2-0",2027,96.0833333333333
"SSP1 2085","MRI-ESM2-0",2028,96.3333333333333
"SSP1 2085","MRI-ESM2-0",2029,99.0833333333333
"SSP1 2085","MRI-ESM2-0",2030,113.416666666667
"SSP1 2085","MRI-ESM2-0",2031,102.041666666667
"SSP1 2085","MRI-ESM2-0",2032,100.958333333333
"SSP1 2085","MRI-ESM2-0",2033,106.208333333333
"SSP1 2085","MRI-ESM2-0",2034,107.958333333333
"SSP1 2085","MRI-ESM2-0",2035,115.375
"SSP1 2085","MRI-ESM2-0",2036,105.333333333333
"SSP1 2085","MRI-ESM2-0",2037,116.25
"SSP1 2085","MRI-ESM2-0",2038,111.416666666667
"SSP1 2085","MRI-ESM2-0",2039,127.125
"SSP1 2085","MRI-ESM2-0",2040,107.375
"SSP1 2085","MRI-ESM2-0",2041,103.25
"SSP1 2085","MRI-ESM2-0",2042,113.083333333333
"SSP1 2085","MRI-ESM2-0",2043,107.166666666667
"SSP1 2085","MRI-ESM2-0",2044,101.208333333333
"SSP1 2085","MRI-ESM2-0",2045,112.291666666667
"SSP1 2085","MRI-ESM2-0",2046,120.333333333333
"SSP1 2085","MRI-ESM2-0",2047,102.208333333333
"SSP1 2085","MRI-ESM2-0",2048,109.25
"SSP1 2085","MRI-ESM2-0",2049,110.875
"SSP1 2085","MRI-ESM2-0",2050,107.208333333333
"SSP1 2085","MRI-ESM2-0",2051,123.083333333333
"SSP1 2085","MRI-ESM2-0",2052,120.708333333333
"SSP1 2085","MRI-ESM2-0",2053,105.333333333333
"SSP1 2085","MRI-ESM2-0",2054,108.083333333333
"SSP1 2085","MRI-ESM2-0",2055,98.25
"SSP1 2085","MRI-ESM2-0",2056,101.125
"SSP1 2085","MRI-ESM2-0",2057,110.291666666667
"SSP1 2085","MRI-ESM2-0",2058,102.458333333333
"SSP1 2085","MRI-ESM2-0",2059,109.333333333333
"SSP1 2085","MRI-ESM2-0",2060,107.041666666667
"SSP1 2085","MRI-ESM2-0",2061,112.458333333333
"SSP1 2085","MRI-ESM2-0",2062,112.25
"SSP1 2085","MRI-ESM2-0",2063,105.375
"SSP1 2085","MRI-ESM2-0",2064,118.375
"SSP1 2085","MRI-ESM2-0",2065,95.2083333333333
"SSP1 2085","MRI-ESM2-0",2066,101.958333333333
"SSP1 2085","MRI-ESM2-0",2067,99.6666666666667
"SSP1 2085","MRI-ESM2-0",2068,104.666666666667
"SSP1 2085","MRI-ESM2-0",2069,101.416666666667
"SSP1 2085","MRI-ESM2-0",2070,112.083333333333
"SSP1 2085","MRI-ESM2-0",2071,107.166666666667
"SSP1 2085","MRI-ESM2-0",2072,110
"SSP1 2085","MRI-ESM2-0",2073,96.2916666666667
"SSP1 2085","MRI-ESM2-0",2074,103.916666666667
"SSP1 2085","MRI-ESM2-0",2075,104.166666666667
"SSP1 2085","MRI-ESM2-0",2076,112.25
"SSP1 2085","MRI-ESM2-0",2077,100.833333333333
"SSP1 2085","MRI-ESM2-0",2078,115.083333333333
"SSP1 2085","MRI-ESM2-0",2079,97.375
"SSP1 2085","MRI-ESM2-0",2080,98.8333333333333
"SSP1 2085","MRI-ESM2-0",2081,83.375
"SSP1 2085","MRI-ESM2-0",2082,111.125
"SSP1 2085","MRI-ESM2-0",2083,128.208333333333
"SSP1 2085","MRI-ESM2-0",2084,97.2083333333333
"SSP1 2085","MRI-ESM2-0",2085,111.333333333333
"SSP1 2085","MRI-ESM2-0",2086,117.333333333333
"SSP1 2085","MRI-ESM2-0",2087,110.041666666667
"SSP1 2085","MRI-ESM2-0",2088,96.0833333333333
"SSP1 2085","MRI-ESM2-0",2089,105.958333333333
"SSP1 2085","MRI-ESM2-0",2090,113.083333333333
"SSP1 2085","MRI-ESM2-0",2091,118.375
"SSP1 2085","MRI-ESM2-0",2092,111.291666666667
"SSP1 2085","MRI-ESM2-0",2093,114.458333333333
"SSP1 2085","MRI-ESM2-0",2094,108.708333333333
"SSP1 2085","MRI-ESM2-0",2095,127
"SSP1 2085","MRI-ESM2-0",2096,91.7083333333333
"SSP1 2085","MRI-ESM2-0",2097,124.75
"SSP1 2085","MRI-ESM2-0",2098,116.208333333333
"SSP1 2085","MRI-ESM2-0",2099,108.083333333333
"SSP1 2085","MRI-ESM2-0",2100,103.25
"SSP1 2085","NESM3",2001,NA
"SSP1 2085","NESM3",2002,109.916666666667
"SSP1 2085","NESM3",2003,100.083333333333
"SSP1 2085","NESM3",2004,95.9166666666667
"SSP1 2085","NESM3",2005,93.8333333333333
"SSP1 2085","NESM3",2006,96.9166666666667
"SSP1 2085","NESM3",2007,98.0833333333333
"SSP1 2085","NESM3",2008,101.5
"SSP1 2085","NESM3",2009,98.2083333333333
"SSP1 2085","NESM3",2010,96.9166666666667
"SSP1 2085","NESM3",2011,94.375
"SSP1 2085","NESM3",2012,105.083333333333
"SSP1 2085","NESM3",2013,97.125
"SSP1 2085","NESM3",2014,103.25
"SSP1 2085","NESM3",2015,111.125
"SSP1 2085","NESM3",2016,101.25
"SSP1 2085","NESM3",2017,101.166666666667
"SSP1 2085","NESM3",2018,101.083333333333
"SSP1 2085","NESM3",2019,112.291666666667
"SSP1 2085","NESM3",2020,98.7083333333333
"SSP1 2085","NESM3",2021,96.9583333333333
"SSP1 2085","NESM3",2022,95.2916666666667
"SSP1 2085","NESM3",2023,101.25
"SSP1 2085","NESM3",2024,100.041666666667
"SSP1 2085","NESM3",2025,94.25
"SSP1 2085","NESM3",2026,88.1666666666667
"SSP1 2085","NESM3",2027,88.375
"SSP1 2085","NESM3",2028,89.375
"SSP1 2085","NESM3",2029,93.9166666666667
"SSP1 2085","NESM3",2030,102.083333333333
"SSP1 2085","NESM3",2031,95.0833333333333
"SSP1 2085","NESM3",2032,91.3333333333333
"SSP1 2085","NESM3",2033,100.458333333333
"SSP1 2085","NESM3",2034,102.083333333333
"SSP1 2085","NESM3",2035,100.25
"SSP1 2085","NESM3",2036,99.875
"SSP1 2085","NESM3",2037,108.166666666667
"SSP1 2085","NESM3",2038,105.166666666667
"SSP1 2085","NESM3",2039,119.208333333333
"SSP1 2085","NESM3",2040,94.75
"SSP1 2085","NESM3",2041,86.0416666666667
"SSP1 2085","NESM3",2042,102.666666666667
"SSP1 2085","NESM3",2043,104.083333333333
"SSP1 2085","NESM3",2044,93.125
"SSP1 2085","NESM3",2045,104.625
"SSP1 2085","NESM3",2046,113.375
"SSP1 2085","NESM3",2047,98.3333333333333
"SSP1 2085","NESM3",2048,103.041666666667
"SSP1 2085","NESM3",2049,105.25
"SSP1 2085","NESM3",2050,99.4166666666667
"SSP1 2085","NESM3",2051,111.75
"SSP1 2085","NESM3",2052,105.291666666667
"SSP1 2085","NESM3",2053,98.25
"SSP1 2085","NESM3",2054,98.5416666666667
"SSP1 2085","NESM3",2055,90.9583333333333
"SSP1 2085","NESM3",2056,95.0833333333333
"SSP1 2085","NESM3",2057,103.166666666667
"SSP1 2085","NESM3",2058,99.0833333333333
"SSP1 2085","NESM3",2059,100.333333333333
"SSP1 2085","NESM3",2060,101.25
"SSP1 2085","NESM3",2061,104.5
"SSP1 2085","NESM3",2062,107.875
"SSP1 2085","NESM3",2063,100.291666666667
"SSP1 2085","NESM3",2064,103
"SSP1 2085","NESM3",2065,90.875
"SSP1 2085","NESM3",2066,96
"SSP1 2085","NESM3",2067,89.25
"SSP1 2085","NESM3",2068,99.0416666666667
"SSP1 2085","NESM3",2069,101.083333333333
"SSP1 2085","NESM3",2070,93.0416666666667
"SSP1 2085","NESM3",2071,96.4166666666667
"SSP1 2085","NESM3",2072,101.958333333333
"SSP1 2085","NESM3",2073,91.7083333333333
"SSP1 2085","NESM3",2074,99.1666666666667
"SSP1 2085","NESM3",2075,99.9583333333333
"SSP1 2085","NESM3",2076,103.25
"SSP1 2085","NESM3",2077,97
"SSP1 2085","NESM3",2078,108.416666666667
"SSP1 2085","NESM3",2079,91.3333333333333
"SSP1 2085","NESM3",2080,94.0833333333333
"SSP1 2085","NESM3",2081,76.125
"SSP1 2085","NESM3",2082,106.25
"SSP1 2085","NESM3",2083,112.083333333333
"SSP1 2085","NESM3",2084,93.2083333333333
"SSP1 2085","NESM3",2085,101.208333333333
"SSP1 2085","NESM3",2086,107
"SSP1 2085","NESM3",2087,107.041666666667
"SSP1 2085","NESM3",2088,92.75
"SSP1 2085","NESM3",2089,101.333333333333
"SSP1 2085","NESM3",2090,100.75
"SSP1 2085","NESM3",2091,112.041666666667
"SSP1 2085","NESM3",2092,106.208333333333
"SSP1 2085","NESM3",2093,107.416666666667
"SSP1 2085","NESM3",2094,103.958333333333
"SSP1 2085","NESM3",2095,117.25
"SSP1 2085","NESM3",2096,88.0833333333333
"SSP1 2085","NESM3",2097,119.041666666667
"SSP1 2085","NESM3",2098,104.166666666667
"SSP1 2085","NESM3",2099,101.125
"SSP1 2085","NESM3",2100,96.1666666666667
"SSP2 2050","ACCESS-CM2",2001,NA
"SSP2 2050","ACCESS-CM2",2002,111.166666666667
"SSP2 2050","ACCESS-CM2",2003,96.25
"SSP2 2050","ACCESS-CM2",2004,91.2083333333333
"SSP2 2050","ACCESS-CM2",2005,86.1666666666667
"SSP2 2050","ACCESS-CM2",2006,97.1666666666667
"SSP2 2050","ACCESS-CM2",2007,93.125
"SSP2 2050","ACCESS-CM2",2008,94.2083333333333
"SSP2 2050","ACCESS-CM2",2009,95.0833333333333
"SSP2 2050","ACCESS-CM2",2010,94.5833333333333
"SSP2 2050","ACCESS-CM2",2011,89
"SSP2 2050","ACCESS-CM2",2012,103
"SSP2 2050","ACCESS-CM2",2013,95.0416666666667
"SSP2 2050","ACCESS-CM2",2014,99.125
"SSP2 2050","ACCESS-CM2",2015,98.0833333333333
"SSP2 2050","ACCESS-CM2",2016,96.3333333333333
"SSP2 2050","ACCESS-CM2",2017,98.2916666666667
"SSP2 2050","ACCESS-CM2",2018,96.0833333333333
"SSP2 2050","ACCESS-CM2",2019,107
"SSP2 2050","ACCESS-CM2",2020,97.2083333333333
"SSP2 2050","ACCESS-CM2",2021,95.125
"SSP2 2050","ACCESS-CM2",2022,93.5416666666667
"SSP2 2050","ACCESS-CM2",2023,98.0833333333333
"SSP2 2050","ACCESS-CM2",2024,99.0416666666667
"SSP2 2050","ACCESS-CM2",2025,91.0833333333333
"SSP2 2050","ACCESS-CM2",2026,81.5
"SSP2 2050","ACCESS-CM2",2027,84.4583333333333
"SSP2 2050","ACCESS-CM2",2028,87.0833333333333
"SSP2 2050","ACCESS-CM2",2029,90.375
"SSP2 2050","ACCESS-CM2",2030,97.8333333333333
"SSP2 2050","ACCESS-CM2",2031,90.2916666666667
"SSP2 2050","ACCESS-CM2",2032,86.2083333333333
"SSP2 2050","ACCESS-CM2",2033,98.4583333333333
"SSP2 2050","ACCESS-CM2",2034,97.0833333333333
"SSP2 2050","ACCESS-CM2",2035,91.2916666666667
"SSP2 2050","ACCESS-CM2",2036,96.9583333333333
"SSP2 2050","ACCESS-CM2",2037,106.5
"SSP2 2050","ACCESS-CM2",2038,100.291666666667
"SSP2 2050","ACCESS-CM2",2039,119.208333333333
"SSP2 2050","ACCESS-CM2",2040,89.3333333333333
"SSP2 2050","ACCESS-CM2",2041,81.4583333333333
"SSP2 2050","ACCESS-CM2",2042,100.625
"SSP2 2050","ACCESS-CM2",2043,104.333333333333
"SSP2 2050","ACCESS-CM2",2044,87.375
"SSP2 2050","ACCESS-CM2",2045,102.666666666667
"SSP2 2050","ACCESS-CM2",2046,112.166666666667
"SSP2 2050","ACCESS-CM2",2047,94.2916666666667
"SSP2 2050","ACCESS-CM2",2048,99.125
"SSP2 2050","ACCESS-CM2",2049,103.083333333333
"SSP2 2050","ACCESS-CM2",2050,95.0416666666667
"SSP2 2050","ACCESS-CM2",2051,106.083333333333
"SSP2 2050","ACCESS-CM2",2052,102
"SSP2 2050","ACCESS-CM2",2053,92.9583333333333
"SSP2 2050","ACCESS-CM2",2054,96.75
"SSP2 2050","ACCESS-CM2",2055,89.4166666666667
"SSP2 2050","ACCESS-CM2",2056,90.3333333333333
