"Month","Tmin","Tmax","Dynamic_Model","GDH"
10,-10,-5,0.00000738633884248127,0
10,-10,-4,0.0000364909920272298,0
10,-10,-3,0.00017992253909852,0
10,-10,-2,0.000880473958813526,0
10,-10,-1,0.0042506796479133,0
10,-10,0,0.0199158938152181,0
10,-10,1,0.08502119151353,0
10,-10,2,0.270636863238561,0
10,-10,3,0.493605074485581,0
10,-10,4,0.536212626586823,0
10,-10,5,0.524996993918226,0.225756292963549
10,-10,6,0.592422642199499,1.2087967336265
10,-10,7,0.553940435595449,3.22522309471358
10,-10,8,0.616971600447736,6.35159459866809
10,-10,9,0.621432252990015,10.719709205823
10,-10,10,0.589709506758906,16.2537073292342
10,-10,11,0.578796566447969,22.8601544910244
10,-10,12,0.615378691299155,30.4881689666593
10,-10,13,0.596879387326867,39.0536155826585
10,-10,14,0.60189869333041,48.4233708747951
10,-10,15,0.545400155693196,58.4269119118348
10,-10,16,0.521737900198321,68.8768603378458
10,-10,17,0.49925350230593,79.5885832789114
10,-10,18,0.428058208527752,90.3841145143746
10,-10,19,0.451071001685144,101.097655644322
10,-10,20,0.438884507123491,111.578205646059
10,-10,21,0.455067229240344,121.6652021971
10,-10,22,0.315711580413327,131.189752711632
10,-10,23,0,139.99644347914
10,-10,24,0,147.947119249935
10,-10,25,0,154.923273066534
10,-10,26,0,156.590603282549
10,-10,27,0,153.300196000134
10,-10,28,0,149.760863552919
10,-10,29,0,142.050290646274
10,-10,30,0,133.497000450574
10,-9,-5,0.00000828675921228359,0
10,-9,-4,0.0000398947301893682,0
10,-9,-3,0.000193456280449746,0
10,-9,-2,0.000935564881661683,0
10,-9,-1,0.00447551393163083,0
10,-9,0,0.0208142329952873,0
10,-9,1,0.0882567067120417,0
10,-9,2,0.279251238862452,0
10,-9,3,0.505986638726671,0
10,-9,4,0.549034920228946,0
10,-9,5,0.550362923481463,0.232666616167981
10,-9,6,0.601195358373775,1.25259817272575
10,-9,7,0.574532545831501,3.31676159643471
10,-9,8,0.629505909695273,6.54723333449199
10,-9,9,0.623287247433993,11.0264331691118
10,-9,10,0.569273708086196,16.6677835306298
10,-9,11,0.629568805085297,23.406908063265
10,-9,12,0.625473942140411,31.1990403098236
10,-9,13,0.619194221653298,39.9391116853821
10,-9,14,0.589667714018948,49.4771000899595
10,-9,15,0.555042514770883,59.6334275232855
10,-9,16,0.516560749091042,70.2256131378468
10,-9,17,0.470779454180083,81.0771281206191
10,-9,18,0.486272942149364,92.0209164369289
10,-9,19,0.463424959035123,102.90205025736
10,-9,20,0.48086476849113,113.548658209921
10,-9,21,0.480231693400265,123.778965774313
10,-9,22,0.357160379583215,133.422388288018
10,-9,23,0,142.323171538172
10,-9,24,0,150.344201013618
10,-9,25,0,157.382467665502
10,-9,26,0,158.990199536296
10,-9,27,0,155.763693139263
10,-9,28,0,152.185665352304
10,-9,29,0,144.11950582022
10,-9,30,0,135.633003584036
10,-8,-5,0.00000969252977804236,0
10,-8,-4,0.0000445625372003575,0
10,-8,-3,0.00021059143005052,0
10,-8,-2,0.00100190696156264,0
10,-8,-1,0.00473627868460388,0
10,-8,0,0.0218343039704616,0
10,-8,1,0.0918838974055255,0
10,-8,2,0.287927894830909,0
10,-8,3,0.518015065846169,0
10,-8,4,0.558707399455048,0
10,-8,5,0.575756714853657,0.239790788275734
10,-8,6,0.583199586216768,1.2999548277409
10,-8,7,0.610511177555627,3.41985945289117
10,-8,8,0.641939041777534,6.76249520446894
10,-8,9,0.596152972796591,11.3521999151133
10,-8,10,0.601672981318735,17.1095226558816
10,-8,11,0.653188977900489,24.0037676802373
10,-8,12,0.631274919604454,31.9720266667588
10,-8,13,0.617763874619883,40.8907325563011
10,-8,14,0.588028421555499,50.5937021496306
10,-8,15,0.556773137838965,60.903773152688
10,-8,16,0.512649804747497,71.6487402745094
10,-8,17,0.530962492107538,82.6637979831587
10,-8,18,0.513051126742405,93.7932548989516
10,-8,19,0.506375806599077,104.856689181772
10,-8,20,0.506259931342074,115.662380707684
10,-8,21,0.438507089192094,126.027087448716
10,-8,22,0.36044107463901,135.779666348326
10,-8,23,0,144.770505587531
10,-8,24,0,152.883642762345
10,-8,25,0,160.007973983059
10,-8,26,0,161.555956952407
10,-8,27,0,158.388310351965
10,-8,28,0,154.691262969408
10,-8,29,0,146.345566217493
10,-8,30,0,137.926011487499
10,-7,-5,0.0000123894560273717,0
10,-7,-4,0.0000518999321772826,0
10,-7,-3,0.00023427279060287,0
10,-7,-2,0.00108666801335302,0
10,-7,-1,0.00505253635158495,0
10,-7,0,0.0230311060422072,0
10,-7,1,0.0959627229406185,0
10,-7,2,0.297915565224528,0
10,-7,3,0.528901449715144,0
10,-7,4,0.565580611722246,0
10,-7,5,0.596006990374258,0.247289852623148
10,-7,6,0.608618648525612,1.35086163800337
10,-7,7,0.640610149235014,3.54069795001326
10,-7,8,0.649694479711184,6.99730197275242
10,-7,9,0.596457120824165,11.6974673062317
10,-7,10,0.652546869114037,17.5908284072281
10,-7,11,0.678927234689898,24.6586082909006
10,-7,12,0.66464558288438,32.8124842977594
10,-7,13,0.581397518283514,41.9074914528511
10,-7,14,0.585408717063564,51.7751467554772
10,-7,15,0.567153612218305,62.2501692519161
10,-7,16,0.580557985173814,73.1736301479983
10,-7,17,0.540989096959456,84.3922630589318
10,-7,18,0.531199897166426,95.7200823306716
10,-7,19,0.531923115566135,106.958541104128
10,-7,20,0.495370088180652,117.914513753479
10,-7,21,0.381959806074137,128.40508624073
10,-7,22,0.374680875344563,138.275898695578
10,-7,23,0,147.386891559685
10,-7,24,0,155.602501154585
10,-7,25,0,162.808698764116
10,-7,26,0,164.294023312779
10,-7,27,0,161.181598898267
10,-7,28,0,157.287314284139
10,-7,29,0,148.769415887884
10,-7,30,0,140.453930981485
10,-6,-5,0.000019087760840348,0
10,-6,-4,0.0000660645837622262,0
10,-6,-3,0.000271799494114646,0
10,-6,-2,0.0012044881267392,0
10,-6,-1,0.00545830075445784,0
10,-6,0,0.0244727038734215,0
10,-6,1,0.10056816464417,0
10,-6,2,0.308639611266549,0
10,-6,3,0.538182233912999,0
10,-6,4,0.574810080064563,0
10,-6,5,0.607036594833642,0.256320083972697
10,-6,6,0.585705344913123,1.40531299968867
10,-6,7,0.667095068107866,3.68137973252155
10,-6,8,0.647255338758552,7.25156205266509
10,-6,9,0.61861468782507,12.0691115529207
10,-6,10,0.681088773088927,18.1244428727384
10,-6,11,0.673148568947311,25.3796889358843
10,-6,12,0.614178340943661,33.7201020346851
10,-6,13,0.590044510846104,42.9901697612734
10,-6,14,0.588542588677095,53.0339048237557
10,-6,15,0.610589683512688,63.7019031486358
10,-6,16,0.597511276081601,74.8464569500778
10,-6,17,0.555021395456937,86.2791986073844
10,-6,18,0.556790151727312,97.7979940155611
10,-6,19,0.524104329494591,109.202826307135
10,-6,20,0.418889613489174,120.306859518594
10,-6,21,0.361984104938094,130.948543040007
10,-6,22,0.438261023145065,140.96142296352
10,-6,23,0,150.192848122714
10,-6,24,0,158.508451221311
10,-6,25,0,165.794065204364
10,-6,26,0,167.221815228057
10,-6,27,0,164.191289197046
10,-6,28,0,160.051834700813
10,-6,29,0,151.464459539935
10,-6,30,0,143.248531163143
10,-5,-5,0.0000401687485410733,0
10,-5,-4,0.000101188073057807,0
10,-5,-3,0.000344473426910475,0
10,-5,-2,0.00139147386390586,0
10,-5,-1,0.00602253877059778,0
10,-5,0,0.0262931615826652,0
10,-5,1,0.105976269896298,0
10,-5,2,0.320394852105863,0
10,-5,3,0.545943774503611,0
10,-5,4,0.589774003398995,0
10,-5,5,0.62747279619306,0.268464468149634
10,-5,6,0.607822315983711,1.46364184272983
10,-5,7,0.660375771699733,3.84187126017717
10,-5,8,0.636105942901789,7.5252837105648
10,-5,9,0.670998427641717,12.4810355774423
10,-5,10,0.677183783103747,18.7197811809679
10,-5,11,0.672309964543067,26.1696733238485
10,-5,12,0.612235958306308,34.6948613666645
10,-5,13,0.596934195224045,44.1509238689397
10,-5,14,0.651036466029777,54.4015279327682
10,-5,15,0.634879019544858,65.3075081372098
10,-5,16,0.573963611998722,76.6814739204825
10,-5,17,0.573354287928309,88.3209932035693
10,-5,18,0.531420179679444,100.023531312054
10,-5,19,0.441149092360312,111.607305305655
10,-5,20,0.39768407438365,122.89174813302
10,-5,21,0.31128372695947,133.694999240029
10,-5,22,0.458689282303346,143.848641350334
10,-5,23,0.032225048574572,153.199675355102
10,-5,24,0,161.623854805169
10,-5,25,0,169.019352147477
10,-5,26,0,170.425483451674
10,-5,27,0,167.489207135668
10,-5,28,0,163.008442759497
10,-5,29,0,154.438163636344
10,-5,30,0,146.317968000975
10,-4,-4,0.000210688648809307,0
10,-4,-3,0.000524225671628633,0
10,-4,-2,0.00175434746212775,0
10,-4,-1,0.00692141271625405,0
10,-4,0,0.0288150068335659,0
10,-4,1,0.112727389829575,0
10,-4,2,0.333888586649442,0
10,-4,3,0.554367708485892,0
10,-4,4,0.602803168102944,0
10,-4,5,0.642789626772559,0.284187867385559
10,-4,6,0.648428272114545,1.53079301489206
10,-4,7,0.675005887977247,4.02211533003703
10,-4,8,0.636004640835967,7.82365281484678
10,-4,9,0.692651266487009,12.9478449017278
10,-4,10,0.697126351497523,19.3845554884085
10,-4,11,0.641011337133368,27.0281233442667
10,-4,12,0.633928493616048,35.7479195821021
10,-4,13,0.669102576716176,45.4240192115192
10,-4,14,0.672719292178419,55.9286314559259
10,-4,15,0.611017521272262,67.0787711153889
10,-4,16,0.596696963860821,78.6750088483571
10,-4,17,0.535703306451177,90.5217029896223
10,-4,18,0.490121413664293,102.437194214597
10,-4,19,0.44388999081019,114.224526218108
10,-4,20,0.377082755700785,125.692201076315
10,-4,21,0.311547268916272,136.658145194258
10,-4,22,0.433177069816911,146.965593616715
10,-4,23,0.0645059443690131,156.470906597351
10,-4,24,0,165.038771611729
10,-4,25,0,172.554789923712
10,-4,26,0,173.933860083395
