"Treatment","Month","Tmin","Tmax","Year","SSP_Time","month_name"
NA,3,6.17315759231445,15.6726691234934,2096,"SSP2 2050","March"
NA,3,6.24322739926007,13.5918749744879,2055,"SSP2 2050","March"
NA,4,6.28602308898556,15.4261494947129,2053,"SSP2 2050","April"
NA,4,4.43160718961319,13.560032017201,2051,"SSP2 2050","April"
NA,4,0.894862049016438,12.4772683023158,2039,"SSP2 2050","April"
NA,4,0.71174727738386,13.0107678129112,2015,"SSP2 2050","April"
NA,4,3.46685860234167,17.9106968130296,2100,"SSP2 2050","April"
NA,4,6.07086929591318,20.7227003484565,2056,"SSP2 2050","April"
NA,4,8.10218269179109,20.9501170352956,2020,"SSP2 2050","April"
NA,4,9.86174737101675,20.6331892715808,2022,"SSP2 2050","April"
NA,4,9.36020646601932,19.5075326366605,2066,"SSP2 2050","April"
NA,5,9.51922509102221,17.7595506435554,2033,"SSP2 2050","May"
NA,5,8.41364057278497,16.7695578110267,2007,"SSP2 2050","May"
NA,5,7.81356859722487,16.6609192502005,2100,"SSP2 2050","May"
NA,5,6.21728441935661,16.5184655636948,2055,"SSP2 2050","May"
NA,5,5.5689445971137,19.4931206431372,2040,"SSP2 2050","May"
NA,5,8.42861244560851,22.6639130320522,2038,"SSP2 2050","May"
NA,5,13.0026055347095,25.6185611577579,2027,"SSP2 2050","May"
NA,5,12.7849998455403,23.1533446510254,2039,"SSP2 2050","May"
NA,6,13.9505691990293,22.3391828373917,2037,"SSP2 2085","June"
NA,6,10.1611924106962,20.7522547184809,2076,"SSP2 2085","June"
NA,6,9.63402297675471,20.6074546754286,2091,"SSP2 2085","June"
NA,6,10.1125368985239,22.9889067400828,2035,"SSP2 2085","June"
NA,6,10.4247737487184,24.0119362081124,2039,"SSP2 2085","June"
NA,6,12.2367310416571,27.0444643853231,2009,"SSP2 2085","June"
NA,6,13.1637365335686,27.8102714772149,2066,"SSP2 2085","June"
NA,6,18.0475330863822,30.4528642031589,2079,"SSP2 2085","June"
NA,6,16.7447933194643,26.0398425665752,2008,"SSP2 2085","June"
NA,7,15.0046069601212,23.3054862972294,2001,"SSP2 2085","July"
NA,7,11.9808580405992,23.8248847878953,2075,"SSP2 2085","July"
NA,7,10.9783000705126,25.1038589760961,2021,"SSP2 2085","July"
NA,7,14.2406515993545,28.8898159009178,2056,"SSP2 2085","July"
NA,7,16.8735607674057,31.6622504392128,2088,"SSP2 2085","July"
NA,7,17.5438293734747,32.1227186470746,2044,"SSP2 2085","July"
NA,7,20.3502075166099,33.7075120215662,2048,"SSP2 2085","July"
NA,7,19.0572000546605,29.596665685421,2037,"SSP2 2085","July"
NA,8,15.3164432694486,23.9030538238515,2063,"SSP2 2085","August"
NA,8,14.6272839641476,23.0621180596104,2076,"SSP2 2085","August"
NA,8,11.9473592297588,22.1815982103197,2089,"SSP2 2085","August"
NA,8,12.300166715886,25.4444544738508,2074,"SSP2 2085","August"
NA,8,14.1043642999349,28.3086695848322,2026,"SSP2 2085","August"
NA,8,16.2686431351066,30.7177423781361,2025,"SSP2 2085","August"
NA,8,18.0458516888312,32.5619474201053,2085,"SSP2 2085","August"
NA,8,19.6236835234091,30.9247922967823,2091,"SSP2 2085","August"
NA,8,19.0695056780687,28.9869548071866,2052,"SSP2 2085","August"
NA,9,12.8140192006953,20.7422326333181,2025,"SSP2 2085","September"
NA,9,10.2559071836972,17.7475964274426,2012,"SSP2 2085","September"
NA,9,9.92104632032942,19.9167009688873,2076,"SSP2 2085","September"
NA,9,9.71252822959721,21.5397665603173,2028,"SSP2 2085","September"
NA,9,9.68527436241166,22.5774843545342,2061,"SSP2 2085","September"
NA,9,10.1350971110058,23.6935466596933,2021,"SSP2 2085","September"
NA,9,12.55670368233,25.8837692090175,2094,"SSP2 2085","September"
NA,9,14.8544823091672,26.9782062276113,2100,"SSP2 2085","September"
NA,9,15.9595670615837,26.4024880840174,2091,"SSP2 2085","September"
NA,9,14.8468745493531,23.4914539763782,2058,"SSP2 2085","September"
NA,10,10.9514116501221,17.6843461791395,2064,"SSP2 2085","October"
NA,10,7.90011057745924,14.7832199785431,2063,"SSP2 2085","October"
NA,10,5.60085518619266,13.7140242526171,2098,"SSP2 2085","October"
NA,10,5.73050028879015,15.5484121951964,2100,"SSP2 2085","October"
NA,10,9.71667672527971,20.7863375042627,2068,"SSP2 2085","October"
NA,10,12.1338282944125,22.9893759329639,2053,"SSP2 2085","October"
NA,10,13.0370409531844,21.0692361658649,2046,"SSP2 2085","October"
NA,10,12.5689938735353,20.2374943038747,2093,"SSP2 2085","October"
NA,10,11.4824496997246,18.395243987824,2027,"SSP2 2085","October"
NA,11,5.08733538704497,10.035057866902,2013,"SSP2 2085","November"
NA,11,4.27394451900673,9.23342273899998,2079,"SSP2 2085","November"
NA,11,1.29480168562075,6.77393471649613,2064,"SSP2 2085","November"
NA,11,0.143184431670658,6.18226466084364,2062,"SSP2 2085","November"
NA,11,2.51915031453652,10.1150946901951,2028,"SSP2 2085","November"
NA,11,3.10489069545333,11.0363794578641,2033,"SSP2 2085","November"
NA,11,4.5257567767059,13.0980754508519,2045,"SSP2 2085","November"
NA,11,9.52546247755455,16.6663696956031,2074,"SSP2 2085","November"
NA,11,9.32611116286607,15.4508704576301,2097,"SSP2 2085","November"
NA,11,8.47016577384023,14.0146203754962,2052,"SSP2 2085","November"
NA,11,6.6650829755107,11.6567477668666,2024,"SSP2 2085","November"
NA,12,1.13481019537962,5.00532445887598,2018,"SSP2 2085","December"
NA,12,-1.09989164503131,3.68702520841042,2084,"SSP2 2085","December"
NA,12,-4.23870359316081,2.03483387445699,2026,"SSP2 2085","December"
NA,12,2.71608900466983,9.37399533624222,2085,"SSP2 2085","December"
NA,12,5.62388199387801,11.976921717507,2086,"SSP2 2085","December"
NA,12,6.93840458155739,12.9851821056713,2081,"SSP2 2085","December"
NA,12,5.94013221177849,10.5188017137948,2042,"SSP2 2085","December"
NA,12,4.86450813183181,8.69433055953328,2070,"SSP2 2085","December"
NA,1,1.43810061629049,4.97401982649925,2072,"SSP2 2085","January"
NA,1,-2.30206421958421,1.99487294592793,2022,"SSP2 2085","January"
NA,1,-2.59390287819618,2.24137941544858,2048,"SSP2 2085","January"
NA,1,-2.35921694130475,3.35831323527196,2015,"SSP2 2085","January"
NA,1,-0.352412051360945,6.96543637305114,2004,"SSP2 2085","January"
NA,1,3.93452016579278,11.245752417628,2005,"SSP2 2085","January"
NA,1,5.65357952474884,12.3341542138749,2066,"SSP2 2085","January"
NA,1,7.50632402009198,13.1442909115847,2069,"SSP2 2085","January"
NA,1,6.92593581623947,11.9519839726551,2006,"SSP2 2085","January"
NA,1,5.65006006815919,9.96488434155357,2081,"SSP2 2085","January"
NA,2,2.82134397129838,6.92445571883217,2011,"SSP2 2085","February"
NA,2,-0.466610635966031,3.71531721465999,2062,"SSP2 2085","February"
NA,2,-2.18633996975966,3.27998509852052,2091,"SSP2 2085","February"
NA,2,-3.1686069031543,6.13661422690747,2068,"SSP2 2085","February"
NA,2,5.13343898379223,12.9461288224904,2076,"SSP2 2085","February"
NA,2,5.3659404837944,12.9691839247423,2043,"SSP2 2085","February"
NA,2,6.18944978563615,11.8725271467126,2040,"SSP2 2085","February"
NA,2,4.18437913036496,8.47681254800767,2042,"SSP2 2085","February"
NA,3,5.78041719396004,10.7720896056601,2051,"SSP2 2085","March"
NA,3,2.10206097632667,8.90426902093241,2091,"SSP2 2085","March"
NA,3,-0.0230828843213754,8.58490928917773,2086,"SSP2 2085","March"
NA,3,-0.464561862121473,8.87120705451856,2042,"SSP2 2085","March"
NA,3,-0.233521583187718,10.7602110444867,2082,"SSP2 2085","March"
NA,3,5.55844233957905,18.1363324426377,2081,"SSP2 2085","March"
NA,3,6.6739665689836,16.1104745402675,2096,"SSP2 2085","March"
NA,3,6.74817878151901,14.0326628053141,2055,"SSP2 2085","March"
NA,4,6.91153168679138,16.0205839426258,2053,"SSP2 2085","April"
NA,4,5.05622759925485,14.1510826720225,2051,"SSP2 2085","April"
NA,4,1.52229029296148,13.0645437201067,2039,"SSP2 2085","April"
NA,4,1.33770916110349,13.5975554106692,2015,"SSP2 2085","April"
NA,4,4.09711414414269,18.497948256272,2100,"SSP2 2085","April"
NA,4,6.70477299573553,21.3109780525442,2056,"SSP2 2085","April"
NA,4,8.73190999964656,21.5397865845682,2020,"SSP2 2085","April"
NA,4,10.4870568393983,21.2233096265963,2022,"SSP2 2085","April"
NA,4,9.98773843665641,20.0989275499591,2066,"SSP2 2085","April"
NA,5,10.1876130491936,18.3290268425111,2033,"SSP2 2085","May"
NA,5,9.08249227966148,17.3403711487283,2007,"SSP2 2085","May"
NA,5,8.4839790603072,17.2286238554638,2100,"SSP2 2085","May"
NA,5,6.89702122445661,17.077279711396,2055,"SSP2 2085","May"
NA,5,6.26998561179105,20.0291978205768,2040,"SSP2 2085","May"
NA,5,9.13184023334826,23.1990293406808,2038,"SSP2 2085","May"
NA,5,13.6929881954905,26.167377209523,2027,"SSP2 2085","May"
NA,5,13.4629417721378,23.7143230681364,2039,"SSP2 2085","May"
NA,6,13.3547819731608,21.7734898762173,2037,"SSP3 2050","June"
NA,6,9.55849946529229,20.1876256952152,2076,"SSP3 2050","June"
NA,6,9.03525713487936,20.0452966714328,2091,"SSP3 2050","June"
NA,6,9.51072097666577,22.434008965905,2035,"SSP3 2050","June"
NA,6,9.82472114172505,23.4549247722423,2039,"SSP3 2050","June"
NA,6,11.6326429185264,26.4895537400758,2009,"SSP3 2050","June"
NA,6,12.5570715662342,27.2551891325377,2066,"SSP3 2050","June"
NA,6,17.4464665402163,29.8933392223218,2079,"SSP3 2050","June"
NA,6,16.1476931689496,25.4757294119626,2008,"SSP3 2050","June"
NA,7,14.2534114419578,22.536221793125,2001,"SSP3 2050","July"
NA,7,11.2309114555088,23.0522503131536,2075,"SSP3 2050","July"
NA,7,10.229589284468,24.3301810466793,2021,"SSP3 2050","July"
NA,7,13.4917094245871,28.1105463386579,2056,"SSP3 2050","July"
NA,7,16.1237933807506,30.8799839386203,2088,"SSP3 2050","July"
NA,7,16.7958280288094,31.343646613397,2044,"SSP3 2050","July"
NA,7,19.600289390057,32.9299769245327,2048,"SSP3 2050","July"
NA,7,18.307008633728,28.822932323805,2037,"SSP3 2050","July"
NA,8,14.4949068965212,23.0272957586543,2063,"SSP3 2050","August"
NA,8,13.8062112894962,22.1862836187764,2076,"SSP3 2050","August"
NA,8,11.1283352320353,21.3029928565082,2089,"SSP3 2050","August"
NA,8,11.4942178833801,24.5532349317159,2074,"SSP3 2050","August"
NA,8,13.2939796601522,27.4217306144821,2026,"SSP3 2050","August"
NA,8,15.4610601394457,29.8280735702654,2025,"SSP3 2050","August"
NA,8,17.2382765710837,31.6718723244574,2085,"SSP3 2050","August"
NA,8,18.8095855466962,30.0410363097635,2091,"SSP3 2050","August"
NA,8,18.2489820221225,28.1104439131331,2052,"SSP3 2050","August"
NA,9,12.0320579384679,19.9713831561626,2025,"SSP3 2050","September"
NA,9,9.47531408221573,16.9766008784438,2012,"SSP3 2050","September"
NA,9,9.14312613854743,19.1490857532047,2076,"SSP3 2050","September"
NA,9,8.92949169246172,20.7727220969292,2028,"SSP3 2050","September"
NA,9,8.90145709463371,21.8118814278514,2061,"SSP3 2050","September"
NA,9,9.35073269739608,22.9247248329093,2021,"SSP3 2050","September"
NA,9,11.7739485754306,25.1171357845408,2094,"SSP3 2050","September"
NA,9,14.0680671891384,26.2115289591182,2100,"SSP3 2050","September"
NA,9,15.1741000399296,25.6358307003276,2091,"SSP3 2050","September"
NA,9,14.0643445852168,22.7218309254459,2058,"SSP3 2050","September"
NA,10,10.3258903377098,17.0465193769102,2064,"SSP3 2050","October"
NA,10,7.27441563656338,14.1445416613692,2063,"SSP3 2050","October"
NA,10,4.97707755484426,13.0761845794253,2098,"SSP3 2050","October"
NA,10,5.1048808256414,14.9098183650113,2100,"SSP3 2050","October"
NA,10,9.0906853777615,20.1490250582826,2068,"SSP3 2050","October"
NA,10,11.5081292006261,22.3512824485428,2053,"SSP3 2050","October"
NA,10,12.4123828776221,20.4296522810481,2046,"SSP3 2050","October"
NA,10,11.944862908758,19.6002497006747,2093,"SSP3 2050","October"
NA,10,10.855919703605,17.7568377852053,2027,"SSP3 2050","October"
NA,11,4.46168533411352,9.32378454662555,2013,"SSP3 2050","November"
NA,11,3.64725250620927,8.52396372837002,2079,"SSP3 2050","November"
NA,11,0.670513186108002,6.06571151156218,2064,"SSP3 2050","November"
NA,11,-0.476158946760787,5.46596050775633,2062,"SSP3 2050","November"
NA,11,1.90677629052905,9.39284456802753,2028,"SSP3 2050","November"
NA,11,2.49732438413649,10.3081297997624,2033,"SSP3 2050","November"
NA,11,3.91833609631932,12.3703575580308,2045,"SSP3 2050","November"
NA,11,8.91191171607883,15.9449527517984,2074,"SSP3 2050","November"
NA,11,8.70769612238963,14.7345846269364,2097,"SSP3 2050","November"
NA,11,7.84981924972803,13.3017413124624,2052,"SSP3 2050","November"
NA,11,6.03948869776984,10.9474885888965,2024,"SSP3 2050","November"
NA,12,0.705912048654021,4.51836205612367,2018,"SSP3 2050","December"
NA,12,-1.51469263319041,3.20371723279074,2084,"SSP3 2050","December"
NA,12,-4.64978311900017,1.53120713462931,2026,"SSP3 2050","December"
NA,12,2.31187930726531,8.8765439626537,2085,"SSP3 2050","December"
NA,12,5.21559533991401,11.479981234632,2086,"SSP3 2050","December"
NA,12,6.52908317741512,12.4922727997244,2081,"SSP3 2050","December"
NA,12,5.51551567457731,10.0310165396783,2042,"SSP3 2050","December"
NA,12,4.43765639210541,8.2128004886506,2070,"SSP3 2050","December"
NA,1,1.16849168501546,4.67133233874285,2072,"SSP3 2050","January"
NA,1,-2.56791326938555,1.68855273681289,2022,"SSP3 2050","January"
NA,1,-2.85867025331736,1.93231761962664,2048,"SSP3 2050","January"
NA,1,-2.61849718568172,3.04331488605559,2015,"SSP3 2050","January"
NA,1,-0.607324760433213,6.64367725996636,2004,"SSP3 2050","January"
NA,1,3.68088826162003,10.9277861971009,2005,"SSP3 2050","January"
NA,1,5.40119654355419,12.0171431964786,2066,"SSP3 2050","January"
NA,1,7.24788418401483,12.8351424931512,2069,"SSP3 2050","January"
NA,1,6.66388533692898,11.6408454584553,2006,"SSP3 2050","January"
NA,1,5.3873960261427,9.66106433472842,2081,"SSP3 2050","January"
NA,2,2.60578661300483,6.6644344659035,2011,"SSP3 2050","February"
NA,2,-0.682933361249798,3.45225528049526,2062,"SSP3 2050","February"
NA,2,-2.39607004483445,3.01186460432786,2091,"SSP3 2050","February"
NA,2,-3.36311793071239,5.85024634568446,2068,"SSP3 2050","February"
NA,2,4.93324976795939,12.6650271153761,2076,"SSP3 2050","February"
NA,2,5.16648597430241,12.691511991971,2043,"SSP3 2050","February"
NA,2,5.97956722253059,11.6029495582126,2040,"SSP3 2050","February"
NA,2,3.96862964607739,8.21419276730067,2042,"SSP3 2050","February"
NA,3,5.39424525619556,10.3709808923348,2051,"SSP3 2050","March"
NA,3,1.71777572877937,8.49634582090864,2091,"SSP3 2050","March"
NA,3,-0.405902084804851,8.17338910306995,2086,"SSP3 2050","March"
NA,3,-0.843006868616665,8.46063553322353,2042,"SSP3 2050","March"
NA,3,-0.610328721930692,10.3430841627343,2082,"SSP3 2050","March"
NA,3,5.18363632501082,17.7146750194234,2081,"SSP3 2050","March"
NA,3,6.28920772439476,15.6946433195167,2096,"SSP3 2050","March"
NA,3,6.3663786744773,13.6267734337915,2055,"SSP3 2050","March"
NA,4,6.43934069781082,15.4798869550012,2053,"SSP3 2050","April"
NA,4,4.58561986170989,13.6103239011686,2051,"SSP3 2050","April"
NA,4,1.06175228018094,12.514061370581,2039,"SSP3 2050","April"
NA,4,0.879622470532252,13.0453228866507,2015,"SSP3 2050","April"
NA,4,3.64699361918639,17.9360470273536,2100,"SSP3 2050","April"
NA,4,6.25506779774651,20.7470023802271,2056,"SSP3 2050","April"
NA,4,8.27474630606943,20.9842562093783,2020,"SSP3 2050","April"
NA,4,10.0234024402635,20.6756837780415,2022,"SSP3 2050","April"
NA,4,9.52029506150656,19.5538438465568,2066,"SSP3 2050","April"
NA,5,9.64210699284002,17.837387315361,2033,"SSP3 2050","May"
NA,5,8.53790612059546,16.8487557704299,2007,"SSP3 2050","May"
NA,5,7.94066476436681,16.7349300410552,2100,"SSP3 2050","May"
NA,5,6.34650542655363,16.5910214512659,2055,"SSP3 2050","May"
NA,5,5.71013817087236,19.5514784406761,2040,"SSP3 2050","May"
NA,5,8.56813815751683,22.7258470254691,2038,"SSP3 2050","May"
NA,5,13.139601821867,25.6843267196133,2027,"SSP3 2050","May"
NA,5,12.9153561859496,23.2253283945879,2039,"SSP3 2050","May"
NA,6,14.7439107312124,23.2648119069539,2037,"SSP3 2085","June"
NA,6,10.9401023158343,21.7003684542995,2076,"SSP3 2085","June"
NA,6,10.4079610934689,21.5544064171513,2091,"SSP3 2085","June"
NA,6,10.8660164251652,23.9475784776262,2035,"SSP3 2085","June"
NA,6,11.1722538689323,24.9771165098594,2039,"SSP3 2085","June"
NA,6,12.9768892692471,28.0197554436652,2009,"SSP3 2085","June"
NA,6,13.9070488033103,28.7863052239162,2066,"SSP3 2085","June"
NA,6,18.8067333101417,31.4113805863536,2079,"SSP3 2085","June"
NA,6,17.5297004500364,26.9735302613414,2008,"SSP3 2085","June"
NA,7,15.92921580773,24.3649337158887,2001,"SSP3 2085","July"
NA,7,12.8827987172491,24.909492348958,2075,"SSP3 2085","July"
NA,7,11.8640043870773,26.2044758736764,2021,"SSP3 2085","July"
NA,7,15.1240383808987,29.9997171272229,2056,"SSP3 2085","July"
NA,7,17.7558510395279,32.7755000444361,2088,"SSP3 2085","July"
NA,7,18.4209114814487,33.2375471475787,2044,"SSP3 2085","July"
NA,7,21.2394276512044,34.8106612586392,2048,"SSP3 2085","July"
NA,7,19.966832233197,30.6751735848113,2037,"SSP3 2085","July"
NA,8,16.3791541235432,25.1941794963516,2063,"SSP3 2085","August"
NA,8,15.6865074997151,24.3536223255152,2076,"SSP3 2085","August"
NA,8,12.9841072373188,23.499645517324,2089,"SSP3 2085","August"
NA,8,13.2955280603041,26.8017653601853,2074,"SSP3 2085","August"
NA,8,15.0892653782262,29.6779247389432,2026,"SSP3 2085","August"
NA,8,17.2520948466225,32.0877027574257,2025,"SSP3 2085","August"
NA,8,19.0245906284873,33.9381526087922,2085,"SSP3 2085","August"
NA,8,20.6468667508463,32.258149998922,2091,"SSP3 2085","August"
NA,8,20.1142003679155,30.2938879494153,2052,"SSP3 2085","August"
NA,9,13.7267000628326,21.7516917643501,2025,"SSP3 2085","September"
NA,9,11.1678855582808,18.7565571910235,2012,"SSP3 2085","September"
NA,9,10.8092754584823,20.9436637740969,2076,"SSP3 2085","September"
NA,9,10.5965259788406,22.5752454230592,2028,"SSP3 2085","September"
NA,9,10.5585820025267,23.6230188471371,2061,"SSP3 2085","September"
NA,9,11.0048368475443,24.7463186683467,2021,"SSP3 2085","September"
NA,9,13.4293348583472,26.9265845431222,2094,"SSP3 2085","September"
NA,9,15.7338848050051,28.0212224394613,2100,"SSP3 2085","September"
NA,9,16.5902738024571,27.5668584705963,2046,"SSP3 2085","September"
NA,9,16.8542222718915,27.4259156805852,2091,"SSP3 2085","September"
NA,9,15.7524925886218,24.5073279200687,2058,"SSP3 2085","September"
NA,10,11.9056442651476,18.6332619648224,2064,"SSP3 2085","October"
NA,10,8.85260191773928,15.7328202978909,2063,"SSP3 2085","October"
NA,10,6.55784008027571,14.6607296455768,2098,"SSP3 2085","October"
NA,10,6.68059913154721,16.5005593575434,2100,"SSP3 2085","October"
NA,10,10.6661660693955,21.740046776064,2068,"SSP3 2085","October"
NA,10,13.0815612416322,23.9443116144614,2053,"SSP3 2085","October"
NA,10,13.9912139921991,22.0172812375228,2046,"SSP3 2085","October"
NA,10,13.5255393603356,21.1849067816389,2093,"SSP3 2085","October"
NA,10,12.4371086358958,19.3421560545395,2027,"SSP3 2085","October"
NA,11,6.05053591533834,10.8886147451679,2013,"SSP3 2085","November"
NA,11,5.23477831898647,10.0882676332768,2079,"SSP3 2085","November"
NA,11,2.25525046696482,7.62429513495989,2064,"SSP3 2085","November"
NA,11,1.11409360531764,7.02634000314092,2062,"SSP3 2085","November"
NA,11,3.49778639824816,10.9500531956269,2028,"SSP3 2085","November"
NA,11,4.09189818127394,11.8645879412125,2033,"SSP3 2085","November"
NA,11,5.51275287734912,13.9253691555799,2045,"SSP3 2085","November"
NA,11,10.5017108594891,17.5041794351671,2074,"SSP3 2085","November"
NA,11,10.2958591154011,16.2920935459798,2097,"SSP3 2085","November"
NA,11,9.43607193964488,14.8604526191426,2052,"SSP3 2085","November"
NA,11,7.62644221062378,12.5092921666105,2024,"SSP3 2085","November"
NA,12,2.01102667733306,5.80105824409446,2018,"SSP3 2085","December"
NA,12,-0.210639175919068,4.4814035673785,2084,"SSP3 2085","December"
NA,12,-3.33861064642432,2.80772019342828,2026,"SSP3 2085","December"
NA,12,3.61992649297826,10.150326129694,2085,"SSP3 2085","December"
NA,12,6.52295219663987,12.7546172024643,2086,"SSP3 2085","December"
NA,12,7.83761203721709,13.7655944720319,2081,"SSP3 2085","December"
NA,12,6.82253410713105,11.3114560564836,2042,"SSP3 2085","December"
NA,12,5.7429920009177,9.49459815807352,2070,"SSP3 2085","December"
NA,1,2.63378004628452,6.11646307679552,2072,"SSP3 2085","January"
NA,1,-1.09986198118435,3.13087193479016,2022,"SSP3 2085","January"
NA,1,-1.38858860874308,3.3732016057797,2048,"SSP3 2085","January"
NA,1,-1.14694862592367,4.48287856286115,2015,"SSP3 2085","January"
NA,1,0.869496661996843,8.0786471789341,2004,"SSP3 2085","January"
NA,1,5.15928825702924,12.3595320826833,2005,"SSP3 2085","January"
NA,1,6.87635997308692,13.4511611752525,2066,"SSP3 2085","January"
NA,1,8.71824271861346,14.2730564167157,2069,"SSP3 2085","January"
NA,1,8.13459407871959,13.0808828860851,2006,"SSP3 2085","January"
NA,1,6.85769330857163,11.1036037955976,2081,"SSP3 2085","January"
NA,2,3.8088132797488,7.88480127711273,2011,"SSP3 2085","February"
NA,2,0.513060641757177,4.66814500746932,2062,"SSP3 2085","February"
NA,2,-1.20239159831952,4.22691411687545,2091,"SSP3 2085","February"
NA,2,-2.17078762704163,7.07062369939802,2068,"SSP3 2085","February"
NA,2,6.12353786274448,13.8862792891125,2076,"SSP3 2085","February"
NA,2,6.36262006747452,13.91394492836,2043,"SSP3 2085","February"
NA,2,7.17620883651338,12.8231312851999,2040,"SSP3 2085","February"
NA,2,5.16658047718527,9.43108088992011,2042,"SSP3 2085","February"
NA,3,6.51938196534794,11.4562470017021,2051,"SSP3 2085","March"
NA,3,2.84726942172631,9.57630634925445,2091,"SSP3 2085","March"
NA,3,0.729440179769912,9.24693042983751,2086,"SSP3 2085","March"
NA,3,0.295956204782708,9.53161287701975,2042,"SSP3 2085","March"
NA,3,0.535790198869554,11.4059575143804,2082,"SSP3 2085","March"
NA,3,6.34116784426824,18.7654565429213,2081,"SSP3 2085","March"
NA,3,7.4298629785504,16.761186943429,2096,"SSP3 2085","March"
NA,3,7.49725417236058,14.7061919284419,2055,"SSP3 2085","March"
NA,4,7.51715471104037,16.5052325016898,2053,"SSP3 2085","April"
NA,4,5.66305861493747,14.6368470790063,2051,"SSP3 2085","April"
NA,4,2.14568788067783,13.534275472648,2039,"SSP3 2085","April"
NA,4,1.96583310598679,14.0636476099027,2015,"SSP3 2085","April"
NA,4,4.73931967677233,18.9473325585988,2100,"SSP3 2085","April"
NA,4,7.34670038036116,21.7581278585849,2056,"SSP3 2085","April"
NA,4,9.36435272998903,21.9979093701717,2020,"SSP3 2085","April"
NA,4,11.1065765194175,21.6965182543456,2022,"SSP3 2085","April"
NA,4,10.5996991383765,20.5777860438718,2066,"SSP3 2085","April"
NA,5,10.7192204026253,18.9833491767894,2033,"SSP3 2085","May"
NA,5,9.61058670090163,17.9883506018076,2007,"SSP3 2085","May"
NA,5,9.0173986014387,17.8797263089156,2100,"SSP3 2085","May"
NA,5,7.41209011030176,17.7443150088889,2055,"SSP3 2085","May"
NA,5,6.7635696672288,20.7258010390194,2040,"SSP3 2085","May"
NA,5,9.61808316064824,23.8960337132018,2038,"SSP3 2085","May"
NA,5,14.1990550070246,26.8398832638058,2027,"SSP3 2085","May"
NA,5,13.9829127273776,24.3744337440265,2039,"SSP3 2085","May"
NA,6,13.6860558187879,22.1522603386066,2037,"SSP5 2050","June"
NA,6,9.88823115889318,20.5767675581355,2076,"SSP5 2050","June"
NA,6,9.35638110886605,20.4345084893952,2091,"SSP5 2050","June"
NA,6,9.82044878155277,22.8270226322944,2035,"SSP5 2050","June"
NA,6,10.1335721273117,23.8493551551605,2039,"SSP5 2050","June"
NA,6,11.9357412572553,26.8927092531969,2009,"SSP5 2050","June"
NA,6,12.86791424812,27.6547973527855,2066,"SSP5 2050","June"
NA,6,17.7609791373376,30.2875162766769,2079,"SSP5 2050","June"
NA,6,16.4738111629838,25.8592492225458,2008,"SSP5 2050","June"
NA,7,14.7140752259924,23.2182162630588,2001,"SSP5 2050","July"
NA,7,11.6515498270897,23.776607264123,2075,"SSP5 2050","July"
NA,7,10.6203741219989,25.0841797433881,2021,"SSP5 2050","July"
NA,7,13.8803525780308,28.8730846508349,2056,"SSP5 2050","July"
NA,7,16.5045390923407,31.6544207807247,2088,"SSP5 2050","July"
NA,7,17.1833602414746,32.1060474298438,2044,"SSP5 2050","July"
NA,7,20.0042819581477,33.6763340912712,2048,"SSP5 2050","July"
NA,7,18.7428076243085,29.5336073779309,2037,"SSP5 2050","July"
NA,8,15.0527760131586,23.7178719050891,2063,"SSP5 2050","August"
NA,8,14.3623875982773,22.8661205603089,2076,"SSP5 2050","August"
NA,8,11.6757189133737,21.9963765665325,2089,"SSP5 2050","August"
NA,8,12.0073325245564,25.2835986682339,2074,"SSP5 2050","August"
NA,8,13.8080466917829,28.1575620365994,2026,"SSP5 2050","August"
NA,8,15.9715056310439,30.5642082476989,2025,"SSP5 2050","August"
NA,8,17.7444133333079,32.4070601284322,2085,"SSP5 2050","August"
NA,8,19.3487906135375,30.7494626455707,2091,"SSP5 2050","August"
NA,8,18.7917061623973,28.8070823255341,2052,"SSP5 2050","August"
NA,9,12.3205041092501,20.2453751279003,2025,"SSP5 2050","September"
NA,9,9.76112767000922,17.2512691758176,2012,"SSP5 2050","September"
NA,9,9.4228963915121,19.4203519529945,2076,"SSP5 2050","September"
NA,9,9.21781469107369,21.0424906793026,2028,"SSP5 2050","September"
NA,9,9.19067979827726,22.0797105984092,2061,"SSP5 2050","September"
NA,9,9.63917292117423,23.1993272208557,2021,"SSP5 2050","September"
NA,9,12.0616129467194,25.3825920165395,2094,"SSP5 2050","September"
NA,9,14.3579431912944,26.4845443392786,2100,"SSP5 2050","September"
NA,9,15.4634988345718,25.9038685788755,2091,"SSP5 2050","September"
NA,9,14.3539643574605,22.9935943539896,2058,"SSP5 2050","September"
NA,10,10.5368935744988,17.2330090618561,2064,"SSP5 2050","October"
NA,10,7.48598333914768,14.3303772163197,2063,"SSP5 2050","October"
NA,10,5.19265279742092,13.2582160328897,2098,"SSP5 2050","October"
NA,10,5.32524702413798,15.0868661851401,2100,"SSP5 2050","October"
NA,10,9.31690553180032,20.3203030636748,2068,"SSP5 2050","October"
NA,10,11.7318387341518,22.5250203992545,2053,"SSP5 2050","October"
NA,10,12.626841718119,20.6126054575028,2046,"SSP5 2050","October"
NA,10,12.1603771576074,19.782368873976,2093,"SSP5 2050","October"
NA,10,11.0693118171093,17.9408181717047,2027,"SSP5 2050","October"
NA,11,4.61730231559819,9.55964425326384,2013,"SSP5 2050","November"
NA,11,3.80292405238939,8.7597040607972,2079,"SSP5 2050","November"
