"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72788324220","2017-01-01","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  25.8","24","  20.9","24","1006.3","18","941.4","24","  8.6","24","  3.3","23"," 11.1","999.9","  36.0"," ","  12.0"," "," 0.00","G","999.9","001000"
"72788324220","2017-01-02","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  26.2","24","  14.8","24","1012.9","24","948.1","24"," 10.0","24","  5.0","24"," 14.0"," 21.0","  30.0"," ","  19.0"," "," 0.00","G","999.9","001000"
"72788324220","2017-01-03","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  18.5","24","   6.5","24","1026.2","24","960.0","24"," 10.0","24","  2.9","24","  5.1","999.9","  28.9"," ","   8.1"," "," 0.00","G","999.9","000000"
"72788324220","2017-01-04","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  12.7","24","  -0.4","24","1028.1","24","961.1","24"," 10.0","24","  5.3","24"," 14.0"," 17.1","  32.0"," ","   1.0"," "," 0.00","G","999.9","000000"
"72788324220","2017-01-05","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","   9.2","24","  -1.0","24","1029.6","24","962.5","24"," 10.0","24","  1.7","24","  6.0","999.9","  32.0"," ","  -0.9"," "," 0.00","G","999.9","000000"
"72788324220","2017-01-06","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","   9.3","24","   2.1","24","1024.5","24","957.5","24"," 10.0","24","  2.2","24","  7.0","999.9","  19.0"," ","  -0.9"," "," 0.00","G","999.9","000000"
"72788324220","2017-01-07","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","   6.5","24","   0.8","24","1024.4","23","957.1","24","  8.6","24","  1.8","24","  5.1","999.9","  16.0"," ","  -2.0"," "," 0.00","G","999.9","001000"
"72788324220","2017-01-08","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  15.5","24","  10.7","24","1020.7","15","953.0","24","  4.4","24","  1.7","24","  7.0","999.9","  24.1"," ","  -2.0"," "," 0.00","G","999.9","101000"
"72788324220","2017-01-09","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  20.1","24","  16.2","24","1005.5","12","940.5","24","  3.3","24","  1.9","24","  6.0","999.9","  26.1"," ","   7.0"," "," 0.00","G","999.9","101000"
"72788324220","2017-01-10","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  20.6","24","  16.5","24","1006.8","12","942.0","24","  3.6","24","  2.3","24","  6.0","999.9","  27.0"," ","   9.0"," "," 0.00","G","999.9","101000"
"72788324220","2017-01-11","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  22.1","24","  15.1","24","1007.7","22","942.8","24","  7.4","24","  3.1","24","  7.0","999.9","  27.0"," ","  18.0"," "," 0.00","G","999.9","001000"
"72788324220","2017-01-12","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","   6.6","24","  -1.2","24","1024.0","23","957.4","24","  9.7","24","  3.3","24","  7.0","999.9","  19.9","*","  -7.6","*"," 0.00","G","999.9","000000"
"72788324220","2017-01-13","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  -2.8","24","  -8.6","24","1036.1","24","967.4","24","  9.4","24","  0.7","24","  6.0","999.9","  14.0"," "," -13.0"," "," 0.00","G","999.9","000000"
"72788324220","2017-01-14","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","   4.0","24","  -2.4","24","1040.3","18","971.4","24","  8.1","24","  0.9","23","  5.1","999.9","  12.9"," "," -13.0"," "," 0.00","G","999.9","000000"
"72788324220","2017-01-15","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  14.1","24","   7.6","24","1033.9","16","966.2","24","  5.8","24","  0.5","23","  4.1","999.9","  19.0","*","  10.9","*"," 0.00","G","999.9","001000"
"72788324220","2017-01-16","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  15.7","24","   9.2","24","1032.9","20","965.8","24","  7.1","24","  3.0","24","  5.1","999.9","  19.0"," ","  12.9"," "," 0.00","G","999.9","001000"
"72788324220","2017-01-17","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  16.0","24","   8.6","24","1022.9","22","956.4","24","  8.3","24","  2.1","23","  6.0","999.9","  21.0"," ","   9.0"," "," 0.00","G","999.9","001000"
"72788324220","2017-01-18","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  24.7","24","  19.8","24","1005.0"," 9","941.9","24","  6.0","24","  2.2","23","  5.1","999.9","  30.9"," ","  14.0"," "," 0.00","G","999.9","011000"
"72788324220","2017-01-19","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  32.5","24","  29.2","24"," 999.4","11","936.6","24","  4.2","24","  2.0","23","  7.0","999.9","  36.0"," ","  21.9"," ","99.99"," ","999.9","001000"
"72788324220","2017-01-20","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  32.7","24","  29.6","24"," 996.5","16","933.3","24","  3.9","24","  1.5","24","  6.0","999.9","  37.0","*","  28.4","*"," 0.01","A","999.9","111000"
"72788324220","2017-01-21","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  34.9","24","  31.9","24"," 994.5","10","930.4","24","  3.2","24","  1.8","24","  6.0","999.9","  39.0"," ","  28.9"," "," 0.03","C","999.9","111000"
"72788324220","2017-01-22","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  34.9","24","  31.6","24","1003.4"," 9","939.3","24","  5.2","24","  3.9","24","  9.9","999.9","  39.0"," ","  33.1"," "," 0.21","G","999.9","111000"
"72788324220","2017-01-23","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  30.9","24","  26.7","24","1007.1","19","942.8","24","  7.6","24","  2.4","21","  7.0","999.9","  36.0"," ","  24.1"," "," 0.04","G","999.9","100000"
"72788324220","2017-01-24","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  23.4","24","  20.6","24","1017.7","21","951.6","24","  1.6","24","  2.3","24","  5.1","999.9","  36.0"," ","  16.0"," "," 0.00","G","999.9","100000"
"72788324220","2017-01-25","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  19.4","24","  15.7","24","1024.2","20","958.2","24","  2.0","24","  0.5","24","  2.9","999.9","  26.1"," ","  12.9"," "," 0.00","G","999.9","100000"
"72788324220","2017-01-26","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  28.2","24","  23.2","24","1030.5","20","964.1","24","  4.8","24","  0.6","24","  2.9","999.9","  36.0","*","  26.1","*"," 0.00","G","999.9","001000"
"72788324220","2017-01-27","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  30.1","24","  26.3","24","1038.7","16","973.2","24","  4.9","24","  1.8","24","  5.1","999.9","  34.0"," ","  26.1"," "," 0.00","G","999.9","101000"
"72788324220","2017-01-28","47.03376","-120.53135","532.5","ELLENSBURG BOWERS FIELD, WA US","  31.9","24","  27.2","24","1041.9","17","975.8","24","  6.8","24","  1.0","24","  5.1","999.9","  35.1"," ","  28.0"," "," 0.00","G","999.9","000000"
