"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72781024243","1995-01-01","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  23.9","24","  16.0","18","1034.0","18","993.1","20"," 39.2","18","  6.8","18"," 11.1","999.9","  37.0"," ","  16.0"," "," 0.00","B","999.9","000000"
"72781024243","1995-01-02","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  23.0","24","  13.8","17","1031.6","17","990.9","18"," 40.9","17","  7.0","17"," 12.0","999.9","  35.1"," ","  15.1"," "," 0.00","C","999.9","000000"
"72781024243","1995-01-03","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  19.3","24","  11.9","17","1028.7","17","988.0","18"," 41.5","17","  6.2","17"," 10.1","999.9","  34.0"," ","   9.0"," "," 0.00","C","999.9","000000"
"72781024243","1995-01-04","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  16.8","24","  12.1","17","1023.1","17","982.4","18"," 38.6","17","  4.1","17","  8.0","999.9","  34.0"," ","   7.0"," "," 0.00","B","999.9","000000"
"72781024243","1995-01-05","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  20.1","24","  15.0","18","1012.4","18","972.0","19"," 29.3","18","  4.9","18","  8.9","999.9","  30.0"," ","   7.0"," "," 0.00","C","999.9","000000"
"72781024243","1995-01-06","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  25.1","24","  18.6","19","1015.2","19","975.3","20"," 14.1","19","  2.4","19","  8.0","999.9","  30.9","*","   9.9"," "," 0.00","H","999.9","001000"
"72781024243","1995-01-07","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  27.4","24","  24.1","18","1011.2","18","971.4","19","  4.3","18","  7.1","18"," 10.9","999.9","  32.0","*","  17.1"," "," 0.22","G","  2.0","101000"
"72781024243","1995-01-08","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  30.2","24","  29.8","18","1008.8","18","969.4","19","  6.3","18","  3.5","18","  7.0","999.9","  35.1","*","  21.9"," "," 0.28","G","  5.1","101000"
"72781024243","1995-01-09","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  32.7","24","9999.9"," 0","1005.6","18","966.3","19","  4.4","18","  3.9","18","  8.0","999.9","  37.0","*","  27.0"," "," 0.39","G","  3.9","110000"
"72781024243","1995-01-10","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  34.7","24","9999.9"," 0"," 998.8","18","959.9","19","  1.5","18","  2.8","18","  8.0","999.9","  37.9","*","  29.8"," "," 0.47","G","  3.1","110000"
"72781024243","1995-01-11","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  35.4","24","9999.9"," 0","1001.2","19","962.3","20","  1.3","19","  2.9","19","  8.9","999.9","  39.0"," ","  32.9"," "," 0.16","G","  2.0","110000"
"72781024243","1995-01-12","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  32.8","24","9999.9"," 0","1007.3","18","968.1","19","  2.6","18","  1.7","18","  5.8","999.9","  37.9"," ","  28.0"," "," 0.00","G","  0.4","110000"
