"SSP_Time","GCM","Year","Frost"
"SSP1 2085","EC-Earth3-Veg-LR",2048,5
"SSP1 2085","EC-Earth3-Veg-LR",2049,0
"SSP1 2085","EC-Earth3-Veg-LR",2050,8
"SSP1 2085","EC-Earth3-Veg-LR",2051,0
"SSP1 2085","EC-Earth3-Veg-LR",2052,0
"SSP1 2085","EC-Earth3-Veg-LR",2053,0
"SSP1 2085","EC-Earth3-Veg-LR",2054,3
"SSP1 2085","EC-Earth3-Veg-LR",2055,11
"SSP1 2085","EC-Earth3-Veg-LR",2056,0
"SSP1 2085","EC-Earth3-Veg-LR",2057,8
"SSP1 2085","EC-Earth3-Veg-LR",2058,12
"SSP1 2085","EC-Earth3-Veg-LR",2059,7
"SSP1 2085","EC-Earth3-Veg-LR",2060,0
"SSP1 2085","EC-Earth3-Veg-LR",2061,0
"SSP1 2085","EC-Earth3-Veg-LR",2062,0
"SSP1 2085","EC-Earth3-Veg-LR",2063,0
"SSP1 2085","EC-Earth3-Veg-LR",2064,6
"SSP1 2085","EC-Earth3-Veg-LR",2065,0
"SSP1 2085","EC-Earth3-Veg-LR",2066,0
"SSP1 2085","EC-Earth3-Veg-LR",2067,0
"SSP1 2085","EC-Earth3-Veg-LR",2068,6
"SSP1 2085","EC-Earth3-Veg-LR",2069,2
"SSP1 2085","EC-Earth3-Veg-LR",2070,8
"SSP1 2085","EC-Earth3-Veg-LR",2071,3
"SSP1 2085","EC-Earth3-Veg-LR",2072,13
"SSP1 2085","EC-Earth3-Veg-LR",2073,0
"SSP1 2085","EC-Earth3-Veg-LR",2074,4
"SSP1 2085","EC-Earth3-Veg-LR",2075,0
"SSP1 2085","EC-Earth3-Veg-LR",2076,0
"SSP1 2085","EC-Earth3-Veg-LR",2077,0
"SSP1 2085","EC-Earth3-Veg-LR",2078,1
"SSP1 2085","EC-Earth3-Veg-LR",2079,0
"SSP1 2085","EC-Earth3-Veg-LR",2080,0
"SSP1 2085","EC-Earth3-Veg-LR",2081,0
"SSP1 2085","EC-Earth3-Veg-LR",2082,0
"SSP1 2085","EC-Earth3-Veg-LR",2083,0
"SSP1 2085","EC-Earth3-Veg-LR",2084,0
"SSP1 2085","EC-Earth3-Veg-LR",2085,0
"SSP1 2085","EC-Earth3-Veg-LR",2086,0
"SSP1 2085","EC-Earth3-Veg-LR",2087,0
"SSP1 2085","EC-Earth3-Veg-LR",2088,0
"SSP1 2085","EC-Earth3-Veg-LR",2089,0
"SSP1 2085","EC-Earth3-Veg-LR",2090,10
"SSP1 2085","EC-Earth3-Veg-LR",2091,0
"SSP1 2085","EC-Earth3-Veg-LR",2092,0
"SSP1 2085","EC-Earth3-Veg-LR",2093,0
"SSP1 2085","EC-Earth3-Veg-LR",2094,0
"SSP1 2085","EC-Earth3-Veg-LR",2095,0
"SSP1 2085","EC-Earth3-Veg-LR",2096,0
"SSP1 2085","EC-Earth3-Veg-LR",2097,0
"SSP1 2085","EC-Earth3-Veg-LR",2098,11
"SSP1 2085","EC-Earth3-Veg-LR",2099,9
"SSP1 2085","EC-Earth3-Veg-LR",2100,12
"SSP1 2085","FGOALS-g3",2002,12
"SSP1 2085","FGOALS-g3",2003,1
"SSP1 2085","FGOALS-g3",2004,0
"SSP1 2085","FGOALS-g3",2005,8
"SSP1 2085","FGOALS-g3",2006,0
"SSP1 2085","FGOALS-g3",2007,9
"SSP1 2085","FGOALS-g3",2008,0
"SSP1 2085","FGOALS-g3",2009,6
"SSP1 2085","FGOALS-g3",2010,0
"SSP1 2085","FGOALS-g3",2011,3
"SSP1 2085","FGOALS-g3",2012,0
"SSP1 2085","FGOALS-g3",2013,0
"SSP1 2085","FGOALS-g3",2014,1
"SSP1 2085","FGOALS-g3",2015,23
"SSP1 2085","FGOALS-g3",2016,0
"SSP1 2085","FGOALS-g3",2017,3
"SSP1 2085","FGOALS-g3",2018,0
"SSP1 2085","FGOALS-g3",2019,0
"SSP1 2085","FGOALS-g3",2020,0
"SSP1 2085","FGOALS-g3",2021,0
"SSP1 2085","FGOALS-g3",2022,0
"SSP1 2085","FGOALS-g3",2023,0
"SSP1 2085","FGOALS-g3",2024,4
"SSP1 2085","FGOALS-g3",2025,7
"SSP1 2085","FGOALS-g3",2026,5
"SSP1 2085","FGOALS-g3",2027,0
"SSP1 2085","FGOALS-g3",2028,0
"SSP1 2085","FGOALS-g3",2029,0
"SSP1 2085","FGOALS-g3",2030,0
"SSP1 2085","FGOALS-g3",2031,0
"SSP1 2085","FGOALS-g3",2032,0
"SSP1 2085","FGOALS-g3",2033,0
"SSP1 2085","FGOALS-g3",2034,1
"SSP1 2085","FGOALS-g3",2035,22
"SSP1 2085","FGOALS-g3",2036,0
"SSP1 2085","FGOALS-g3",2037,0
"SSP1 2085","FGOALS-g3",2038,0
"SSP1 2085","FGOALS-g3",2039,8
"SSP1 2085","FGOALS-g3",2040,0
"SSP1 2085","FGOALS-g3",2041,1
"SSP1 2085","FGOALS-g3",2042,0
"SSP1 2085","FGOALS-g3",2043,0
"SSP1 2085","FGOALS-g3",2044,0
"SSP1 2085","FGOALS-g3",2045,0
"SSP1 2085","FGOALS-g3",2046,0
"SSP1 2085","FGOALS-g3",2047,0
"SSP1 2085","FGOALS-g3",2048,3
"SSP1 2085","FGOALS-g3",2049,0
"SSP1 2085","FGOALS-g3",2050,1
"SSP1 2085","FGOALS-g3",2051,0
"SSP1 2085","FGOALS-g3",2052,0
"SSP1 2085","FGOALS-g3",2053,0
"SSP1 2085","FGOALS-g3",2054,0
"SSP1 2085","FGOALS-g3",2055,0
"SSP1 2085","FGOALS-g3",2056,0
"SSP1 2085","FGOALS-g3",2057,6
"SSP1 2085","FGOALS-g3",2058,2
"SSP1 2085","FGOALS-g3",2059,2
"SSP1 2085","FGOALS-g3",2060,0
"SSP1 2085","FGOALS-g3",2061,0
"SSP1 2085","FGOALS-g3",2062,0
"SSP1 2085","FGOALS-g3",2063,0
"SSP1 2085","FGOALS-g3",2064,1
"SSP1 2085","FGOALS-g3",2065,0
"SSP1 2085","FGOALS-g3",2066,0
"SSP1 2085","FGOALS-g3",2067,0
"SSP1 2085","FGOALS-g3",2068,7
"SSP1 2085","FGOALS-g3",2069,0
"SSP1 2085","FGOALS-g3",2070,30
"SSP1 2085","FGOALS-g3",2071,0
"SSP1 2085","FGOALS-g3",2072,16
"SSP1 2085","FGOALS-g3",2073,0
"SSP1 2085","FGOALS-g3",2074,2
"SSP1 2085","FGOALS-g3",2075,0
"SSP1 2085","FGOALS-g3",2076,0
"SSP1 2085","FGOALS-g3",2077,0
"SSP1 2085","FGOALS-g3",2078,0
"SSP1 2085","FGOALS-g3",2079,0
"SSP1 2085","FGOALS-g3",2080,0
"SSP1 2085","FGOALS-g3",2081,0
"SSP1 2085","FGOALS-g3",2082,0
"SSP1 2085","FGOALS-g3",2083,0
"SSP1 2085","FGOALS-g3",2084,0
"SSP1 2085","FGOALS-g3",2085,0
"SSP1 2085","FGOALS-g3",2086,0
"SSP1 2085","FGOALS-g3",2087,0
"SSP1 2085","FGOALS-g3",2088,0
"SSP1 2085","FGOALS-g3",2089,2
"SSP1 2085","FGOALS-g3",2090,1
"SSP1 2085","FGOALS-g3",2091,0
"SSP1 2085","FGOALS-g3",2092,0
"SSP1 2085","FGOALS-g3",2093,0
"SSP1 2085","FGOALS-g3",2094,0
"SSP1 2085","FGOALS-g3",2095,0
"SSP1 2085","FGOALS-g3",2096,0
"SSP1 2085","FGOALS-g3",2097,0
"SSP1 2085","FGOALS-g3",2098,0
"SSP1 2085","FGOALS-g3",2099,5
"SSP1 2085","FGOALS-g3",2100,2
"SSP1 2085","FIO-ESM-2-0",2002,21
"SSP1 2085","FIO-ESM-2-0",2003,7
"SSP1 2085","FIO-ESM-2-0",2004,1
"SSP1 2085","FIO-ESM-2-0",2005,8
"SSP1 2085","FIO-ESM-2-0",2006,0
"SSP1 2085","FIO-ESM-2-0",2007,13
"SSP1 2085","FIO-ESM-2-0",2008,1
"SSP1 2085","FIO-ESM-2-0",2009,8
"SSP1 2085","FIO-ESM-2-0",2010,0
"SSP1 2085","FIO-ESM-2-0",2011,3
"SSP1 2085","FIO-ESM-2-0",2012,0
"SSP1 2085","FIO-ESM-2-0",2013,0
"SSP1 2085","FIO-ESM-2-0",2014,5
"SSP1 2085","FIO-ESM-2-0",2015,53
"SSP1 2085","FIO-ESM-2-0",2016,2
"SSP1 2085","FIO-ESM-2-0",2017,5
"SSP1 2085","FIO-ESM-2-0",2018,0
"SSP1 2085","FIO-ESM-2-0",2019,0
"SSP1 2085","FIO-ESM-2-0",2020,0
"SSP1 2085","FIO-ESM-2-0",2021,0
"SSP1 2085","FIO-ESM-2-0",2022,0
"SSP1 2085","FIO-ESM-2-0",2023,0
"SSP1 2085","FIO-ESM-2-0",2024,7
"SSP1 2085","FIO-ESM-2-0",2025,1
"SSP1 2085","FIO-ESM-2-0",2026,1
"SSP1 2085","FIO-ESM-2-0",2027,0
"SSP1 2085","FIO-ESM-2-0",2028,0
"SSP1 2085","FIO-ESM-2-0",2029,0
"SSP1 2085","FIO-ESM-2-0",2030,3
"SSP1 2085","FIO-ESM-2-0",2031,0
"SSP1 2085","FIO-ESM-2-0",2032,0
"SSP1 2085","FIO-ESM-2-0",2033,0
"SSP1 2085","FIO-ESM-2-0",2034,3
"SSP1 2085","FIO-ESM-2-0",2035,33
"SSP1 2085","FIO-ESM-2-0",2036,0
"SSP1 2085","FIO-ESM-2-0",2037,0
"SSP1 2085","FIO-ESM-2-0",2038,0
"SSP1 2085","FIO-ESM-2-0",2039,9
"SSP1 2085","FIO-ESM-2-0",2040,0
"SSP1 2085","FIO-ESM-2-0",2041,4
"SSP1 2085","FIO-ESM-2-0",2042,2
"SSP1 2085","FIO-ESM-2-0",2043,0
"SSP1 2085","FIO-ESM-2-0",2044,0
"SSP1 2085","FIO-ESM-2-0",2045,0
"SSP1 2085","FIO-ESM-2-0",2046,0
"SSP1 2085","FIO-ESM-2-0",2047,0
"SSP1 2085","FIO-ESM-2-0",2048,5
"SSP1 2085","FIO-ESM-2-0",2049,0
"SSP1 2085","FIO-ESM-2-0",2050,3
"SSP1 2085","FIO-ESM-2-0",2051,0
"SSP1 2085","FIO-ESM-2-0",2052,2
"SSP1 2085","FIO-ESM-2-0",2053,7
"SSP1 2085","FIO-ESM-2-0",2054,0
"SSP1 2085","FIO-ESM-2-0",2055,0
"SSP1 2085","FIO-ESM-2-0",2056,0
"SSP1 2085","FIO-ESM-2-0",2057,8
"SSP1 2085","FIO-ESM-2-0",2058,8
"SSP1 2085","FIO-ESM-2-0",2059,5
"SSP1 2085","FIO-ESM-2-0",2060,0
"SSP1 2085","FIO-ESM-2-0",2061,0
"SSP1 2085","FIO-ESM-2-0",2062,2
"SSP1 2085","FIO-ESM-2-0",2063,0
"SSP1 2085","FIO-ESM-2-0",2064,6
"SSP1 2085","FIO-ESM-2-0",2065,0
"SSP1 2085","FIO-ESM-2-0",2066,0
"SSP1 2085","FIO-ESM-2-0",2067,0
"SSP1 2085","FIO-ESM-2-0",2068,16
"SSP1 2085","FIO-ESM-2-0",2069,0
"SSP1 2085","FIO-ESM-2-0",2070,22
"SSP1 2085","FIO-ESM-2-0",2071,2
"SSP1 2085","FIO-ESM-2-0",2072,21
"SSP1 2085","FIO-ESM-2-0",2073,0
"SSP1 2085","FIO-ESM-2-0",2074,3
"SSP1 2085","FIO-ESM-2-0",2075,0
"SSP1 2085","FIO-ESM-2-0",2076,0
"SSP1 2085","FIO-ESM-2-0",2077,0
"SSP1 2085","FIO-ESM-2-0",2078,0
"SSP1 2085","FIO-ESM-2-0",2079,0
"SSP1 2085","FIO-ESM-2-0",2080,0
"SSP1 2085","FIO-ESM-2-0",2081,0
"SSP1 2085","FIO-ESM-2-0",2082,0
"SSP1 2085","FIO-ESM-2-0",2083,1
"SSP1 2085","FIO-ESM-2-0",2084,0
"SSP1 2085","FIO-ESM-2-0",2085,0
"SSP1 2085","FIO-ESM-2-0",2086,0
"SSP1 2085","FIO-ESM-2-0",2087,0
"SSP1 2085","FIO-ESM-2-0",2088,0
"SSP1 2085","FIO-ESM-2-0",2089,3
"SSP1 2085","FIO-ESM-2-0",2090,10
"SSP1 2085","FIO-ESM-2-0",2091,0
"SSP1 2085","FIO-ESM-2-0",2092,0
"SSP1 2085","FIO-ESM-2-0",2093,0
"SSP1 2085","FIO-ESM-2-0",2094,1
"SSP1 2085","FIO-ESM-2-0",2095,0
"SSP1 2085","FIO-ESM-2-0",2096,0
"SSP1 2085","FIO-ESM-2-0",2097,0
"SSP1 2085","FIO-ESM-2-0",2098,5
"SSP1 2085","FIO-ESM-2-0",2099,13
"SSP1 2085","FIO-ESM-2-0",2100,3
"SSP1 2085","GFDL-ESM4",2002,14
"SSP1 2085","GFDL-ESM4",2003,7
"SSP1 2085","GFDL-ESM4",2004,1
"SSP1 2085","GFDL-ESM4",2005,9
"SSP1 2085","GFDL-ESM4",2006,0
"SSP1 2085","GFDL-ESM4",2007,14
"SSP1 2085","GFDL-ESM4",2008,0
"SSP1 2085","GFDL-ESM4",2009,0
"SSP1 2085","GFDL-ESM4",2010,0
"SSP1 2085","GFDL-ESM4",2011,4
"SSP1 2085","GFDL-ESM4",2012,0
"SSP1 2085","GFDL-ESM4",2013,0
"SSP1 2085","GFDL-ESM4",2014,11
"SSP1 2085","GFDL-ESM4",2015,53
"SSP1 2085","GFDL-ESM4",2016,1
"SSP1 2085","GFDL-ESM4",2017,6
"SSP1 2085","GFDL-ESM4",2018,0
"SSP1 2085","GFDL-ESM4",2019,0
"SSP1 2085","GFDL-ESM4",2020,0
"SSP1 2085","GFDL-ESM4",2021,0
"SSP1 2085","GFDL-ESM4",2022,0
"SSP1 2085","GFDL-ESM4",2023,0
"SSP1 2085","GFDL-ESM4",2024,8
"SSP1 2085","GFDL-ESM4",2025,10
"SSP1 2085","GFDL-ESM4",2026,5
"SSP1 2085","GFDL-ESM4",2027,0
"SSP1 2085","GFDL-ESM4",2028,0
"SSP1 2085","GFDL-ESM4",2029,0
"SSP1 2085","GFDL-ESM4",2030,2
"SSP1 2085","GFDL-ESM4",2031,0
"SSP1 2085","GFDL-ESM4",2032,0
"SSP1 2085","GFDL-ESM4",2033,0
"SSP1 2085","GFDL-ESM4",2034,2
"SSP1 2085","GFDL-ESM4",2035,28
"SSP1 2085","GFDL-ESM4",2036,0
"SSP1 2085","GFDL-ESM4",2037,0
"SSP1 2085","GFDL-ESM4",2038,0
"SSP1 2085","GFDL-ESM4",2039,14
"SSP1 2085","GFDL-ESM4",2040,0
"SSP1 2085","GFDL-ESM4",2041,6
"SSP1 2085","GFDL-ESM4",2042,2
"SSP1 2085","GFDL-ESM4",2043,0
"SSP1 2085","GFDL-ESM4",2044,0
"SSP1 2085","GFDL-ESM4",2045,0
"SSP1 2085","GFDL-ESM4",2046,0
"SSP1 2085","GFDL-ESM4",2047,0
"SSP1 2085","GFDL-ESM4",2048,5
"SSP1 2085","GFDL-ESM4",2049,0
"SSP1 2085","GFDL-ESM4",2050,7
"SSP1 2085","GFDL-ESM4",2051,0
"SSP1 2085","GFDL-ESM4",2052,0
"SSP1 2085","GFDL-ESM4",2053,0
"SSP1 2085","GFDL-ESM4",2054,2
"SSP1 2085","GFDL-ESM4",2055,0
"SSP1 2085","GFDL-ESM4",2056,0
"SSP1 2085","GFDL-ESM4",2057,8
"SSP1 2085","GFDL-ESM4",2058,7
"SSP1 2085","GFDL-ESM4",2059,4
"SSP1 2085","GFDL-ESM4",2060,0
"SSP1 2085","GFDL-ESM4",2061,0
"SSP1 2085","GFDL-ESM4",2062,2
"SSP1 2085","GFDL-ESM4",2063,0
"SSP1 2085","GFDL-ESM4",2064,5
"SSP1 2085","GFDL-ESM4",2065,0
"SSP1 2085","GFDL-ESM4",2066,0
"SSP1 2085","GFDL-ESM4",2067,0
"SSP1 2085","GFDL-ESM4",2068,16
"SSP1 2085","GFDL-ESM4",2069,1
"SSP1 2085","GFDL-ESM4",2070,36
"SSP1 2085","GFDL-ESM4",2071,2
"SSP1 2085","GFDL-ESM4",2072,20
"SSP1 2085","GFDL-ESM4",2073,0
"SSP1 2085","GFDL-ESM4",2074,3
"SSP1 2085","GFDL-ESM4",2075,0
"SSP1 2085","GFDL-ESM4",2076,0
"SSP1 2085","GFDL-ESM4",2077,0
"SSP1 2085","GFDL-ESM4",2078,0
"SSP1 2085","GFDL-ESM4",2079,0
"SSP1 2085","GFDL-ESM4",2080,0
"SSP1 2085","GFDL-ESM4",2081,0
"SSP1 2085","GFDL-ESM4",2082,0
"SSP1 2085","GFDL-ESM4",2083,2
"SSP1 2085","GFDL-ESM4",2084,0
"SSP1 2085","GFDL-ESM4",2085,0
"SSP1 2085","GFDL-ESM4",2086,0
"SSP1 2085","GFDL-ESM4",2087,0
"SSP1 2085","GFDL-ESM4",2088,0
"SSP1 2085","GFDL-ESM4",2089,4
"SSP1 2085","GFDL-ESM4",2090,9
"SSP1 2085","GFDL-ESM4",2091,0
"SSP1 2085","GFDL-ESM4",2092,0
"SSP1 2085","GFDL-ESM4",2093,0
"SSP1 2085","GFDL-ESM4",2094,1
"SSP1 2085","GFDL-ESM4",2095,0
"SSP1 2085","GFDL-ESM4",2096,0
"SSP1 2085","GFDL-ESM4",2097,0
"SSP1 2085","GFDL-ESM4",2098,4
"SSP1 2085","GFDL-ESM4",2099,12
"SSP1 2085","GFDL-ESM4",2100,4
"SSP1 2085","INM-CM4-8",2002,11
"SSP1 2085","INM-CM4-8",2003,2
"SSP1 2085","INM-CM4-8",2004,0
"SSP1 2085","INM-CM4-8",2005,8
"SSP1 2085","INM-CM4-8",2006,1
"SSP1 2085","INM-CM4-8",2007,10
"SSP1 2085","INM-CM4-8",2008,0
"SSP1 2085","INM-CM4-8",2009,9
"SSP1 2085","INM-CM4-8",2010,0
"SSP1 2085","INM-CM4-8",2011,3
"SSP1 2085","INM-CM4-8",2012,0
"SSP1 2085","INM-CM4-8",2013,0
"SSP1 2085","INM-CM4-8",2014,2
"SSP1 2085","INM-CM4-8",2015,19
"SSP1 2085","INM-CM4-8",2016,0
"SSP1 2085","INM-CM4-8",2017,4
"SSP1 2085","INM-CM4-8",2018,0
"SSP1 2085","INM-CM4-8",2019,0
"SSP1 2085","INM-CM4-8",2020,0
"SSP1 2085","INM-CM4-8",2021,0
"SSP1 2085","INM-CM4-8",2022,0
"SSP1 2085","INM-CM4-8",2023,0
"SSP1 2085","INM-CM4-8",2024,4
"SSP1 2085","INM-CM4-8",2025,0
"SSP1 2085","INM-CM4-8",2026,5
"SSP1 2085","INM-CM4-8",2027,0
"SSP1 2085","INM-CM4-8",2028,0
"SSP1 2085","INM-CM4-8",2029,0
"SSP1 2085","INM-CM4-8",2030,1
"SSP1 2085","INM-CM4-8",2031,0
"SSP1 2085","INM-CM4-8",2032,0
"SSP1 2085","INM-CM4-8",2033,0
"SSP1 2085","INM-CM4-8",2034,1
"SSP1 2085","INM-CM4-8",2035,7
"SSP1 2085","INM-CM4-8",2036,0
"SSP1 2085","INM-CM4-8",2037,0
"SSP1 2085","INM-CM4-8",2038,0
"SSP1 2085","INM-CM4-8",2039,13
"SSP1 2085","INM-CM4-8",2040,0
"SSP1 2085","INM-CM4-8",2041,6
"SSP1 2085","INM-CM4-8",2042,0
"SSP1 2085","INM-CM4-8",2043,0
"SSP1 2085","INM-CM4-8",2044,0
"SSP1 2085","INM-CM4-8",2045,0
"SSP1 2085","INM-CM4-8",2046,0
"SSP1 2085","INM-CM4-8",2047,0
"SSP1 2085","INM-CM4-8",2048,3
"SSP1 2085","INM-CM4-8",2049,0
"SSP1 2085","INM-CM4-8",2050,2
"SSP1 2085","INM-CM4-8",2051,0
"SSP1 2085","INM-CM4-8",2052,0
"SSP1 2085","INM-CM4-8",2053,0
"SSP1 2085","INM-CM4-8",2054,0
"SSP1 2085","INM-CM4-8",2055,0
"SSP1 2085","INM-CM4-8",2056,0
"SSP1 2085","INM-CM4-8",2057,7
"SSP1 2085","INM-CM4-8",2058,2
"SSP1 2085","INM-CM4-8",2059,2
"SSP1 2085","INM-CM4-8",2060,0
"SSP1 2085","INM-CM4-8",2061,0
"SSP1 2085","INM-CM4-8",2062,0
"SSP1 2085","INM-CM4-8",2063,0
"SSP1 2085","INM-CM4-8",2064,3
"SSP1 2085","INM-CM4-8",2065,0
"SSP1 2085","INM-CM4-8",2066,0
"SSP1 2085","INM-CM4-8",2067,0
"SSP1 2085","INM-CM4-8",2068,9
"SSP1 2085","INM-CM4-8",2069,0
"SSP1 2085","INM-CM4-8",2070,34
"SSP1 2085","INM-CM4-8",2071,1
"SSP1 2085","INM-CM4-8",2072,16
"SSP1 2085","INM-CM4-8",2073,0
"SSP1 2085","INM-CM4-8",2074,0
"SSP1 2085","INM-CM4-8",2075,0
"SSP1 2085","INM-CM4-8",2076,0
"SSP1 2085","INM-CM4-8",2077,0
"SSP1 2085","INM-CM4-8",2078,0
"SSP1 2085","INM-CM4-8",2079,0
"SSP1 2085","INM-CM4-8",2080,0
"SSP1 2085","INM-CM4-8",2081,0
"SSP1 2085","INM-CM4-8",2082,0
"SSP1 2085","INM-CM4-8",2083,0
"SSP1 2085","INM-CM4-8",2084,0
"SSP1 2085","INM-CM4-8",2085,0
"SSP1 2085","INM-CM4-8",2086,0
"SSP1 2085","INM-CM4-8",2087,0
"SSP1 2085","INM-CM4-8",2088,0
"SSP1 2085","INM-CM4-8",2089,2
"SSP1 2085","INM-CM4-8",2090,8
"SSP1 2085","INM-CM4-8",2091,0
"SSP1 2085","INM-CM4-8",2092,0
"SSP1 2085","INM-CM4-8",2093,0
"SSP1 2085","INM-CM4-8",2094,0
"SSP1 2085","INM-CM4-8",2095,0
"SSP1 2085","INM-CM4-8",2096,0
"SSP1 2085","INM-CM4-8",2097,0
"SSP1 2085","INM-CM4-8",2098,3
"SSP1 2085","INM-CM4-8",2099,8
"SSP1 2085","INM-CM4-8",2100,2
"SSP1 2085","INM-CM5-0",2002,32
"SSP1 2085","INM-CM5-0",2003,16
"SSP1 2085","INM-CM5-0",2004,0
"SSP1 2085","INM-CM5-0",2005,14
"SSP1 2085","INM-CM5-0",2006,0
"SSP1 2085","INM-CM5-0",2007,7
"SSP1 2085","INM-CM5-0",2008,1
"SSP1 2085","INM-CM5-0",2009,18
"SSP1 2085","INM-CM5-0",2010,0
"SSP1 2085","INM-CM5-0",2011,0
"SSP1 2085","INM-CM5-0",2012,0
"SSP1 2085","INM-CM5-0",2013,0
"SSP1 2085","INM-CM5-0",2014,3
"SSP1 2085","INM-CM5-0",2015,56
"SSP1 2085","INM-CM5-0",2016,3
"SSP1 2085","INM-CM5-0",2017,8
"SSP1 2085","INM-CM5-0",2018,0
"SSP1 2085","INM-CM5-0",2019,0
"SSP1 2085","INM-CM5-0",2020,0
"SSP1 2085","INM-CM5-0",2021,0
"SSP1 2085","INM-CM5-0",2022,0
"SSP1 2085","INM-CM5-0",2023,0
"SSP1 2085","INM-CM5-0",2024,9
"SSP1 2085","INM-CM5-0",2025,1
"SSP1 2085","INM-CM5-0",2026,3
"SSP1 2085","INM-CM5-0",2027,0
"SSP1 2085","INM-CM5-0",2028,0
"SSP1 2085","INM-CM5-0",2029,0
"SSP1 2085","INM-CM5-0",2030,3
"SSP1 2085","INM-CM5-0",2031,5
"SSP1 2085","INM-CM5-0",2032,0
"SSP1 2085","INM-CM5-0",2033,0
"SSP1 2085","INM-CM5-0",2034,3
"SSP1 2085","INM-CM5-0",2035,34
"SSP1 2085","INM-CM5-0",2036,0
"SSP1 2085","INM-CM5-0",2037,0
"SSP1 2085","INM-CM5-0",2038,0
"SSP1 2085","INM-CM5-0",2039,15
"SSP1 2085","INM-CM5-0",2040,13
"SSP1 2085","INM-CM5-0",2041,5
"SSP1 2085","INM-CM5-0",2042,2
"SSP1 2085","INM-CM5-0",2043,0
"SSP1 2085","INM-CM5-0",2044,0
"SSP1 2085","INM-CM5-0",2045,0
"SSP1 2085","INM-CM5-0",2046,0
"SSP1 2085","INM-CM5-0",2047,0
"SSP1 2085","INM-CM5-0",2048,5
"SSP1 2085","INM-CM5-0",2049,0
"SSP1 2085","INM-CM5-0",2050,3
"SSP1 2085","INM-CM5-0",2051,0
"SSP1 2085","INM-CM5-0",2052,6
"SSP1 2085","INM-CM5-0",2053,7
"SSP1 2085","INM-CM5-0",2054,0
"SSP1 2085","INM-CM5-0",2055,0
"SSP1 2085","INM-CM5-0",2056,0
"SSP1 2085","INM-CM5-0",2057,8
"SSP1 2085","INM-CM5-0",2058,9
"SSP1 2085","INM-CM5-0",2059,5
"SSP1 2085","INM-CM5-0",2060,0
"SSP1 2085","INM-CM5-0",2061,0
"SSP1 2085","INM-CM5-0",2062,3
"SSP1 2085","INM-CM5-0",2063,0
"SSP1 2085","INM-CM5-0",2064,8
"SSP1 2085","INM-CM5-0",2065,0
"SSP1 2085","INM-CM5-0",2066,0
"SSP1 2085","INM-CM5-0",2067,0
"SSP1 2085","INM-CM5-0",2068,15
"SSP1 2085","INM-CM5-0",2069,1
"SSP1 2085","INM-CM5-0",2070,22
"SSP1 2085","INM-CM5-0",2071,3
"SSP1 2085","INM-CM5-0",2072,42
"SSP1 2085","INM-CM5-0",2073,0
"SSP1 2085","INM-CM5-0",2074,0
"SSP1 2085","INM-CM5-0",2075,0
"SSP1 2085","INM-CM5-0",2076,0
"SSP1 2085","INM-CM5-0",2077,0
"SSP1 2085","INM-CM5-0",2078,0
"SSP1 2085","INM-CM5-0",2079,0
"SSP1 2085","INM-CM5-0",2080,4
"SSP1 2085","INM-CM5-0",2081,0
"SSP1 2085","INM-CM5-0",2082,0
"SSP1 2085","INM-CM5-0",2083,4
"SSP1 2085","INM-CM5-0",2084,0
"SSP1 2085","INM-CM5-0",2085,0
"SSP1 2085","INM-CM5-0",2086,0
"SSP1 2085","INM-CM5-0",2087,0
"SSP1 2085","INM-CM5-0",2088,0
"SSP1 2085","INM-CM5-0",2089,4
"SSP1 2085","INM-CM5-0",2090,10
"SSP1 2085","INM-CM5-0",2091,2
"SSP1 2085","INM-CM5-0",2092,0
"SSP1 2085","INM-CM5-0",2093,0
"SSP1 2085","INM-CM5-0",2094,2
"SSP1 2085","INM-CM5-0",2095,0
"SSP1 2085","INM-CM5-0",2096,0
"SSP1 2085","INM-CM5-0",2097,0
"SSP1 2085","INM-CM5-0",2098,0
"SSP1 2085","INM-CM5-0",2099,9
"SSP1 2085","INM-CM5-0",2100,4
"SSP1 2085","IPSL-CM6A-LR",2002,0
"SSP1 2085","IPSL-CM6A-LR",2003,15
"SSP1 2085","IPSL-CM6A-LR",2004,0
"SSP1 2085","IPSL-CM6A-LR",2005,2
"SSP1 2085","IPSL-CM6A-LR",2006,0
"SSP1 2085","IPSL-CM6A-LR",2007,0
"SSP1 2085","IPSL-CM6A-LR",2008,0
"SSP1 2085","IPSL-CM6A-LR",2009,37
"SSP1 2085","IPSL-CM6A-LR",2010,0
"SSP1 2085","IPSL-CM6A-LR",2011,0
"SSP1 2085","IPSL-CM6A-LR",2012,0
"SSP1 2085","IPSL-CM6A-LR",2013,0
"SSP1 2085","IPSL-CM6A-LR",2014,7
"SSP1 2085","IPSL-CM6A-LR",2015,46
"SSP1 2085","IPSL-CM6A-LR",2016,3
"SSP1 2085","IPSL-CM6A-LR",2017,5
"SSP1 2085","IPSL-CM6A-LR",2018,0
"SSP1 2085","IPSL-CM6A-LR",2019,0
"SSP1 2085","IPSL-CM6A-LR",2020,0
"SSP1 2085","IPSL-CM6A-LR",2021,0
"SSP1 2085","IPSL-CM6A-LR",2022,0
"SSP1 2085","IPSL-CM6A-LR",2023,0
"SSP1 2085","IPSL-CM6A-LR",2024,11
"SSP1 2085","IPSL-CM6A-LR",2025,0
