"Year","Month","Day","Tmin","Tmax","Data_source","Date"
2035,2,13,-6.7115063627839,10.5197180601681,"simulated","2000-02-13"
2035,2,14,0.534234169015361,16.1426713620198,"simulated","2000-02-14"
2035,2,15,2.13205899558262,13.2474635604808,"simulated","2000-02-15"
2035,2,16,0.0400055586291783,14.4264483573368,"simulated","2000-02-16"
2035,2,17,0.850060049795093,8.07080647845704,"simulated","2000-02-17"
2035,2,18,-2.34535774795502,9.82733605094344,"simulated","2000-02-18"
2035,2,19,-2.20717424670156,8.40286037351349,"simulated","2000-02-19"
2035,2,20,-5.76408428807225,7.51171666352095,"simulated","2000-02-20"
2035,2,21,3.05139714145467,6.94036900553107,"simulated","2000-02-21"
2035,2,22,-0.390788084643271,5.7196365675258,"simulated","2000-02-22"
2035,2,23,-0.807394338611033,5.91951568717872,"simulated","2000-02-23"
2035,2,24,-5.08560165951454,8.80210925948847,"simulated","2000-02-24"
2035,2,25,-4.76370217058649,11.3499251157312,"simulated","2000-02-25"
2035,2,26,-2.12092707488182,11.7667996655327,"simulated","2000-02-26"
2035,2,27,5.79405704237655,11.9040751556923,"simulated","2000-02-27"
2035,2,28,2.81681453315473,10.5435218204544,"simulated","2000-02-28"
2035,3,1,2.54433781067537,8.65583630792783,"simulated","2000-03-01"
2035,3,2,-3.8386090905158,11.5532779300093,"simulated","2000-03-02"
2035,3,3,-3.30805834184854,12.807681820141,"simulated","2000-03-03"
2035,3,4,-0.304809623113982,13.6379914362175,"simulated","2000-03-04"
2035,3,5,0.505655436138441,6.61612482086557,"simulated","2000-03-05"
2035,3,6,-3.46645731484099,6.5372701328022,"simulated","2000-03-06"
2035,3,7,-5.2022701873534,10.2963966598133,"simulated","2000-03-07"
2035,3,8,-7.16094789140516,9.45693077211345,"simulated","2000-03-08"
2035,3,9,-1.99434410197999,10.3420315886305,"simulated","2000-03-09"
2035,3,10,-6.73935123552338,10.428151924972,"simulated","2000-03-10"
2035,3,11,-6.80629922050974,9.31394208075053,"simulated","2000-03-11"
2035,3,12,-1.96720188887337,13.0384821786544,"simulated","2000-03-12"
2035,3,13,-1.75803739402037,13.7406294531463,"simulated","2000-03-13"
2035,3,14,0.822700212681354,13.0436311199934,"simulated","2000-03-14"
2035,3,15,1.44599870837636,14.2785603177575,"simulated","2000-03-15"
2035,3,16,7.04761651750768,14.8802495778161,"simulated","2000-03-16"
2035,3,17,-1.45323585123863,10.7729254595074,"simulated","2000-03-17"
2035,3,18,-3.24937255342579,10.6934285059057,"simulated","2000-03-18"
2035,3,19,-2.64443068381105,10.8040819882321,"simulated","2000-03-19"
2035,3,20,-5.25117769821793,10.3584303797826,"simulated","2000-03-20"
2035,3,21,-2.02194036448659,12.9783883172107,"simulated","2000-03-21"
2035,3,22,-1.28682112991392,13.6081249053983,"simulated","2000-03-22"
2035,3,23,-0.7065287181027,14.292636428873,"simulated","2000-03-23"
2035,3,24,-2.00832801400168,16.8842624697441,"simulated","2000-03-24"
2035,3,25,-2.54487445079604,15.9061573320016,"simulated","2000-03-25"
2035,3,26,-1.7169645627988,12.7844651853528,"simulated","2000-03-26"
2035,3,27,-2.73743667430742,11.1518004793535,"simulated","2000-03-27"
2035,3,28,-0.436558883411807,12.3960027259693,"simulated","2000-03-28"
2035,3,29,-2.4601940491223,11.4284819844705,"simulated","2000-03-29"
2035,3,30,2.07810816961682,8.46736827146854,"simulated","2000-03-30"
2035,3,31,-1.89786513179156,9.71896311209375,"simulated","2000-03-31"
2035,4,1,-2.19193256653139,12.8142745450467,"simulated","2000-04-01"
2035,4,2,-0.855380389631766,14.7083259117715,"simulated","2000-04-02"
2035,4,3,1.44321056315089,19.7807852445127,"simulated","2000-04-03"
2035,4,4,1.35609647550171,19.0291977863979,"simulated","2000-04-04"
2035,4,5,-0.93851208584946,17.9537699076285,"simulated","2000-04-05"
2035,4,6,-0.887942614766247,15.2242302793137,"simulated","2000-04-06"
2035,4,7,1.99481165069739,20.3840632475208,"simulated","2000-04-07"
2035,4,8,0.140204205961641,22.3066309897663,"simulated","2000-04-08"
2035,4,9,-0.0626073540812655,21.5541255346688,"simulated","2000-04-09"
2035,4,10,-1.01640333894195,21.7606359000378,"simulated","2000-04-10"
2035,4,11,0.101092265100615,24.4916911000208,"simulated","2000-04-11"
2035,4,12,2.22745201298514,25.0603511300326,"simulated","2000-04-12"
2035,4,13,4.72723159880688,29.1180272003771,"simulated","2000-04-13"
2035,4,14,6.68217311690427,30.0697864094792,"simulated","2000-04-14"
2035,4,15,8.017465629525,26.3496114371854,"simulated","2000-04-15"
2035,4,16,8.33620154817591,28.9510514466104,"simulated","2000-04-16"
2035,4,17,3.0482874014815,27.4390830030518,"simulated","2000-04-17"
2035,4,18,2.60923285402395,25.2218892886615,"simulated","2000-04-18"
2035,4,19,2.61142227690673,24.7778490607114,"simulated","2000-04-19"
2035,4,20,4.41006945431624,22.750204296933,"simulated","2000-04-20"
2035,4,21,4.51939837559511,22.185630941885,"simulated","2000-04-21"
2035,4,22,5.79040504920001,16.4005814804532,"simulated","2000-04-22"
2035,4,23,-0.605187277297654,13.8956759827235,"simulated","2000-04-23"
2035,4,24,1.15405291752454,10.5446187926424,"simulated","2000-04-24"
2035,4,25,1.83006238748279,10.7189741455947,"simulated","2000-04-25"
2035,4,26,-0.678133083307175,13.7129927541446,"simulated","2000-04-26"
2035,4,27,1.17522538374205,15.675162008947,"simulated","2000-04-27"
2035,4,28,3.4786719499541,17.979492552145,"simulated","2000-04-28"
2035,4,29,1.4022736164033,17.5176424029674,"simulated","2000-04-29"
2035,4,30,1.17003247134925,16.7807695217003,"simulated","2000-04-30"
2035,5,1,-0.158916709461284,14.8451619499655,"simulated","2000-05-01"
2035,5,2,1.48821016577331,16.992707438683,"simulated","2000-05-02"
2035,5,3,1.26347724487269,19.5411025244964,"simulated","2000-05-03"
2035,5,4,0.263443419466517,20.8740817132863,"simulated","2000-05-04"
2035,5,5,0.477796817323323,22.2020143587634,"simulated","2000-05-05"
2035,5,6,5.39331774799281,21.6156369576387,"simulated","2000-05-06"
2035,5,7,6.80166362167976,23.9689355308879,"simulated","2000-05-07"
2035,5,8,2.41819954209932,19.6405475608772,"simulated","2000-05-08"
2035,5,9,1.6186987479383,17.2306258502172,"simulated","2000-05-09"
2035,5,10,-1.2815149860524,18.7190803042927,"simulated","2000-05-10"
2035,5,11,-0.414689446060624,20.6973658521875,"simulated","2000-05-11"
2035,5,12,0.166012821186422,23.5017150717101,"simulated","2000-05-12"
2035,5,13,8.93192726241933,26.1545721640214,"simulated","2000-05-13"
2035,5,14,3.88451285910312,24.99456825733,"simulated","2000-05-14"
2035,5,15,15.3206079194266,23.6536614280198,"simulated","2000-05-15"
2035,5,16,16.7893293680756,28.3449311607744,"simulated","2000-05-16"
2035,5,17,7.87355832593094,25.7070548062293,"simulated","2000-05-17"
2035,5,18,8.66845056178317,23.6689799139372,"simulated","2000-05-18"
2035,5,19,5.84201662588598,23.0110132541808,"simulated","2000-05-19"
2035,5,20,5.76915737690427,23.6026538572026,"simulated","2000-05-20"
2035,5,21,5.23561398274834,25.7374554954479,"simulated","2000-05-21"
2035,5,22,9.92736351582043,28.8177491670576,"simulated","2000-05-22"
2035,5,23,7.50798879138377,32.5093257633777,"simulated","2000-05-23"
2035,5,24,8.8450515381897,30.4004096339723,"simulated","2000-05-24"
2035,5,25,10.0073428098032,30.6173191204184,"simulated","2000-05-25"
2035,5,26,12.7302874475376,32.7308827378827,"simulated","2000-05-26"
2035,5,27,13.4336933764454,34.54583249474,"simulated","2000-05-27"
2035,5,28,10.8993764049898,28.1208425718208,"simulated","2000-05-28"
2035,5,29,9.13045014496123,29.1296811478592,"simulated","2000-05-29"
2035,5,30,7.64678004703628,23.1464377381018,"simulated","2000-05-30"
2035,5,31,7.63714970028461,23.6927487544285,"simulated","2000-05-31"
2035,6,1,15.0328316708733,24.4217539593376,"simulated","2000-06-01"
2035,6,2,23.3229284406858,29.9897903574626,"simulated","2000-06-02"
2035,6,3,13.3158049277987,29.4265097852263,"simulated","2000-06-03"
2035,6,4,7.47855826875922,26.3687043434824,"simulated","2000-06-04"
2035,6,5,3.67869305439114,23.0689679456791,"simulated","2000-06-05"
2035,6,6,13.4816624505017,26.9245868201327,"simulated","2000-06-06"
2035,6,7,15.7676039795241,27.3785757713291,"simulated","2000-06-07"
2035,6,8,13.5983851453702,26.4303048548694,"simulated","2000-06-08"
2035,6,9,11.133443335423,26.750252205159,"simulated","2000-06-09"
2035,6,10,10.363678534737,27.5340057143986,"simulated","2000-06-10"
2035,6,11,11.3897319239044,29.0607171197069,"simulated","2000-06-11"
2035,6,12,9.80660850059537,27.4777684428807,"simulated","2000-06-12"
2035,6,13,6.56535980394723,29.8496720854825,"simulated","2000-06-13"
2035,6,14,11.9616138978303,34.127653820282,"simulated","2000-06-14"
2035,6,15,12.3458986428008,33.4610727012637,"simulated","2000-06-15"
2035,6,16,9.40686911199045,31.0748387175297,"simulated","2000-06-16"
2035,6,17,13.2344061116413,32.6226919252449,"simulated","2000-06-17"
2035,6,18,11.8440414686843,32.4600107242764,"simulated","2000-06-18"
2035,6,19,9.09153012377306,33.0357973909684,"simulated","2000-06-19"
2035,6,20,10.4251483627655,32.5980616824278,"simulated","2000-06-20"
2035,6,21,11.4019756894329,31.4042530039696,"simulated","2000-06-21"
2035,6,22,9.12835040406072,29.7386256537333,"simulated","2000-06-22"
2035,6,23,11.2826041387033,37.3387313539765,"simulated","2000-06-23"
2035,6,24,13.0109473882127,33.0180171741924,"simulated","2000-06-24"
2035,6,25,12.3501851572274,36.2454220829483,"simulated","2000-06-25"
2035,6,26,12.656432448695,32.6611814005649,"simulated","2000-06-26"
2035,6,27,10.2408066572254,30.8560144272437,"simulated","2000-06-27"
2035,6,28,13.3854138503251,28.3846059737219,"simulated","2000-06-28"
2035,6,29,11.7184757885419,28.4418428438495,"simulated","2000-06-29"
2035,6,30,5.46376220390697,22.1849579607195,"simulated","2000-06-30"
2035,7,1,6.30597116682261,24.6416533356096,"simulated","2000-07-01"
2035,7,2,5.73989351068671,28.5734627320854,"simulated","2000-07-02"
2035,7,3,8.76100039679569,32.0383579725915,"simulated","2000-07-03"
2035,7,4,11.3776131687553,32.4872894817235,"simulated","2000-07-04"
2035,7,5,12.8944684480212,32.8919995911496,"simulated","2000-07-05"
2035,7,6,7.576573414581,30.2493925267569,"simulated","2000-07-06"
2035,7,7,7.86944548745766,30.0370434096164,"simulated","2000-07-07"
2035,7,8,6.49011173159974,29.155602712076,"simulated","2000-07-08"
2035,7,9,8.18018706848616,28.6784227686028,"simulated","2000-07-09"
2035,7,10,10.2683630804993,28.5505945706156,"simulated","2000-07-10"
2035,7,11,8.88601916053831,27.8298326748571,"simulated","2000-07-11"
2035,7,12,8.26465970886967,29.8737171716703,"simulated","2000-07-12"
2035,7,13,10.4631447674521,36.0246178397801,"simulated","2000-07-13"
2035,7,14,12.886656901743,37.8852181010786,"simulated","2000-07-14"
2035,7,15,16.0782920195516,37.7993087283265,"simulated","2000-07-15"
2035,7,16,15.2466488230373,36.9754653329989,"simulated","2000-07-16"
2035,7,17,13.6114864517109,34.1101671269676,"simulated","2000-07-17"
2035,7,18,10.8400558777911,25.228196598917,"simulated","2000-07-18"
2035,7,19,9.81496699831428,26.486636214365,"simulated","2000-07-19"
2035,7,20,11.5137194278183,29.1801556366535,"simulated","2000-07-20"
2035,7,21,8.55762751731314,29.1690542517063,"simulated","2000-07-21"
2035,7,22,7.20515015377709,25.036706159634,"simulated","2000-07-22"
2035,7,23,7.24773223864583,26.970856208865,"simulated","2000-07-23"
2035,7,24,8.51173338115902,29.6208556181805,"simulated","2000-07-24"
2035,7,25,8.03262783631506,25.8641838421719,"simulated","2000-07-25"
2035,7,26,7.01632613584806,24.3520027575779,"simulated","2000-07-26"
2035,7,27,6.20856444258472,27.8744321188161,"simulated","2000-07-27"
2035,7,28,6.59379171599387,28.9335737467017,"simulated","2000-07-28"
2035,7,29,8.91594756307365,30.5811715017556,"simulated","2000-07-29"
2035,7,30,9.48215615308411,31.2111801656664,"simulated","2000-07-30"
2035,7,31,13.235185046859,32.1789985611777,"simulated","2000-07-31"
2035,8,1,10.5242438198912,28.8562673385775,"simulated","2000-08-01"
2035,8,2,10.8994572940481,29.2324833414366,"simulated","2000-08-02"
2035,8,3,15.0717905724772,31.1834228493728,"simulated","2000-08-03"
2035,8,4,13.7103506543275,32.6551038615695,"simulated","2000-08-04"
2035,8,5,11.7015134974758,34.5317747270003,"simulated","2000-08-05"
2035,8,6,13.0662078815944,37.4553543594382,"simulated","2000-08-06"
2035,8,7,14.2173285554131,38.1613454931293,"simulated","2000-08-07"
2035,8,8,12.7223849265257,38.222589352716,"simulated","2000-08-08"
2035,8,9,12.9551583471308,36.899175284847,"simulated","2000-08-09"
2035,8,10,11.9633041329825,35.2955374114133,"simulated","2000-08-10"
2035,8,11,7.79865450886879,36.0787117918457,"simulated","2000-08-11"
2035,8,12,10.2117597976338,36.3219855721641,"simulated","2000-08-12"
2035,8,13,14.2558652759751,37.0346468094105,"simulated","2000-08-13"
2035,8,14,16.0157156161962,33.3487059139365,"simulated","2000-08-14"
2035,8,15,13.8834151435382,33.8843591051556,"simulated","2000-08-15"
2035,8,16,12.2464126143648,33.358235688272,"simulated","2000-08-16"
2035,8,17,21.0018061551603,31.0022975654652,"simulated","2000-08-17"
2035,8,18,13.2371722162835,34.9603784480244,"simulated","2000-08-18"
2035,8,19,17.2243544126298,32.2239176316365,"simulated","2000-08-19"
2035,8,20,12.3018796639612,36.6911240670146,"simulated","2000-08-20"
2035,8,21,11.0611120897409,35.5065614086897,"simulated","2000-08-21"
2035,8,22,10.4218196034294,33.8121701897186,"simulated","2000-08-22"
2035,8,23,10.6321084108113,32.7995320980002,"simulated","2000-08-23"
2035,8,24,12.8638279424101,32.8647719040275,"simulated","2000-08-24"
2035,8,25,11.1646678743541,32.2740309051353,"simulated","2000-08-25"
2035,8,26,14.1504380718134,31.98294387428,"simulated","2000-08-26"
2035,8,27,10.8672673591899,33.0903772786946,"simulated","2000-08-27"
2035,8,28,6.47986783373099,31.4790316501921,"simulated","2000-08-28"
2035,8,29,8.47286479589027,33.471404037913,"simulated","2000-08-29"
2035,8,30,15.8252767973645,37.3820619894771,"simulated","2000-08-30"
2035,8,31,13.9930044422718,32.2698671810697,"simulated","2000-08-31"
2035,9,1,11.7589124940524,31.7581437379014,"simulated","2000-09-01"
2035,9,2,12.6562296279642,32.6573853413285,"simulated","2000-09-02"
2035,9,3,12.2678896461387,33.379528008867,"simulated","2000-09-03"
2035,9,4,13.342096858615,32.8440929127288,"simulated","2000-09-04"
2035,9,5,12.515427072182,34.6747528869762,"simulated","2000-09-05"
2035,9,6,10.5466368552868,35.0463394416377,"simulated","2000-09-06"
2035,9,7,8.55235661933509,34.6533149450643,"simulated","2000-09-07"
2035,9,8,10.2166925598885,31.329356018304,"simulated","2000-09-08"
2035,9,9,7.97280441281349,30.1938822249595,"simulated","2000-09-09"
2035,9,10,6.25523398045256,30.1462125779998,"simulated","2000-09-10"
2035,9,11,3.85024542003347,25.5181947325779,"simulated","2000-09-11"
2035,9,12,1.61401173146692,24.4491687470067,"simulated","2000-09-12"
2035,9,13,2.29180849041595,24.4605899962861,"simulated","2000-09-13"
2035,9,14,4.50473285886073,23.8884906947388,"simulated","2000-09-14"
2035,9,15,3.69749527124539,25.9170229281057,"simulated","2000-09-15"
2035,9,16,4.59228337860035,27.3622723143728,"simulated","2000-09-16"
2035,9,17,8.61575374083011,26.4433988973901,"simulated","2000-09-17"
2035,9,18,7.24811478540407,24.970505798025,"simulated","2000-09-18"
2035,9,19,6.31733039390959,21.2004713208542,"simulated","2000-09-19"
2035,9,20,8.2360899714809,23.7356896110025,"simulated","2000-09-20"
2035,9,21,8.80804212306413,26.4751311685771,"simulated","2000-09-21"
2035,9,22,6.77545511697505,27.3861766480378,"simulated","2000-09-22"
2035,9,23,4.73565672461093,25.8492699562717,"simulated","2000-09-23"
2035,9,24,2.66443214667709,26.0549100187692,"simulated","2000-09-24"
2035,9,25,1.72710056567056,24.5535292102635,"simulated","2000-09-25"
2035,9,26,2.15090275389671,22.6389796073155,"simulated","2000-09-26"
2035,9,27,0.900366546529211,23.6797884618069,"simulated","2000-09-27"
2035,9,28,17.2184313157184,23.2157242787526,"simulated","2000-09-28"
2035,9,29,12.5288381730624,19.1395607366138,"simulated","2000-09-29"
2035,9,30,2.49013493734213,17.3732758642868,"simulated","2000-09-30"
2035,10,1,-0.717862145468852,14.2787391049488,"simulated","2000-10-01"
2035,10,2,-0.274324161754473,17.5599156219868,"simulated","2000-10-02"
2035,10,3,0.954442927403418,18.1139113693228,"simulated","2000-10-03"
2035,10,4,1.92907909043739,20.8122267319463,"simulated","2000-10-04"
2035,10,5,1.32146377571277,20.2097462755196,"simulated","2000-10-05"
2035,10,6,-0.671108128219869,20.3150788038318,"simulated","2000-10-06"
2035,10,7,0.901418075509641,19.6803348651165,"simulated","2000-10-07"
2035,10,8,0.931423043808135,20.9208897602915,"simulated","2000-10-08"
2035,10,9,3.00483231549028,15.2226480510348,"simulated","2000-10-09"
2035,10,10,1.06051849998837,18.8853649190225,"simulated","2000-10-10"
2035,10,11,4.64390101862392,21.7991272110314,"simulated","2000-10-11"
2035,10,12,6.73034725462262,23.4482343614685,"simulated","2000-10-12"
2035,10,13,6.76419662435987,24.5334295646529,"simulated","2000-10-13"
2035,10,14,3.14330230409533,19.8044830491621,"simulated","2000-10-14"
2035,10,15,3.57421896402764,24.0699719110885,"simulated","2000-10-15"
2035,10,16,1.45970898999959,20.9590178871684,"simulated","2000-10-16"
2035,10,17,1.63550246844592,18.8485793625885,"simulated","2000-10-17"
2035,10,18,2.54825168616241,18.1573101448777,"simulated","2000-10-18"
2035,10,19,2.43420695450189,21.3710011412311,"simulated","2000-10-19"
2035,10,20,1.10217905885167,18.9303023594009,"simulated","2000-10-20"
2035,10,21,-2.76088705694519,18.838262104237,"simulated","2000-10-21"
2035,10,22,-4.55424361077648,18.2805319416918,"simulated","2000-10-22"
2035,10,23,-2.93119681777867,20.3929294328735,"simulated","2000-10-23"
2035,10,24,1.22847124814035,17.8896519932071,"simulated","2000-10-24"
2035,10,25,0.976250576718645,18.7458455846601,"simulated","2000-10-25"
2035,10,26,0.297183534625844,19.0734893187757,"simulated","2000-10-26"
2035,10,27,1.65899509127942,18.3178063170197,"simulated","2000-10-27"
2035,10,28,-1.80505693532751,17.1414188963439,"simulated","2000-10-28"
2035,10,29,-3.43341499940256,18.2876271390691,"simulated","2000-10-29"
2035,10,30,-3.26045070305346,17.2915006642084,"simulated","2000-10-30"
2035,10,31,-0.30439384451156,19.1960583412437,"simulated","2000-10-31"
2035,11,1,-1.05408628457666,18.4481729269461,"simulated","2000-11-01"
2035,11,2,-2.94373104562484,18.1009750836055,"simulated","2000-11-02"
2035,11,3,-3.4301961516937,14.8374820795644,"simulated","2000-11-03"
2035,11,4,-9.40194522636732,6.20707292154421,"simulated","2000-11-04"
2035,11,5,-5.51494191663406,8.36567387380933,"simulated","2000-11-05"
2035,11,6,-3.13052595752572,10.7561885344654,"simulated","2000-11-06"
2035,11,7,-1.78942540087092,11.5308811204102,"simulated","2000-11-07"
2035,11,8,-2.72819469704147,11.161519731639,"simulated","2000-11-08"
2035,11,9,-4.94291839314147,13.4909320990181,"simulated","2000-11-09"
2035,11,10,-4.65538682337546,9.7328431685034,"simulated","2000-11-10"
2035,11,11,-5.21073553638451,9.78757838694744,"simulated","2000-11-11"
2035,11,12,-4.12613396299203,12.5985874019684,"simulated","2000-11-12"
2035,11,13,-0.0914817216134773,8.79700324279498,"simulated","2000-11-13"
2035,11,14,-0.959693064783641,7.36691763658713,"simulated","2000-11-14"
2035,11,15,-9.10520167801774,2.61911414072023,"simulated","2000-11-15"
2035,11,16,-0.587404685613509,8.80312524941992,"simulated","2000-11-16"
2035,11,17,-1.9637795320854,10.8051516590234,"simulated","2000-11-17"
2035,11,18,-1.51683881709344,8.9812904177004,"simulated","2000-11-18"
2035,11,19,-6.10528827290913,4.95305985199425,"simulated","2000-11-19"
2035,11,20,-11.3966375362891,1.42197883667816,"simulated","2000-11-20"
2035,11,21,-12.2542586001234,3.24385100168962,"simulated","2000-11-21"
2035,11,22,-6.78963518748515,10.4305843339239,"simulated","2000-11-22"
2035,11,23,-9.53506573160197,14.8440122773777,"simulated","2000-11-23"
2035,11,24,-5.37482730992927,14.6171316927167,"simulated","2000-11-24"
2035,11,25,-3.85614123813809,11.6392890444457,"simulated","2000-11-25"
2035,11,26,-4.85017567293146,10.1522961941188,"simulated","2000-11-26"
2035,11,27,-2.90456591754399,9.41608622626516,"simulated","2000-11-27"
2035,11,28,-3.36126065196132,8.18589120269726,"simulated","2000-11-28"
2035,11,29,-1.82540095637498,7.67302514540278,"simulated","2000-11-29"
2035,11,30,-10.0860672648705,5.96739723935956,"simulated","2000-11-30"
2035,12,1,-8.94159061553321,7.76526221691148,"simulated","2000-12-01"
2035,12,2,-6.95536144974906,9.15390130040346,"simulated","2000-12-02"
2035,12,3,-3.28737978856609,8.86989120412633,"simulated","2000-12-03"
2035,12,4,-5.27580194839646,8.00051146602663,"simulated","2000-12-04"
2035,12,5,-9.23333933560746,8.09677844159861,"simulated","2000-12-05"
2035,12,6,-12.9122549956695,4.75979876500491,"simulated","2000-12-06"
2035,12,7,-16.8573837365835,0.814670024090908,"simulated","2000-12-07"
2035,12,8,-10.2748126357918,2.38375431364152,"simulated","2000-12-08"
2035,12,9,-8.63180124624303,10.2557910366252,"simulated","2000-12-09"
2035,12,10,-5.57007309955373,9.41356386809668,"simulated","2000-12-10"
2035,12,11,-6.76285505345579,10.4021470065434,"simulated","2000-12-11"
2035,12,12,-6.3449795316948,10.9851382455113,"simulated","2000-12-12"
2035,12,13,-7.39404508119011,7.11003990763083,"simulated","2000-12-13"
2035,12,14,-5.18611347187995,7.13092119617881,"simulated","2000-12-14"
2035,12,15,-1.25188060929356,7.63541347516793,"simulated","2000-12-15"
2035,12,16,1.54636806193524,9.32149650981619,"simulated","2000-12-16"
2035,12,17,-3.41654106901657,7.64087220787102,"simulated","2000-12-17"
2035,12,18,-4.08680883203958,5.41599945169151,"simulated","2000-12-18"
2035,12,19,-4.33399740019343,7.38352608637165,"simulated","2000-12-19"
2035,12,20,-0.215784645794335,9.78672249465716,"simulated","2000-12-20"
2035,12,21,-2.20815415586444,7.29008734724251,"simulated","2000-12-21"
2035,12,22,-5.52065285677606,7.75566055764703,"simulated","2000-12-22"
2035,12,23,-10.0981817412221,9.87838910319387,"simulated","2000-12-23"
2035,12,24,-7.48582515548305,12.4907456889329,"simulated","2000-12-24"
2035,12,25,-2.95845209579921,10.8159098796876,"simulated","2000-12-25"
2035,12,26,4.72240166444857,10.829243853704,"simulated","2000-12-26"
2035,12,27,-0.603178498940381,9.89826839119671,"simulated","2000-12-27"
2035,12,28,6.02956000603181,7.64105746892174,"simulated","2000-12-28"
2035,12,29,-2.1472871798694,4.45639087347957,"simulated","2000-12-29"
2035,12,30,-4.39125309380878,2.77950076500479,"simulated","2000-12-30"
2035,12,31,-2.83537907058186,4.37953811777075,"simulated","2000-12-31"
2036,1,1,1.72186807701224,5.61213616013211,"simulated","2000-01-01"
2036,1,2,-6.86597984150981,3.6265358346888,"simulated","2000-01-02"
2036,1,3,-6.88486938074486,4.23067608821028,"simulated","2000-01-03"
2036,1,4,-7.89159720772481,4.33841129057787,"simulated","2000-01-04"
2036,1,5,-7.99475933442896,1.39423791094189,"simulated","2000-01-05"
2036,1,6,-10.2348576561382,-0.230876926240009,"simulated","2000-01-06"
2036,1,7,-6.53409801240686,2.35596601988634,"simulated","2000-01-07"
2036,1,8,-12.661614163611,-7.16178328255605,"simulated","2000-01-08"
2036,1,9,-7.05289674683523,-4.83015945016373,"simulated","2000-01-09"
2036,1,10,-13.9627374308821,-4.46007118663798,"simulated","2000-01-10"
2036,1,11,-0.871300875171293,4.62843939431656,"simulated","2000-01-11"
2036,1,12,-3.04562473359621,5.2877957411203,"simulated","2000-01-12"
2036,1,13,-4.59112443942551,9.3034960726934,"simulated","2000-01-13"
2036,1,14,-1.80377445072492,8.80913582081914,"simulated","2000-01-14"
2036,1,15,-6.63813705634297,7.14771328900796,"simulated","2000-01-15"
2036,1,16,-7.02326898801839,6.26216510834085,"simulated","2000-01-16"
2036,1,17,-9.02164198273059,6.58527108080482,"simulated","2000-01-17"
2036,1,18,-4.46280042881175,5.43048611496348,"simulated","2000-01-18"
2036,1,19,-1.59693875924281,4.62805622964681,"simulated","2000-01-19"
2036,1,20,6.08943253091528,7.70079218094197,"simulated","2000-01-20"
2036,1,21,2.91929347700303,5.14192927228842,"simulated","2000-01-21"
2036,1,22,-0.99816680272188,7.89189722957132,"simulated","2000-01-22"
2036,1,23,-3.08583999140878,7.52291636623221,"simulated","2000-01-23"
2036,1,24,-1.65422529451098,10.5127906849036,"simulated","2000-01-24"
2036,1,25,1.52081484071631,7.63079076065895,"simulated","2000-01-25"
2036,1,26,-5.60184920525377,8.29269447769828,"simulated","2000-01-26"
2036,1,27,-4.0564041049211,7.61285692285766,"simulated","2000-01-27"
2036,1,28,-6.04311996894769,7.23988110139407,"simulated","2000-01-28"
2036,1,29,-4.53554255494245,8.3035863525043,"simulated","2000-01-29"
2036,1,30,-4.31959334673911,9.57136602625482,"simulated","2000-01-30"
2036,1,31,-6.04859577349781,10.017622387035,"simulated","2000-01-31"
2036,2,1,-5.36230442130636,9.64512043857409,"simulated","2000-02-01"
2036,2,2,-4.48800603364043,11.5782121268924,"simulated","2000-02-02"
2036,2,3,-4.99073110016316,9.40684207309521,"simulated","2000-02-03"
2036,2,4,-5.46541282599003,12.372120923257,"simulated","2000-02-04"
2036,2,5,-5.73164011535108,10.9929828791344,"simulated","2000-02-05"
2036,2,6,-2.3590206387052,11.5409236717261,"simulated","2000-02-06"
2036,2,7,-4.85209229657536,11.2615349897423,"simulated","2000-02-07"
2036,2,8,-4.86259799120786,8.41643925180676,"simulated","2000-02-08"
2036,2,9,2.51101742170229,8.62145279280474,"simulated","2000-02-09"
2036,2,10,0.635937219246417,6.74743571649888,"simulated","2000-02-10"
2036,2,11,0.143835498861205,7.36458192752316,"simulated","2000-02-11"
2036,2,12,-5.82549242097589,9.17924019175155,"simulated","2000-02-12"
2036,2,13,-4.69402074065529,11.4214377099939,"simulated","2000-02-13"
2036,2,14,-2.58616385357673,9.63577212102901,"simulated","2000-02-14"
2036,2,15,-1.39954606737687,9.71585849752126,"simulated","2000-02-15"
2036,2,16,0.262065308525092,8.09953696233811,"simulated","2000-02-16"
2036,2,17,-3.861810273566,9.59144178427763,"simulated","2000-02-17"
2036,2,18,-1.30155212714577,5.42258990057059,"simulated","2000-02-18"
2036,2,19,-3.11000253401907,7.3955319634871,"simulated","2000-02-19"
2036,2,20,-3.54903405513014,4.22886090951648,"simulated","2000-02-20"
2036,2,21,-7.90839625540083,-1.24265660296844,"simulated","2000-02-21"
2036,2,22,-8.55942067577661,4.88441075312524,"simulated","2000-02-22"
2036,2,23,-9.89950794776284,3.99788072622425,"simulated","2000-02-23"
2036,2,24,-14.3779598013045,1.73566748501316,"simulated","2000-02-24"
2036,2,25,-5.46582883170928,6.7643032380977,"simulated","2000-02-25"
2036,2,26,1.18977548612669,7.74616896196044,"simulated","2000-02-26"
2036,2,27,0.21299699949493,9.1011272216529,"simulated","2000-02-27"
2036,2,28,-3.62384481540871,8.54844523289493,"simulated","2000-02-28"
2036,2,29,2.38859132568304,9.50301694264092,"simulated","2000-02-29"
2036,3,1,0.447699810552154,9.44749760614441,"simulated","2000-03-01"
2036,3,2,-3.35425316970498,12.0376338508201,"simulated","2000-03-02"
