"DATE","Date","Year","Month","Day","Tmin","Tmax","Tmean","Prec","YEARMODA"
1997-07-23 12:00:00,"1997-07-23",1997,7,23,14.389,28.889,21.778,0,19970723
1997-07-24 12:00:00,"1997-07-24",1997,7,24,10,30.611,22.333,0,19970724
1997-07-25 12:00:00,"1997-07-25",1997,7,25,11.111,29.389,21.889,0,19970725
1997-07-26 12:00:00,"1997-07-26",1997,7,26,11.722,28.278,21.833,0,19970726
1997-07-27 12:00:00,"1997-07-27",1997,7,27,9.389,31.111,20.944,0,19970727
1997-07-28 12:00:00,"1997-07-28",1997,7,28,13.278,33.889,23.611,0,19970728
1997-07-29 12:00:00,"1997-07-29",1997,7,29,19.389,34.389,24.944,0,19970729
1997-07-30 12:00:00,"1997-07-30",1997,7,30,16.722,29.389,22.056,1.016,19970730
1997-07-31 12:00:00,"1997-07-31",1997,7,31,13.278,30.611,22.556,0.254,19970731
1997-08-01 12:00:00,"1997-08-01",1997,8,1,11.111,31.722,23.611,0,19970801
1997-08-02 12:00:00,"1997-08-02",1997,8,2,14.389,32.222,24.167,0,19970802
1997-08-03 12:00:00,"1997-08-03",1997,8,3,15,35,24.389,0,19970803
1997-08-04 12:00:00,"1997-08-04",1997,8,4,16.722,36.722,27.167,0,19970804
1997-08-05 12:00:00,"1997-08-05",1997,8,5,19.389,37.222,28.833,0,19970805
1997-08-06 12:00:00,"1997-08-06",1997,8,6,18.889,37.778,28.5,0,19970806
1997-08-07 12:00:00,"1997-08-07",1997,8,7,21.722,37.778,27.722,0,19970807
1997-08-08 12:00:00,"1997-08-08",1997,8,8,17.222,30.611,23.833,0,19970808
1997-08-09 12:00:00,"1997-08-09",1997,8,9,10.611,28.889,22.444,0,19970809
1997-08-10 12:00:00,"1997-08-10",1997,8,10,10.611,30,20.5,0,19970810
1997-08-11 12:00:00,"1997-08-11",1997,8,11,12.222,32.778,22.111,0,19970811
1997-08-12 12:00:00,"1997-08-12",1997,8,12,13.889,35,24.222,0,19970812
1997-08-13 12:00:00,"1997-08-13",1997,8,13,16.111,34.389,26.778,0,19970813
1997-08-14 12:00:00,"1997-08-14",1997,8,14,15.611,37.222,27,0,19970814
1997-08-15 12:00:00,"1997-08-15",1997,8,15,17.778,36.111,26.333,0,19970815
1997-08-16 12:00:00,"1997-08-16",1997,8,16,11.111,31.722,22.278,0,19970816
1997-08-17 12:00:00,"1997-08-17",1997,8,17,12.222,31.111,21.389,0,19970817
1997-08-18 12:00:00,"1997-08-18",1997,8,18,11.722,31.111,21.167,0,19970818
1997-08-19 12:00:00,"1997-08-19",1997,8,19,11.722,30.611,22.556,0,19970819
1997-08-20 12:00:00,"1997-08-20",1997,8,20,12.778,31.111,20.222,0,19970820
1997-08-21 12:00:00,"1997-08-21",1997,8,21,11.111,29.389,19.778,0,19970821
1997-08-22 12:00:00,"1997-08-22",1997,8,22,9.389,32.778,20.944,0,19970822
1997-08-23 12:00:00,"1997-08-23",1997,8,23,16.111,33.278,23.944,0,19970823
1997-08-24 12:00:00,"1997-08-24",1997,8,24,15.611,30,20.889,1.778,19970824
1997-08-25 12:00:00,"1997-08-25",1997,8,25,13.278,25.611,18.889,2.794,19970825
1997-08-26 12:00:00,"1997-08-26",1997,8,26,13.889,27.222,20.111,0,19970826
1997-08-27 12:00:00,"1997-08-27",1997,8,27,8.889,25,17.056,0,19970827
1997-08-28 12:00:00,"1997-08-28",1997,8,28,10.611,24.389,16.833,0,19970828
1997-08-29 12:00:00,"1997-08-29",1997,8,29,7.778,26.111,16.222,0.762,19970829
1997-08-30 12:00:00,"1997-08-30",1997,8,30,8.278,27.778,17.889,0,19970830
1997-08-31 12:00:00,"1997-08-31",1997,8,31,11.111,28.889,19.444,0,19970831
1997-09-01 12:00:00,"1997-09-01",1997,9,1,13.278,31.111,21.278,0,19970901
1997-09-02 12:00:00,"1997-09-02",1997,9,2,13.278,31.722,22.389,0,19970902
1997-09-03 12:00:00,"1997-09-03",1997,9,3,15.611,28.278,19.111,0,19970903
1997-09-04 12:00:00,"1997-09-04",1997,9,4,9.389,26.722,17.056,3.556,19970904
1997-09-05 12:00:00,"1997-09-05",1997,9,5,12.222,27.222,19.167,0,19970905
1997-09-06 12:00:00,"1997-09-06",1997,9,6,7.778,24.389,15.778,0,19970906
1997-09-07 12:00:00,"1997-09-07",1997,9,7,6.111,26.722,15.278,0,19970907
1997-09-08 12:00:00,"1997-09-08",1997,9,8,7.778,29.389,17.722,0,19970908
1997-09-09 12:00:00,"1997-09-09",1997,9,9,8.889,29.389,18.944,0,19970909
1997-09-10 12:00:00,"1997-09-10",1997,9,10,15,30,21.333,0,19970910
1997-09-11 12:00:00,"1997-09-11",1997,9,11,11.722,27.222,19.333,0,19970911
1997-09-12 12:00:00,"1997-09-12",1997,9,12,6.111,21.722,14.389,0,19970912
1997-09-13 12:00:00,"1997-09-13",1997,9,13,3.889,21.722,13.167,0,19970913
1997-09-14 12:00:00,"1997-09-14",1997,9,14,12.222,21.111,15.889,0,19970914
1997-09-15 12:00:00,"1997-09-15",1997,9,15,12.778,24.389,17.444,0.762,19970915
1997-09-16 12:00:00,"1997-09-16",1997,9,16,8.889,20,14.889,0.254,19970916
1997-09-17 12:00:00,"1997-09-17",1997,9,17,17.778,23,19.056,0,19970917
1997-09-18 12:00:00,"1997-09-18",1997,9,18,10.611,21.722,16,0,19970918
1997-09-19 12:00:00,"1997-09-19",1997,9,19,3.889,20.611,12.222,1.524,19970919
1997-09-20 12:00:00,"1997-09-20",1997,9,20,4.389,23.278,12.611,0,19970920
1997-09-21 12:00:00,"1997-09-21",1997,9,21,4.389,26.722,13.722,0,19970921
1997-09-22 12:00:00,"1997-09-22",1997,9,22,6.111,28.278,15.833,0,19970922
1997-09-23 12:00:00,"1997-09-23",1997,9,23,6.722,28.889,16.667,0,19970923
1997-09-24 12:00:00,"1997-09-24",1997,9,24,7.778,29.389,17.278,0,19970924
1997-09-25 12:00:00,"1997-09-25",1997,9,25,9.389,28.278,17.944,0,19970925
1997-09-26 12:00:00,"1997-09-26",1997,9,26,14.389,27.222,18.944,0,19970926
1997-09-27 12:00:00,"1997-09-27",1997,9,27,5,21.111,13.667,0,19970927
1997-09-28 12:00:00,"1997-09-28",1997,9,28,6.111,23.889,13.5,0,19970928
1997-09-29 12:00:00,"1997-09-29",1997,9,29,6.722,25,15.167,0,19970929
1997-09-30 12:00:00,"1997-09-30",1997,9,30,11.111,25,16.111,0,19970930
1997-10-01 12:00:00,"1997-10-01",1997,10,1,13.278,21.722,16.778,0,19971001
1997-10-02 12:00:00,"1997-10-02",1997,10,2,8.889,21,13.278,3.556,19971002
1997-10-03 12:00:00,"1997-10-03",1997,10,3,4.389,20,11.444,0.254,19971003
1997-10-04 12:00:00,"1997-10-04",1997,10,4,10,19,14.722,0,19971004
1997-10-05 12:00:00,"1997-10-05",1997,10,5,8.278,17.778,12.889,0,19971005
1997-10-06 12:00:00,"1997-10-06",1997,10,6,1.111,16.722,7.278,0,19971006
1997-10-07 12:00:00,"1997-10-07",1997,10,7,-1.722,15.611,7.667,0,19971007
1997-10-08 12:00:00,"1997-10-08",1997,10,8,-0.611,15,5.556,0,19971008
1997-10-09 12:00:00,"1997-10-09",1997,10,9,3.889,13.278,7.167,17.272,19971009
1997-10-10 12:00:00,"1997-10-10",1997,10,10,2.778,15.611,10.056,0,19971010
1997-10-11 12:00:00,"1997-10-11",1997,10,11,0,14.389,7.944,0,19971011
1997-10-12 12:00:00,"1997-10-12",1997,10,12,-1.111,14.389,5.611,0,19971012
1997-10-13 12:00:00,"1997-10-13",1997,10,13,4.389,17.222,9.778,0,19971013
1997-10-14 12:00:00,"1997-10-14",1997,10,14,5.611,20.611,11.778,0,19971014
1997-10-15 12:00:00,"1997-10-15",1997,10,15,3.889,20,10.167,0,19971015
1997-10-16 12:00:00,"1997-10-16",1997,10,16,3.278,20.611,10.167,0,19971016
1997-10-17 12:00:00,"1997-10-17",1997,10,17,1.111,22.222,9.778,0,19971017
1997-10-18 12:00:00,"1997-10-18",1997,10,18,0,20,10.278,0,19971018
1997-10-19 12:00:00,"1997-10-19",1997,10,19,1.111,17.778,9.389,0,19971019
1997-10-20 12:00:00,"1997-10-20",1997,10,20,-2.222,16.722,5.833,0,19971020
1997-10-21 12:00:00,"1997-10-21",1997,10,21,-3.278,15.611,4.611,0,19971021
1997-10-22 12:00:00,"1997-10-22",1997,10,22,-1.722,16.722,6.667,0,19971022
1997-10-23 12:00:00,"1997-10-23",1997,10,23,-1.722,17.222,9.056,0,19971023
1997-10-24 12:00:00,"1997-10-24",1997,10,24,-2.222,13.889,6.056,0,19971024
1997-10-25 12:00:00,"1997-10-25",1997,10,25,-3.278,13.889,3.944,0,19971025
1997-10-26 12:00:00,"1997-10-26",1997,10,26,-3.889,13.278,3.389,0,19971026
1997-10-27 12:00:00,"1997-10-27",1997,10,27,-2.778,16.111,5.167,0.254,19971027
1997-10-28 12:00:00,"1997-10-28",1997,10,28,-2.778,16.111,6,0,19971028
1997-10-29 12:00:00,"1997-10-29",1997,10,29,6.111,16.722,11.167,0,19971029
1997-10-30 12:00:00,"1997-10-30",1997,10,30,3.889,13.889,11,3.556,19971030
1997-10-31 12:00:00,"1997-10-31",1997,10,31,2.222,16.722,9.389,18.796,19971031
1997-11-01 12:00:00,"1997-11-01",1997,11,1,0,15.611,6.611,0,19971101
1997-11-02 12:00:00,"1997-11-02",1997,11,2,-1.111,15,4.667,0,19971102
1997-11-03 12:00:00,"1997-11-03",1997,11,3,-1.111,12.778,5.222,0,19971103
1997-11-04 12:00:00,"1997-11-04",1997,11,4,0,15,7.111,0,19971104
1997-11-05 12:00:00,"1997-11-05",1997,11,5,0,15,7.611,0,19971105
1997-11-06 12:00:00,"1997-11-06",1997,11,6,8,13.889,10.389,0,19971106
1997-11-07 12:00:00,"1997-11-07",1997,11,7,7.778,13.889,10.556,3.302,19971107
1997-11-08 12:00:00,"1997-11-08",1997,11,8,8.278,13,9.944,12.7,19971108
1997-11-09 12:00:00,"1997-11-09",1997,11,9,7.778,12.778,9.667,0,19971109
1997-11-10 12:00:00,"1997-11-10",1997,11,10,2.778,12.778,7.722,0,19971110
1997-11-11 12:00:00,"1997-11-11",1997,11,11,-0.611,12.222,5.667,0,19971111
1997-11-12 12:00:00,"1997-11-12",1997,11,12,-6.111,10.611,0.167,0,19971112
1997-11-13 12:00:00,"1997-11-13",1997,11,13,-6.111,10,-0.667,0,19971113
1997-11-14 12:00:00,"1997-11-14",1997,11,14,-6.111,10,-1.167,0,19971114
1997-11-15 12:00:00,"1997-11-15",1997,11,15,-6.722,3.278,-2.056,0,19971115
1997-11-16 12:00:00,"1997-11-16",1997,11,16,-2,2.778,-0.611,0,19971116
1997-11-17 12:00:00,"1997-11-17",1997,11,17,-2,7.778,1.333,0.254,19971117
1997-11-18 12:00:00,"1997-11-18",1997,11,18,-5,8.278,0.556,0,19971118
1997-11-19 12:00:00,"1997-11-19",1997,11,19,-5,8.278,2.944,5.334,19971119
1997-11-20 12:00:00,"1997-11-20",1997,11,20,-1,12.778,3.278,3.048,19971120
1997-11-21 12:00:00,"1997-11-21",1997,11,21,-0.611,13.278,6.944,0,19971121
1997-11-22 12:00:00,"1997-11-22",1997,11,22,-2.222,11.111,1.389,0,19971122
1997-11-23 12:00:00,"1997-11-23",1997,11,23,-2.778,7.778,4.444,1.016,19971123
1997-11-24 12:00:00,"1997-11-24",1997,11,24,-2.778,11.111,2.611,0.254,19971124
1997-11-25 12:00:00,"1997-11-25",1997,11,25,-3.278,11.722,3.056,2.54,19971125
1997-11-26 12:00:00,"1997-11-26",1997,11,26,-2.222,9.389,2.778,0,19971126
1997-11-27 12:00:00,"1997-11-27",1997,11,27,-5,7.222,-1.333,0,19971127
1997-11-28 12:00:00,"1997-11-28",1997,11,28,-5,8.278,-0.444,0,19971128
1997-11-29 12:00:00,"1997-11-29",1997,11,29,-5,8.278,3.5,0,19971129
1997-11-30 12:00:00,"1997-11-30",1997,11,30,-1.722,7.222,2.667,0.254,19971130
1997-12-01 12:00:00,"1997-12-01",1997,12,1,-4.389,8.889,0.5,0,19971201
1997-12-02 12:00:00,"1997-12-02",1997,12,2,-4.389,8.889,2.556,0,19971202
1997-12-03 12:00:00,"1997-12-03",1997,12,3,-6.722,6.111,-2.167,0,19971203
1997-12-04 12:00:00,"1997-12-04",1997,12,4,-4.389,2.222,-1.944,0,19971204
1997-12-05 12:00:00,"1997-12-05",1997,12,5,-4.389,2.222,-2.611,0,19971205
1997-12-06 12:00:00,"1997-12-06",1997,12,6,-4.389,-0.611,-3,0,19971206
1997-12-07 12:00:00,"1997-12-07",1997,12,7,-2.222,1,-1.389,0,19971207
1997-12-08 12:00:00,"1997-12-08",1997,12,8,-2.222,1.111,-1.167,4.572,19971208
1997-12-09 12:00:00,"1997-12-09",1997,12,9,-10,-0.611,-4.778,0,19971209
1997-12-10 12:00:00,"1997-12-10",1997,12,10,-5.611,2.222,-2.056,0,19971210
1997-12-11 12:00:00,"1997-12-11",1997,12,11,-6.111,2.778,-0.056,0,19971211
1997-12-12 12:00:00,"1997-12-12",1997,12,12,-0.611,1.722,0.722,0,19971212
1997-12-13 12:00:00,"1997-12-13",1997,12,13,-0.611,0.611,0.111,0,19971213
1997-12-14 12:00:00,"1997-12-14",1997,12,14,-6.111,2.222,-1.278,0,19971214
1997-12-15 12:00:00,"1997-12-15",1997,12,15,-8.889,0.611,-4.056,0,19971215
1997-12-16 12:00:00,"1997-12-16",1997,12,16,-2.222,6.111,0.833,0.254,19971216
1997-12-17 12:00:00,"1997-12-17",1997,12,17,-1.722,8.889,4.389,0,19971217
1997-12-18 12:00:00,"1997-12-18",1997,12,18,-6.111,7.222,0.5,0,19971218
1997-12-19 12:00:00,"1997-12-19",1997,12,19,-6.111,7.222,-1.056,0,19971219
1997-12-20 12:00:00,"1997-12-20",1997,12,20,-4.389,2.778,-0.833,0,19971220
1997-12-21 12:00:00,"1997-12-21",1997,12,21,-7.778,7.222,-3.278,0,19971221
1997-12-22 12:00:00,"1997-12-22",1997,12,22,-8.278,7.222,-2.889,0,19971222
1997-12-23 12:00:00,"1997-12-23",1997,12,23,-7.222,1.722,-2.278,0,19971223
1997-12-24 12:00:00,"1997-12-24",1997,12,24,-7.778,2.222,-3.389,0,19971224
1997-12-25 12:00:00,"1997-12-25",1997,12,25,-7.778,2.222,-0.944,0,19971225
1997-12-26 12:00:00,"1997-12-26",1997,12,26,-2.222,-0.611,-1.556,0,19971226
1997-12-27 12:00:00,"1997-12-27",1997,12,27,-7.222,-0.611,-3.667,0,19971227
1997-12-28 12:00:00,"1997-12-28",1997,12,28,-4.389,4.389,-0.444,0,19971228
1997-12-29 12:00:00,"1997-12-29",1997,12,29,-4.389,5,-0.389,0,19971229
1997-12-30 12:00:00,"1997-12-30",1997,12,30,-4.389,8.278,0,0,19971230
1997-12-31 12:00:00,"1997-12-31",1997,12,31,-7.778,5.611,-3.167,0,19971231
1998-01-01 12:00:00,"1998-01-01",1998,1,1,-2.778,11.722,0.722,0,19980101
1998-01-02 12:00:00,"1998-01-02",1998,1,2,-2.778,12.222,3.722,0,19980102
1998-01-03 12:00:00,"1998-01-03",1998,1,3,-6.722,2.222,-2.167,0,19980103
1998-01-04 12:00:00,"1998-01-04",1998,1,4,-8,-1,-3.056,0,19980104
1998-01-05 12:00:00,"1998-01-05",1998,1,5,-11.111,6.111,-5.278,0,19980105
1998-01-06 12:00:00,"1998-01-06",1998,1,6,0.611,7.778,5.056,0,19980106
1998-01-07 12:00:00,"1998-01-07",1998,1,7,-2.222,7.778,3.556,0,19980107
1998-01-08 12:00:00,"1998-01-08",1998,1,8,-6.722,5,-1.444,0,19980108
1998-01-09 12:00:00,"1998-01-09",1998,1,9,-7.222,5,-2.111,0,19980109
1998-01-10 12:00:00,"1998-01-10",1998,1,10,-7.778,0.611,-2.222,0,19980110
1998-01-11 12:00:00,"1998-01-11",1998,1,11,-11,-2.222,-7.111,0,19980111
1998-01-12 12:00:00,"1998-01-12",1998,1,12,-11,-8.889,-10.278,0,19980112
1998-01-13 12:00:00,"1998-01-13",1998,1,13,-17.778,-7.222,-12.222,0,19980113
1998-01-14 12:00:00,"1998-01-14",1998,1,14,-10,-3.889,-7.278,1.016,19980114
1998-01-15 12:00:00,"1998-01-15",1998,1,15,-10.611,1.722,-5.556,4.318,19980115
1998-01-16 12:00:00,"1998-01-16",1998,1,16,-9.389,3.278,-2.556,0.254,19980116
1998-01-17 12:00:00,"1998-01-17",1998,1,17,0,10.611,2.278,16.764,19980117
1998-01-18 12:00:00,"1998-01-18",1998,1,18,0,11.111,3.722,1.27,19980118
1998-01-19 12:00:00,"1998-01-19",1998,1,19,0,6.722,2.611,0,19980119
1998-01-20 12:00:00,"1998-01-20",1998,1,20,-6.722,6.111,-1.611,0,19980120
1998-01-21 12:00:00,"1998-01-21",1998,1,21,-6.722,3.889,-3.111,0,19980121
1998-01-22 12:00:00,"1998-01-22",1998,1,22,-6,1,-1.5,0.254,19980122
1998-01-23 12:00:00,"1998-01-23",1998,1,23,0,2,0.389,2.54,19980123
1998-01-24 12:00:00,"1998-01-24",1998,1,24,-2.222,3.889,0.167,0.254,19980124
1998-01-25 12:00:00,"1998-01-25",1998,1,25,-3.278,7.778,0.889,0.254,19980125
1998-01-26 12:00:00,"1998-01-26",1998,1,26,-3.278,4.389,0.167,1.016,19980126
1998-01-27 12:00:00,"1998-01-27",1998,1,27,0,7,2.333,0,19980127
1998-01-28 12:00:00,"1998-01-28",1998,1,28,-1.111,7,2.111,0,19980128
1998-01-29 12:00:00,"1998-01-29",1998,1,29,1.722,7.778,4.056,0,19980129
1998-01-30 12:00:00,"1998-01-30",1998,1,30,-3.889,7.778,1.278,0,19980130
1998-01-31 12:00:00,"1998-01-31",1998,1,31,-0.611,8.889,3.5,0,19980131
1998-02-01 12:00:00,"1998-02-01",1998,2,1,-3.278,7.778,1.333,0,19980201
1998-02-02 12:00:00,"1998-02-02",1998,2,2,-3.278,5.611,1.667,3.048,19980202
1998-02-03 12:00:00,"1998-02-03",1998,2,3,2,6.111,3.556,5.588,19980203
1998-02-04 12:00:00,"1998-02-04",1998,2,4,3.889,8.278,5.167,6.35,19980204
1998-02-05 12:00:00,"1998-02-05",1998,2,5,1.111,7.778,4,0.508,19980205
1998-02-06 12:00:00,"1998-02-06",1998,2,6,0.611,7.222,4.444,0.254,19980206
1998-02-07 12:00:00,"1998-02-07",1998,2,7,-2.222,10,3.333,0.508,19980207
1998-02-08 12:00:00,"1998-02-08",1998,2,8,1,11.722,5.222,2.54,19980208
1998-02-09 12:00:00,"1998-02-09",1998,2,9,-2.222,10.611,3.556,0,19980209
1998-02-10 12:00:00,"1998-02-10",1998,2,10,-3.278,11.111,1,0,19980210
1998-02-11 12:00:00,"1998-02-11",1998,2,11,0.611,8.278,3.278,0.254,19980211
1998-02-12 12:00:00,"1998-02-12",1998,2,12,0,8.278,4.667,0.254,19980212
1998-02-13 12:00:00,"1998-02-13",1998,2,13,3.889,11.111,6.778,3.556,19980213
1998-02-14 12:00:00,"1998-02-14",1998,2,14,0,12.222,3,0,19980214
1998-02-15 12:00:00,"1998-02-15",1998,2,15,0,10.611,2.833,4.318,19980215
1998-02-16 12:00:00,"1998-02-16",1998,2,16,-3.889,9.389,2.278,0.508,19980216
1998-02-17 12:00:00,"1998-02-17",1998,2,17,-3.889,9.389,4.667,0,19980217
1998-02-18 12:00:00,"1998-02-18",1998,2,18,-1.111,10,3.611,0.254,19980218
1998-02-19 12:00:00,"1998-02-19",1998,2,19,-1.111,10,6.389,1.016,19980219
1998-02-20 12:00:00,"1998-02-20",1998,2,20,3.889,9.389,6.722,5.08,19980220
1998-02-21 12:00:00,"1998-02-21",1998,2,21,1.722,10.611,6.222,2.286,19980221
1998-02-22 12:00:00,"1998-02-22",1998,2,22,-0.611,10.611,4.889,0.254,19980222
1998-02-23 12:00:00,"1998-02-23",1998,2,23,-3.889,9.389,2.444,0,19980223
1998-02-24 12:00:00,"1998-02-24",1998,2,24,-5,10.611,2.056,0,19980224
1998-02-25 12:00:00,"1998-02-25",1998,2,25,-5,10.611,2.556,0,19980225
1998-02-26 12:00:00,"1998-02-26",1998,2,26,-5.611,9.389,1.556,0,19980226
1998-02-27 12:00:00,"1998-02-27",1998,2,27,-4.389,8.889,1.556,0,19980227
1998-02-28 12:00:00,"1998-02-28",1998,2,28,-5,8.889,3.278,0,19980228
1998-03-01 12:00:00,"1998-03-01",1998,3,1,0.611,6.722,4,0.254,19980301
1998-03-02 12:00:00,"1998-03-02",1998,3,2,5,11.111,6.278,2.286,19980302
1998-03-03 12:00:00,"1998-03-03",1998,3,3,-3.889,10.611,3.722,1.016,19980303
1998-03-04 12:00:00,"1998-03-04",1998,3,4,-3.889,10,2.667,0,19980304
1998-03-05 12:00:00,"1998-03-05",1998,3,5,-4.389,8.889,2.556,0,19980305
1998-03-06 12:00:00,"1998-03-06",1998,3,6,-3.889,7.778,0.667,0,19980306
1998-03-07 12:00:00,"1998-03-07",1998,3,7,-4.389,10,3.389,0,19980307
1998-03-08 12:00:00,"1998-03-08",1998,3,8,2.222,11.111,5.167,3.556,19980308
1998-03-09 12:00:00,"1998-03-09",1998,3,9,0,12.222,5.611,0,19980309
1998-03-10 12:00:00,"1998-03-10",1998,3,10,0,12.778,5.833,0,19980310
1998-03-11 12:00:00,"1998-03-11",1998,3,11,-0.611,14.389,5.056,0.254,19980311
1998-03-12 12:00:00,"1998-03-12",1998,3,12,4.389,16.722,9.444,0,19980312
1998-03-13 12:00:00,"1998-03-13",1998,3,13,2.778,19.389,10.778,0,19980313
1998-03-14 12:00:00,"1998-03-14",1998,3,14,2.222,20,11.111,0,19980314
1998-03-15 12:00:00,"1998-03-15",1998,3,15,2.778,19.389,12.778,0,19980315
1998-03-16 12:00:00,"1998-03-16",1998,3,16,1.722,17.222,8.611,0,19980316
1998-03-17 12:00:00,"1998-03-17",1998,3,17,1.111,15,7.722,0,19980317
1998-03-18 12:00:00,"1998-03-18",1998,3,18,-3.889,14.389,6,0,19980318
1998-03-19 12:00:00,"1998-03-19",1998,3,19,-3.889,15,5.444,0,19980319
1998-03-20 12:00:00,"1998-03-20",1998,3,20,2.778,16.722,8.667,0,19980320
1998-03-21 12:00:00,"1998-03-21",1998,3,21,1.111,17.222,9.833,0,19980321
1998-03-22 12:00:00,"1998-03-22",1998,3,22,8.889,15,11.056,2.286,19980322
1998-03-23 12:00:00,"1998-03-23",1998,3,23,5,16.111,8.833,1.016,19980323
1998-03-24 12:00:00,"1998-03-24",1998,3,24,1.722,16.722,7.444,11.176,19980324
1998-03-25 12:00:00,"1998-03-25",1998,3,25,1.111,16.722,8.278,0,19980325
1998-03-26 12:00:00,"1998-03-26",1998,3,26,1.111,16.722,8.944,0,19980326
1998-03-27 12:00:00,"1998-03-27",1998,3,27,-1.111,12.222,4.556,0,19980327
1998-03-28 12:00:00,"1998-03-28",1998,3,28,-4.389,11.111,2.556,0,19980328
1998-03-29 12:00:00,"1998-03-29",1998,3,29,-2.222,13.278,6,0,19980329
1998-03-30 12:00:00,"1998-03-30",1998,3,30,-1.722,13.889,5.556,0,19980330
1998-03-31 12:00:00,"1998-03-31",1998,3,31,-1.722,11.111,6.556,5.08,19980331
1998-04-01 12:00:00,"1998-04-01",1998,4,1,2.222,14.389,8,1.016,19980401
1998-04-02 12:00:00,"1998-04-02",1998,4,2,-1.111,14.389,6.944,0,19980402
1998-04-03 12:00:00,"1998-04-03",1998,4,3,-1.111,15,7.944,0.254,19980403
1998-04-04 12:00:00,"1998-04-04",1998,4,4,-1.722,15,5.889,2.032,19980404
1998-04-05 12:00:00,"1998-04-05",1998,4,5,-2.222,16.111,9.611,0,19980405
1998-04-06 12:00:00,"1998-04-06",1998,4,6,-2.222,15,7.556,0,19980406
1998-04-07 12:00:00,"1998-04-07",1998,4,7,-2.222,15.611,7.778,0,19980407
1998-04-08 12:00:00,"1998-04-08",1998,4,8,-3.278,13.889,5.278,0,19980408
1998-04-09 12:00:00,"1998-04-09",1998,4,9,5,13.889,8.778,0,19980409
1998-04-10 12:00:00,"1998-04-10",1998,4,10,4.389,14.389,9.444,0,19980410
1998-04-11 12:00:00,"1998-04-11",1998,4,11,3.278,13.889,9.222,2.286,19980411
1998-04-12 12:00:00,"1998-04-12",1998,4,12,-2.222,12.778,5.111,0.254,19980412
1998-04-13 12:00:00,"1998-04-13",1998,4,13,-3.278,12.778,6.833,0,19980413
1998-04-14 12:00:00,"1998-04-14",1998,4,14,5,13.889,9.111,0,19980414
1998-04-15 12:00:00,"1998-04-15",1998,4,15,2.778,17.778,10,0.254,19980415
1998-04-16 12:00:00,"1998-04-16",1998,4,16,1.111,18.278,10.444,0,19980416
1998-04-17 12:00:00,"1998-04-17",1998,4,17,-0.611,16.722,8.444,0,19980417
1998-04-18 12:00:00,"1998-04-18",1998,4,18,-1.111,17.222,9.056,0,19980418
1998-04-19 12:00:00,"1998-04-19",1998,4,19,0.611,17.778,12.333,0,19980419
1998-04-20 12:00:00,"1998-04-20",1998,4,20,1.111,20.611,10.667,0,19980420
1998-04-21 12:00:00,"1998-04-21",1998,4,21,2.222,23.889,12.556,0,19980421
1998-04-22 12:00:00,"1998-04-22",1998,4,22,2.222,24.389,15.556,0,19980422
1998-04-23 12:00:00,"1998-04-23",1998,4,23,6.722,24.389,16.222,0.254,19980423
1998-04-24 12:00:00,"1998-04-24",1998,4,24,7.222,21.722,12.167,0,19980424
1998-04-25 12:00:00,"1998-04-25",1998,4,25,0.611,17.222,8.944,0,19980425
1998-04-26 12:00:00,"1998-04-26",1998,4,26,-0.611,17.778,10.111,0,19980426
1998-04-27 12:00:00,"1998-04-27",1998,4,27,3.889,22.222,12.222,0,19980427
1998-04-28 12:00:00,"1998-04-28",1998,4,28,3.889,25,14.389,0,19980428
1998-04-29 12:00:00,"1998-04-29",1998,4,29,6.111,27.778,16.444,0,19980429
1998-04-30 12:00:00,"1998-04-30",1998,4,30,7.778,30.611,19.056,0,19980430
1998-05-01 12:00:00,"1998-05-01",1998,5,1,8.278,31.111,20.056,0,19980501
1998-05-02 12:00:00,"1998-05-02",1998,5,2,17.222,30.611,23.056,0,19980502
1998-05-03 12:00:00,"1998-05-03",1998,5,3,10.611,27.778,19.111,1.016,19980503
1998-05-04 12:00:00,"1998-05-04",1998,5,4,11.111,27.222,19,0,19980504
1998-05-05 12:00:00,"1998-05-05",1998,5,5,12.778,28.889,19.889,0,19980505
1998-05-06 12:00:00,"1998-05-06",1998,5,6,11.722,29.389,21.056,0,19980506
1998-05-07 12:00:00,"1998-05-07",1998,5,7,11.111,29.389,20.556,0,19980507
1998-05-08 12:00:00,"1998-05-08",1998,5,8,10.611,28.278,17.111,0,19980508
1998-05-09 12:00:00,"1998-05-09",1998,5,9,11.111,17.778,13.5,0,19980509
1998-05-10 12:00:00,"1998-05-10",1998,5,10,7.222,20.611,13.111,0,19980510
1998-05-11 12:00:00,"1998-05-11",1998,5,11,6.111,21.722,15.111,0,19980511
1998-05-12 12:00:00,"1998-05-12",1998,5,12,9.389,24.389,14.889,0.762,19980512
1998-05-13 12:00:00,"1998-05-13",1998,5,13,8.889,23.278,16.556,0,19980513
1998-05-14 12:00:00,"1998-05-14",1998,5,14,7.778,23.278,12.833,0,19980514
1998-05-15 12:00:00,"1998-05-15",1998,5,15,1.722,17.222,9.889,0.254,19980515
1998-05-16 12:00:00,"1998-05-16",1998,5,16,1.111,16.722,9.778,0,19980516
1998-05-17 12:00:00,"1998-05-17",1998,5,17,10,16.722,12.944,0,19980517
1998-05-18 12:00:00,"1998-05-18",1998,5,18,1.722,19.389,11.389,0.508,19980518
