"DATE","Date","Year","Month","Day","Tmin","Tmax","Tmean","Prec","YEARMODA"
1990-01-01 12:00:00,"1990-01-01",1990,1,1,-1.722,1.722,-0.5,0,19900101
1990-01-02 12:00:00,"1990-01-02",1990,1,2,-5.611,6.111,0.056,0,19900102
1990-01-03 12:00:00,"1990-01-03",1990,1,3,-5.611,7.778,0.056,0,19900103
1990-01-04 12:00:00,"1990-01-04",1990,1,4,-3.278,13.889,2.444,0,19900104
1990-01-05 12:00:00,"1990-01-05",1990,1,5,-3.278,13.889,2.556,0,19900105
1990-01-06 12:00:00,"1990-01-06",1990,1,6,-3.278,11.722,6.222,0,19900106
1990-01-07 12:00:00,"1990-01-07",1990,1,7,-2.222,11.722,9,3.048,19900107
1990-01-08 12:00:00,"1990-01-08",1990,1,8,2.778,12.222,6.722,9.652,19900108
1990-01-09 12:00:00,"1990-01-09",1990,1,9,1.111,11.111,4.111,15.748,19900109
1990-01-10 12:00:00,"1990-01-10",1990,1,10,1.111,12.222,7.167,2.794,19900110
1990-01-11 12:00:00,"1990-01-11",1990,1,11,0,8.278,2.778,0,19900111
1990-01-12 12:00:00,"1990-01-12",1990,1,12,0,6.111,2.833,0.254,19900112
1990-01-13 12:00:00,"1990-01-13",1990,1,13,-2.778,6.111,0.944,0.254,19900113
1990-01-14 12:00:00,"1990-01-14",1990,1,14,-3.889,5,-0.111,0,19900114
1990-01-15 12:00:00,"1990-01-15",1990,1,15,-3.889,4.389,0.889,0,19900115
1990-01-16 12:00:00,"1990-01-16",1990,1,16,-0.611,7.222,3.556,0,19900116
1990-01-17 12:00:00,"1990-01-17",1990,1,17,-4.389,7.778,1.111,0,19900117
1990-01-18 12:00:00,"1990-01-18",1990,1,18,-7.778,8.278,-2.667,0,19900118
1990-01-19 12:00:00,"1990-01-19",1990,1,19,-7.778,3.278,0.389,0,19900119
1990-01-20 12:00:00,"1990-01-20",1990,1,20,-2.222,2.222,0.778,0,19900120
1990-01-21 12:00:00,"1990-01-21",1990,1,21,-2.222,1.722,0.111,0,19900121
1990-01-22 12:00:00,"1990-01-22",1990,1,22,-1.111,11.722,1.833,0,19900122
1990-01-23 12:00:00,"1990-01-23",1990,1,23,-1.111,12.222,5,0,19900123
1990-01-24 12:00:00,"1990-01-24",1990,1,24,-5.611,8.278,0.667,0,19900124
1990-01-25 12:00:00,"1990-01-25",1990,1,25,-5.611,8.889,2.944,0,19900125
1990-01-26 12:00:00,"1990-01-26",1990,1,26,-5,10,2.333,0,19900126
1990-01-27 12:00:00,"1990-01-27",1990,1,27,-5,7.778,1.278,0,19900127
1990-01-28 12:00:00,"1990-01-28",1990,1,28,-5,10,5,0,19900128
1990-01-29 12:00:00,"1990-01-29",1990,1,29,0,10,5.056,3.81,19900129
1990-01-30 12:00:00,"1990-01-30",1990,1,30,-1.722,8.278,1.944,3.048,19900130
1990-01-31 12:00:00,"1990-01-31",1990,1,31,-3.889,5,0.667,0,19900131
1990-02-01 12:00:00,"1990-02-01",1990,2,1,-3.889,5.611,0.556,1.524,19900201
1990-02-02 12:00:00,"1990-02-02",1990,2,2,-3.278,10.611,1.556,0.762,19900202
1990-02-03 12:00:00,"1990-02-03",1990,2,3,-3.278,11.111,6.778,0,19900203
1990-02-04 12:00:00,"1990-02-04",1990,2,4,-3.278,8.889,3.722,0,19900204
1990-02-05 12:00:00,"1990-02-05",1990,2,5,-3.278,9.389,5.222,0,19900205
1990-02-06 12:00:00,"1990-02-06",1990,2,6,-5,11.111,2.056,0,19900206
1990-02-07 12:00:00,"1990-02-07",1990,2,7,-8.889,6.722,-1.667,0,19900207
1990-02-08 12:00:00,"1990-02-08",1990,2,8,-8.889,8.278,2.889,0,19900208
1990-02-09 12:00:00,"1990-02-09",1990,2,9,-4.389,12.778,1.611,0,19900209
1990-02-10 12:00:00,"1990-02-10",1990,2,10,9.389,15.611,12.667,0,19900210
1990-02-11 12:00:00,"1990-02-11",1990,2,11,6.722,16.722,10.056,0,19900211
1990-02-12 12:00:00,"1990-02-12",1990,2,12,-5.611,13.889,0.556,0,19900212
1990-02-13 12:00:00,"1990-02-13",1990,2,13,-10,2.778,-3.889,0.508,19900213
1990-02-14 12:00:00,"1990-02-14",1990,2,14,-13.278,2.778,-5.556,0,19900214
1990-02-15 12:00:00,"1990-02-15",1990,2,15,-13.278,1.722,-4.722,0,19900215
1990-02-16 12:00:00,"1990-02-16",1990,2,16,-8.889,2.222,-1.389,0,19900216
1990-02-17 12:00:00,"1990-02-17",1990,2,17,-6.722,2.222,-1.778,2.286,19900217
1990-02-18 12:00:00,"1990-02-18",1990,2,18,-14.389,0.611,-7.611,0.254,19900218
1990-02-19 12:00:00,"1990-02-19",1990,2,19,-3.278,0.611,-2.167,0,19900219
1990-02-20 12:00:00,"1990-02-20",1990,2,20,-3.889,5.611,-1.722,0,19900220
1990-02-21 12:00:00,"1990-02-21",1990,2,21,-4.389,15.611,2.222,0,19900221
1990-02-22 12:00:00,"1990-02-22",1990,2,22,-5,15.611,3.833,0,19900222
1990-02-23 12:00:00,"1990-02-23",1990,2,23,-5,13.889,3.833,0,19900223
1990-02-24 12:00:00,"1990-02-24",1990,2,24,-3.889,16.722,5.389,0,19900224
1990-02-25 12:00:00,"1990-02-25",1990,2,25,-3.889,16.722,4.333,0,19900225
1990-02-26 12:00:00,"1990-02-26",1990,2,26,-6.111,12.778,3.278,0,19900226
1990-02-27 12:00:00,"1990-02-27",1990,2,27,-6.111,13.278,2.944,0,19900227
1990-02-28 12:00:00,"1990-02-28",1990,2,28,-6.111,13.889,2.556,0,19900228
1990-03-01 12:00:00,"1990-03-01",1990,3,1,-6.722,14.389,2.389,0,19900301
1990-03-02 12:00:00,"1990-03-02",1990,3,2,-6.722,14.389,2.944,0,19900302
1990-03-03 12:00:00,"1990-03-03",1990,3,3,-5.611,15,4.889,0,19900303
1990-03-04 12:00:00,"1990-03-04",1990,3,4,-0.611,11.722,4.833,0,19900304
1990-03-05 12:00:00,"1990-03-05",1990,3,5,-3.278,16.111,4.833,0.254,19900305
1990-03-06 12:00:00,"1990-03-06",1990,3,6,-3.278,16.722,5.722,0,19900306
1990-03-07 12:00:00,"1990-03-07",1990,3,7,-0.611,15,7.889,0.508,19900307
1990-03-08 12:00:00,"1990-03-08",1990,3,8,-3.278,11.111,5.222,0.254,19900308
1990-03-09 12:00:00,"1990-03-09",1990,3,9,-3.278,10,6.111,0,19900309
1990-03-10 12:00:00,"1990-03-10",1990,3,10,0.611,11.722,5.833,2.286,19900310
1990-03-11 12:00:00,"1990-03-11",1990,3,11,-6.111,10.611,1.5,0.508,19900311
1990-03-12 12:00:00,"1990-03-12",1990,3,12,-6.722,11.111,2.944,0,19900312
1990-03-13 12:00:00,"1990-03-13",1990,3,13,-6.722,11.722,2.833,0,19900313
1990-03-14 12:00:00,"1990-03-14",1990,3,14,-6.722,14.389,5.167,0,19900314
1990-03-15 12:00:00,"1990-03-15",1990,3,15,-4.389,15,5.167,0,19900315
1990-03-16 12:00:00,"1990-03-16",1990,3,16,-4.389,15.611,6.111,0,19900316
1990-03-17 12:00:00,"1990-03-17",1990,3,17,6.722,16.722,10.056,1.27,19900317
1990-03-18 12:00:00,"1990-03-18",1990,3,18,6.111,18.889,11.722,0.254,19900318
1990-03-19 12:00:00,"1990-03-19",1990,3,19,4.389,20.611,11.556,0,19900319
1990-03-20 12:00:00,"1990-03-20",1990,3,20,1.111,20.611,10.333,0,19900320
1990-03-21 12:00:00,"1990-03-21",1990,3,21,-0.611,17.778,8.944,0,19900321
1990-03-22 12:00:00,"1990-03-22",1990,3,22,-0.611,17.222,10.389,0,19900322
1990-03-23 12:00:00,"1990-03-23",1990,3,23,1.111,15,4.333,0.508,19900323
1990-03-24 12:00:00,"1990-03-24",1990,3,24,1.111,10,5.056,0,19900324
1990-03-25 12:00:00,"1990-03-25",1990,3,25,-6.722,12.778,2.5,0,19900325
1990-03-26 12:00:00,"1990-03-26",1990,3,26,-6.722,16.722,4.5,0,19900326
1990-03-27 12:00:00,"1990-03-27",1990,3,27,-5.611,19.389,7.611,0,19900327
1990-03-28 12:00:00,"1990-03-28",1990,3,28,-3.278,20.611,9.778,0,19900328
1990-03-29 12:00:00,"1990-03-29",1990,3,29,-1.111,20.611,9.944,0,19900329
1990-03-30 12:00:00,"1990-03-30",1990,3,30,-1.111,23.278,10.389,0,19900330
1990-03-31 12:00:00,"1990-03-31",1990,3,31,-1.111,23.278,14.222,0,19900331
1990-04-01 12:00:00,"1990-04-01",1990,4,1,3.278,24.389,13.833,0,19900401
1990-04-02 12:00:00,"1990-04-02",1990,4,2,1.722,25,13.944,0,19900402
1990-04-03 12:00:00,"1990-04-03",1990,4,3,-1.111,23.278,12.278,0,19900403
1990-04-04 12:00:00,"1990-04-04",1990,4,4,-1.111,22.778,11.5,0,19900404
1990-04-05 12:00:00,"1990-04-05",1990,4,5,0,22.778,11.889,0,19900405
1990-04-06 12:00:00,"1990-04-06",1990,4,6,1.111,23.278,12.611,0,19900406
1990-04-07 12:00:00,"1990-04-07",1990,4,7,2.222,24.389,14,0,19900407
1990-04-08 12:00:00,"1990-04-08",1990,4,8,1.722,25,13.444,0,19900408
1990-04-09 12:00:00,"1990-04-09",1990,4,9,-1.111,18.889,9.333,0,19900409
1990-04-10 12:00:00,"1990-04-10",1990,4,10,-1.111,20.611,11.111,0,19900410
1990-04-11 12:00:00,"1990-04-11",1990,4,11,1.722,21.111,13.944,0,19900411
1990-04-12 12:00:00,"1990-04-12",1990,4,12,1.722,21.111,11.556,1.016,19900412
1990-04-13 12:00:00,"1990-04-13",1990,4,13,1.722,20.611,11.833,0,19900413
1990-04-14 12:00:00,"1990-04-14",1990,4,14,3.889,22.222,14.389,0.508,19900414
1990-04-15 12:00:00,"1990-04-15",1990,4,15,8.889,26.111,17.5,0,19900415
1990-04-16 12:00:00,"1990-04-16",1990,4,16,11.111,26.111,18.389,0,19900416
1990-04-17 12:00:00,"1990-04-17",1990,4,17,5,25,14.556,0,19900417
1990-04-18 12:00:00,"1990-04-18",1990,4,18,0.611,21.722,11.667,0.508,19900418
1990-04-19 12:00:00,"1990-04-19",1990,4,19,0.611,21.111,13.222,0,19900419
1990-04-20 12:00:00,"1990-04-20",1990,4,20,3.889,21.111,15.389,0,19900420
1990-04-21 12:00:00,"1990-04-21",1990,4,21,4.389,22.778,14.889,0,19900421
1990-04-22 12:00:00,"1990-04-22",1990,4,22,4.389,22.778,14.167,0.254,19900422
1990-04-23 12:00:00,"1990-04-23",1990,4,23,1.111,17.778,9.333,0,19900423
1990-04-24 12:00:00,"1990-04-24",1990,4,24,1.111,18.278,12.278,0,19900424
1990-04-25 12:00:00,"1990-04-25",1990,4,25,6.722,17.778,11.333,0.508,19900425
1990-04-26 12:00:00,"1990-04-26",1990,4,26,6.111,17.222,10.222,0,19900426
1990-04-27 12:00:00,"1990-04-27",1990,4,27,5.611,13.278,7.611,1.778,19900427
1990-04-28 12:00:00,"1990-04-28",1990,4,28,0,15,7.722,0,19900428
1990-04-29 12:00:00,"1990-04-29",1990,4,29,-0.611,15.611,8.444,0,19900429
1990-04-30 12:00:00,"1990-04-30",1990,4,30,-1.722,20,9.833,0,19900430
1990-05-01 12:00:00,"1990-05-01",1990,5,1,-1.722,24.389,14.278,0,19900501
1990-05-02 12:00:00,"1990-05-02",1990,5,2,3.889,24.389,16.5,0,19900502
1990-05-03 12:00:00,"1990-05-03",1990,5,3,3.889,25,16.167,0,19900503
1990-05-04 12:00:00,"1990-05-04",1990,5,4,3.889,28.278,17.611,0,19900504
1990-05-05 12:00:00,"1990-05-05",1990,5,5,5.611,31.722,18.5,0,19900505
1990-05-06 12:00:00,"1990-05-06",1990,5,6,4.389,29.389,14.778,0,19900506
1990-05-07 12:00:00,"1990-05-07",1990,5,7,2.778,16.111,8.389,0,19900507
1990-05-08 12:00:00,"1990-05-08",1990,5,8,-1.111,19.389,9.722,0,19900508
1990-05-09 12:00:00,"1990-05-09",1990,5,9,-1.111,21.111,12.333,0,19900509
1990-05-10 12:00:00,"1990-05-10",1990,5,10,1.111,23.278,13.611,0,19900510
1990-05-11 12:00:00,"1990-05-11",1990,5,11,3.278,23.889,15.222,0,19900511
1990-05-12 12:00:00,"1990-05-12",1990,5,12,4.389,21.111,12.5,0,19900512
1990-05-13 12:00:00,"1990-05-13",1990,5,13,0.611,18.889,10.611,0,19900513
1990-05-14 12:00:00,"1990-05-14",1990,5,14,0.611,18.278,10.5,0,19900514
1990-05-15 12:00:00,"1990-05-15",1990,5,15,1.111,21.111,12.778,0,19900515
1990-05-16 12:00:00,"1990-05-16",1990,5,16,2.222,22.222,13.667,0,19900516
1990-05-17 12:00:00,"1990-05-17",1990,5,17,2.778,22.778,16.333,0,19900517
1990-05-18 12:00:00,"1990-05-18",1990,5,18,1.111,22.778,13.056,0,19900518
1990-05-19 12:00:00,"1990-05-19",1990,5,19,0,20.611,12.222,0,19900519
1990-05-20 12:00:00,"1990-05-20",1990,5,20,0,21.111,14.944,2.54,19900520
1990-05-21 12:00:00,"1990-05-21",1990,5,21,1.722,21.111,11.778,0,19900521
1990-05-22 12:00:00,"1990-05-22",1990,5,22,10.611,21.111,13.222,3.556,19900522
1990-05-23 12:00:00,"1990-05-23",1990,5,23,9.389,14.389,11.222,5.08,19900523
1990-05-24 12:00:00,"1990-05-24",1990,5,24,5,18.278,11.611,2.794,19900524
1990-05-25 12:00:00,"1990-05-25",1990,5,25,1.111,20.611,11.222,0,19900525
1990-05-26 12:00:00,"1990-05-26",1990,5,26,1.111,21.111,14,0,19900526
1990-05-27 12:00:00,"1990-05-27",1990,5,27,6.722,22.222,15.389,2.286,19900527
1990-05-28 12:00:00,"1990-05-28",1990,5,28,10,19.389,15,5.588,19900528
1990-05-29 12:00:00,"1990-05-29",1990,5,29,9.389,22.222,16.778,0.762,19900529
1990-05-30 12:00:00,"1990-05-30",1990,5,30,6.111,22.778,14.556,0.508,19900530
1990-05-31 12:00:00,"1990-05-31",1990,5,31,6.111,22.778,12.611,7.112,19900531
1990-06-01 12:00:00,"1990-06-01",1990,6,1,2.778,19.389,12.5,0,19900601
1990-06-02 12:00:00,"1990-06-02",1990,6,2,2.778,22.222,14.278,0,19900602
1990-06-03 12:00:00,"1990-06-03",1990,6,3,6.111,22.778,17.222,0.254,19900603
1990-06-04 12:00:00,"1990-06-04",1990,6,4,3.889,22.778,13.667,0,19900604
1990-06-05 12:00:00,"1990-06-05",1990,6,5,3.889,21.111,13.5,0,19900605
1990-06-06 12:00:00,"1990-06-06",1990,6,6,4.389,20.611,13.722,1.016,19900606
1990-06-07 12:00:00,"1990-06-07",1990,6,7,3.889,21.722,14.222,0.762,19900607
1990-06-08 12:00:00,"1990-06-08",1990,6,8,3.889,21.722,16,0,19900608
1990-06-09 12:00:00,"1990-06-09",1990,6,9,9.389,26.111,17.167,0,19900609
1990-06-10 12:00:00,"1990-06-10",1990,6,10,9.389,27.222,16.167,3.048,19900610
1990-06-11 12:00:00,"1990-06-11",1990,6,11,5,18.889,13.278,0.508,19900611
1990-06-12 12:00:00,"1990-06-12",1990,6,12,5,19.389,13.333,0,19900612
1990-06-13 12:00:00,"1990-06-13",1990,6,13,5,20.611,14.444,0,19900613
1990-06-14 12:00:00,"1990-06-14",1990,6,14,6.722,25,16.222,0,19900614
1990-06-15 12:00:00,"1990-06-15",1990,6,15,6.722,26.722,19.056,0,19900615
1990-06-16 12:00:00,"1990-06-16",1990,6,16,7.778,27.778,18.556,0,19900616
1990-06-17 12:00:00,"1990-06-17",1990,6,17,6.722,26.722,16.889,0,19900617
1990-06-18 12:00:00,"1990-06-18",1990,6,18,6.722,28.278,20.667,0,19900618
1990-06-19 12:00:00,"1990-06-19",1990,6,19,11.722,29.389,22.056,0,19900619
1990-06-20 12:00:00,"1990-06-20",1990,6,20,11.722,31.111,22.056,0,19900620
1990-06-21 12:00:00,"1990-06-21",1990,6,21,10,31.111,22.111,0,19900621
1990-06-22 12:00:00,"1990-06-22",1990,6,22,10,33.278,23.444,0,19900622
1990-06-23 12:00:00,"1990-06-23",1990,6,23,13.889,33.278,24.5,0.254,19900623
1990-06-24 12:00:00,"1990-06-24",1990,6,24,16.111,31.722,24.611,0,19900624
1990-06-25 12:00:00,"1990-06-25",1990,6,25,8.889,32.222,22.333,0,19900625
1990-06-26 12:00:00,"1990-06-26",1990,6,26,8.889,31.722,23,0,19900626
1990-06-27 12:00:00,"1990-06-27",1990,6,27,7.778,28.278,19.333,0,19900627
1990-06-28 12:00:00,"1990-06-28",1990,6,28,7.778,27.222,18.833,0,19900628
1990-06-29 12:00:00,"1990-06-29",1990,6,29,8.889,31.722,20.944,0,19900629
1990-06-30 12:00:00,"1990-06-30",1990,6,30,10.611,32.222,23.889,2.54,19900630
1990-07-01 12:00:00,"1990-07-01",1990,7,1,13.278,28.889,20.944,2.032,19900701
1990-07-02 12:00:00,"1990-07-02",1990,7,2,13.278,27.222,18.389,0,19900702
1990-07-03 12:00:00,"1990-07-03",1990,7,3,3.889,23.889,14.333,0,19900703
1990-07-04 12:00:00,"1990-07-04",1990,7,4,13.278,29.389,20.611,0,19900704
1990-07-05 12:00:00,"1990-07-05",1990,7,5,12.778,30.611,24.056,0,19900705
1990-07-06 12:00:00,"1990-07-06",1990,7,6,8.278,30,18.667,0,19900706
1990-07-07 12:00:00,"1990-07-07",1990,7,7,8.278,27.222,18.056,0,19900707
1990-07-08 12:00:00,"1990-07-08",1990,7,8,7.778,31.111,21.111,0,19900708
1990-07-09 12:00:00,"1990-07-09",1990,7,9,10,33.889,24.778,0,19900709
1990-07-10 12:00:00,"1990-07-10",1990,7,10,11.722,36.722,26.444,0,19900710
1990-07-11 12:00:00,"1990-07-11",1990,7,11,14.389,39.389,27.556,0,19900711
1990-07-12 12:00:00,"1990-07-12",1990,7,12,15,39.389,29.556,0,19900712
1990-07-13 12:00:00,"1990-07-13",1990,7,13,13.278,38.889,28,0,19900713
1990-07-14 12:00:00,"1990-07-14",1990,7,14,13.278,36.111,27.056,0,19900714
1990-07-15 12:00:00,"1990-07-15",1990,7,15,15.611,37.222,27.833,0,19900715
1990-07-16 12:00:00,"1990-07-16",1990,7,16,15.611,37.778,27.667,0,19900716
1990-07-17 12:00:00,"1990-07-17",1990,7,17,10.611,33.889,24.611,0,19900717
1990-07-18 12:00:00,"1990-07-18",1990,7,18,10.611,33.889,26.056,0,19900718
1990-07-19 12:00:00,"1990-07-19",1990,7,19,10,35,24.833,0,19900719
1990-07-20 12:00:00,"1990-07-20",1990,7,20,10,33.889,24.5,0,19900720
1990-07-21 12:00:00,"1990-07-21",1990,7,21,12.222,35,25.167,0,19900721
1990-07-22 12:00:00,"1990-07-22",1990,7,22,13.278,36.111,26.389,0,19900722
1990-07-23 12:00:00,"1990-07-23",1990,7,23,14.389,37.222,27.5,0,19900723
1990-07-24 12:00:00,"1990-07-24",1990,7,24,16.111,31.722,21.444,0,19900724
1990-07-25 12:00:00,"1990-07-25",1990,7,25,16.111,27.778,19.278,0.508,19900725
1990-07-26 12:00:00,"1990-07-26",1990,7,26,13.889,29.389,20.722,0,19900726
1990-07-27 12:00:00,"1990-07-27",1990,7,27,9.389,31.111,22.722,0,19900727
1990-07-28 12:00:00,"1990-07-28",1990,7,28,9.389,33.278,23.722,0,19900728
1990-07-29 12:00:00,"1990-07-29",1990,7,29,11.722,35,25,0,19900729
1990-07-30 12:00:00,"1990-07-30",1990,7,30,14.389,35.611,25.111,0,19900730
1990-07-31 12:00:00,"1990-07-31",1990,7,31,15,34.389,27.222,0,19900731
1990-08-01 12:00:00,"1990-08-01",1990,8,1,14.389,35.611,25.833,0,19900801
1990-08-02 12:00:00,"1990-08-02",1990,8,2,10,32.222,23.222,0,19900802
1990-08-03 12:00:00,"1990-08-03",1990,8,3,10,32.222,23.611,0,19900803
1990-08-04 12:00:00,"1990-08-04",1990,8,4,12.778,35,24.333,0,19900804
1990-08-05 12:00:00,"1990-08-05",1990,8,5,12.222,38.278,24.778,0,19900805
1990-08-06 12:00:00,"1990-08-06",1990,8,6,12.222,38.889,26.389,0,19900806
1990-08-07 12:00:00,"1990-08-07",1990,8,7,10,36.722,24.444,0,19900807
1990-08-08 12:00:00,"1990-08-08",1990,8,8,10,35.611,25.667,0,19900808
1990-08-09 12:00:00,"1990-08-09",1990,8,9,16.111,36.722,27.056,0,19900809
1990-08-10 12:00:00,"1990-08-10",1990,8,10,16.111,37.222,26.611,0,19900810
1990-08-11 12:00:00,"1990-08-11",1990,8,11,13.278,35.611,24.667,0,19900811
1990-08-12 12:00:00,"1990-08-12",1990,8,12,13.278,36.111,26.5,0,19900812
1990-08-13 12:00:00,"1990-08-13",1990,8,13,16.722,36.722,27.167,0,19900813
1990-08-14 12:00:00,"1990-08-14",1990,8,14,13.889,35.611,23.778,0,19900814
1990-08-15 12:00:00,"1990-08-15",1990,8,15,13.889,32.222,24.222,0,19900815
1990-08-16 12:00:00,"1990-08-16",1990,8,16,11.722,30.611,20.056,0,19900816
1990-08-17 12:00:00,"1990-08-17",1990,8,17,11.111,28.278,19.611,0,19900817
1990-08-18 12:00:00,"1990-08-18",1990,8,18,9.389,26.111,18.167,0.254,19900818
1990-08-19 12:00:00,"1990-08-19",1990,8,19,9.389,26.722,16.722,0,19900819
1990-08-20 12:00:00,"1990-08-20",1990,8,20,10.611,26.111,18.944,4.572,19900820
1990-08-21 12:00:00,"1990-08-21",1990,8,21,13.889,27.222,19.333,43.18,19900821
1990-08-22 12:00:00,"1990-08-22",1990,8,22,13.278,25,19.667,1.016,19900822
1990-08-23 12:00:00,"1990-08-23",1990,8,23,10,25,17.111,0,19900823
1990-08-24 12:00:00,"1990-08-24",1990,8,24,8.889,25,17.056,0,19900824
1990-08-25 12:00:00,"1990-08-25",1990,8,25,7.222,23.889,16.333,0,19900825
1990-08-26 12:00:00,"1990-08-26",1990,8,26,7.222,23.278,15.722,0,19900826
1990-08-27 12:00:00,"1990-08-27",1990,8,27,8.278,25.611,16.333,0,19900827
1990-08-28 12:00:00,"1990-08-28",1990,8,28,8.889,30,19.111,0,19900828
1990-08-29 12:00:00,"1990-08-29",1990,8,29,10,30,20.556,0,19900829
1990-08-30 12:00:00,"1990-08-30",1990,8,30,10.611,30,16.333,1.778,19900830
1990-08-31 12:00:00,"1990-08-31",1990,8,31,6.722,25,15.444,0,19900831
1990-09-01 12:00:00,"1990-09-01",1990,9,1,6.722,27.222,16.944,0,19900901
1990-09-02 12:00:00,"1990-09-02",1990,9,2,7.778,27.778,18.389,0,19900902
1990-09-03 12:00:00,"1990-09-03",1990,9,3,9.389,28.278,18.889,0,19900903
1990-09-04 12:00:00,"1990-09-04",1990,9,4,9.389,31.111,19.278,0,19900904
1990-09-05 12:00:00,"1990-09-05",1990,9,5,9.389,32.778,20.444,0,19900905
1990-09-06 12:00:00,"1990-09-06",1990,9,6,10.611,32.778,21.889,0,19900906
1990-09-07 12:00:00,"1990-09-07",1990,9,7,10.611,31.722,18.778,0,19900907
1990-09-08 12:00:00,"1990-09-08",1990,9,8,10.611,31.722,19.944,1.016,19900908
1990-09-09 12:00:00,"1990-09-09",1990,9,9,10.611,31.722,21.778,0,19900909
1990-09-10 12:00:00,"1990-09-10",1990,9,10,9.389,32.222,20.278,0,19900910
1990-09-11 12:00:00,"1990-09-11",1990,9,11,9.389,33.278,21,0,19900911
1990-09-12 12:00:00,"1990-09-12",1990,9,12,7.222,33.889,20.111,0,19900912
1990-09-13 12:00:00,"1990-09-13",1990,9,13,5,27.222,16.444,0,19900913
1990-09-14 12:00:00,"1990-09-14",1990,9,14,5,28.889,17.222,0,19900914
1990-09-15 12:00:00,"1990-09-15",1990,9,15,7.222,29.389,19.889,0,19900915
1990-09-16 12:00:00,"1990-09-16",1990,9,16,5.611,25.611,14.556,0,19900916
1990-09-17 12:00:00,"1990-09-17",1990,9,17,5,25,16.778,0,19900917
1990-09-18 12:00:00,"1990-09-18",1990,9,18,6.111,27.222,15.389,0,19900918
1990-09-19 12:00:00,"1990-09-19",1990,9,19,6.111,27.222,19.833,0,19900919
1990-09-20 12:00:00,"1990-09-20",1990,9,20,6.111,27.222,17.111,0,19900920
1990-09-21 12:00:00,"1990-09-21",1990,9,21,6.111,28.889,16.167,0,19900921
1990-09-22 12:00:00,"1990-09-22",1990,9,22,6.722,29.389,18,0,19900922
1990-09-23 12:00:00,"1990-09-23",1990,9,23,7.222,31.111,17.333,0,19900923
1990-09-24 12:00:00,"1990-09-24",1990,9,24,7.222,31.722,18.278,0,19900924
1990-09-25 12:00:00,"1990-09-25",1990,9,25,7.778,31.111,18.222,0,19900925
1990-09-26 12:00:00,"1990-09-26",1990,9,26,8.278,30,18.833,0,19900926
1990-09-27 12:00:00,"1990-09-27",1990,9,27,8.889,28.889,17.889,0,19900927
1990-09-28 12:00:00,"1990-09-28",1990,9,28,6.111,28.278,16.333,0,19900928
1990-09-29 12:00:00,"1990-09-29",1990,9,29,6.111,28.889,16.833,0,19900929
1990-09-30 12:00:00,"1990-09-30",1990,9,30,3.278,29.389,15.833,0,19900930
1990-10-01 12:00:00,"1990-10-01",1990,10,1,3.278,25.611,11.611,0,19901001
1990-10-02 12:00:00,"1990-10-02",1990,10,2,5,21.111,13.222,0,19901002
1990-10-03 12:00:00,"1990-10-03",1990,10,3,5,22.778,12.278,0,19901003
1990-10-04 12:00:00,"1990-10-04",1990,10,4,5,25.611,19.444,0,19901004
1990-10-05 12:00:00,"1990-10-05",1990,10,5,6.111,25.611,13.333,0,19901005
1990-10-06 12:00:00,"1990-10-06",1990,10,6,-2.222,17.222,7.333,0,19901006
1990-10-07 12:00:00,"1990-10-07",1990,10,7,-3.889,15.611,6.556,0,19901007
1990-10-08 12:00:00,"1990-10-08",1990,10,8,-3.889,17.222,7.444,0,19901008
1990-10-09 12:00:00,"1990-10-09",1990,10,9,-1.111,17.778,7.944,0,19901009
1990-10-10 12:00:00,"1990-10-10",1990,10,10,0.611,17.778,13.167,0,19901010
1990-10-11 12:00:00,"1990-10-11",1990,10,11,-4.389,16.722,5.778,0,19901011
1990-10-12 12:00:00,"1990-10-12",1990,10,12,-4.389,17.222,9.833,0,19901012
1990-10-13 12:00:00,"1990-10-13",1990,10,13,1.111,17.778,10.389,0,19901013
1990-10-14 12:00:00,"1990-10-14",1990,10,14,1.111,15.611,7.333,1.27,19901014
1990-10-15 12:00:00,"1990-10-15",1990,10,15,1.111,19.389,9.722,0.254,19901015
1990-10-16 12:00:00,"1990-10-16",1990,10,16,-0.611,19.389,9.722,0,19901016
1990-10-17 12:00:00,"1990-10-17",1990,10,17,-3.278,15,3.333,0,19901017
1990-10-18 12:00:00,"1990-10-18",1990,10,18,-3.278,13.278,7.222,0.254,19901018
1990-10-19 12:00:00,"1990-10-19",1990,10,19,-4.389,15,5.889,0,19901019
1990-10-20 12:00:00,"1990-10-20",1990,10,20,-5,15,4.444,0,19901020
1990-10-21 12:00:00,"1990-10-21",1990,10,21,-5,13.889,7.833,1.016,19901021
1990-10-22 12:00:00,"1990-10-22",1990,10,22,-3.278,15,5.667,0.762,19901022
1990-10-23 12:00:00,"1990-10-23",1990,10,23,-3.278,14.389,7.333,0,19901023
1990-10-24 12:00:00,"1990-10-24",1990,10,24,-2.778,16.722,6.111,0,19901024
1990-10-25 12:00:00,"1990-10-25",1990,10,25,-3.889,18.889,4.278,0,19901025
1990-10-26 12:00:00,"1990-10-26",1990,10,26,-3.889,20,9.944,0,19901026
1990-10-27 12:00:00,"1990-10-27",1990,10,27,-2.222,15.611,5.889,0,19901027
1990-10-28 12:00:00,"1990-10-28",1990,10,28,-0.611,16.722,10.167,0,19901028
1990-10-29 12:00:00,"1990-10-29",1990,10,29,-1.722,17.222,6.667,0,19901029
