"location","Month","Tmax","Tmin","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
"Yakima",8,2.66361857619577,1.50870889877642,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",9,2.67712068965517,0.928901223581757,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",10,2.64502291434928,-0.0695187986651833,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",11,1.01213114571746,-1.19523103448276,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",12,0.338590989988877,-1.99045773081201,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",1,2.17856429365962,-0.0919755283648498,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",2,4.05620278086763,1.52955439377086,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",3,4.5116042269188,1.43585595105673,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",4,3.00196829810901,1.23118331479422,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",5,4.20769421579533,2.60222791991101,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",6,4.96229054505006,2.88228220244716,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",7,6.33584560622914,4.30454204671858,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",8,5.33885406006674,4.28146696329255,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",9,4.60370456062292,3.0114786429366,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",10,3.9388680756396,1.52158442714127,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",11,2.4352021134594,0.120214126807564,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",12,2.03020711902113,-0.370180311457175,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",1,0.117803003337041,-2.15023036707453,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",2,2.05213181312569,-0.0979101223581758,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",3,3.25813003337041,0.434575305895439,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",4,1.98900055617353,0.16971234705228,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",5,3.28254582869855,1.4356956618465,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",6,3.99553893214683,1.82326929922136,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",7,4.71507141268076,2.65520656284761,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",8,3.70191212458287,2.59039276974416,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",9,3.37994649610679,1.52156896551724,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",10,2.34266484983315,0.0285521690767521,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",11,1.17133437152392,-0.88767296996663,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",12,0.707423248053393,-1.37931256952169,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",1,4.63776429365962,2.2796276974416,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",2,6.67576407119021,3.65384794215795,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",3,5.95502358175751,2.51118175750834,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",4,4.40188765294772,2.33787041156841,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",5,5.1095296996663,3.35458598442714,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",6,6.36781312569522,4.39362091212458,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",7,8.11117463848721,6.09194204671858,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",8,7.50540889877642,6.8216766407119,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",9,6.76828843159066,5.06321090100111,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",10,4.98227130144605,2.76113926585095,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",11,3.8167021134594,1.49883348164627,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",12,3.37275550611791,0.8588680756396,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",1,0.660396551724138,0.310240600667408,"ssp126",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",2,2.58690278086763,2.05021245828699,"ssp126",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",3,1.60775906562848,0.956565628476085,"ssp126",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",4,0.601771523915462,0.797383314794216,"ssp126",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",5,1.29384905450501,1.35167308120133,"ssp126",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",6,1.60755183537264,1.50402091212458,"ssp126",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",7,2.49313592880979,1.87392591768632,"ssp126",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",8,1.80296696329255,1.71038309232481,"ssp126",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",9,2.36014649610679,1.8140915461624,"ssp126",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",10,1.24743581757508,1.21121668520578,"ssp126",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",11,0.737740823136818,0.469559288097887,"ssp126",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",12,0.681584538375974,0.337122914349277,"ssp126",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",1,1.16495461624027,0.812201890989989,"ssp126",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",2,1.15679955506118,0.788364071190211,"ssp126",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",3,1.29705261401557,0.559410789766407,"ssp126",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",4,1.04561668520578,0.674422024471635,"ssp126",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",5,1.49362002224694,1.39738275862069,"ssp126",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",6,1.23224215795328,1.15098865406007,"ssp126",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",7,2.55514238042269,1.91133559510567,"ssp126",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",8,2.23793147942158,1.91732502780868,"ssp126",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",9,2.87117552836485,2.26271412680756,"ssp126",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",10,2.29266484983315,1.43806829810901,"ssp126",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",11,1.14326662958843,1.20779799777531,"ssp126",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",12,0.984916796440489,0.768051946607342,"ssp126",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",1,0.754212680756396,0.482266407119021,"ssp245",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",2,1.43217374860957,1.24762536151279,"ssp245",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",3,1.12946874304783,0.834743047830923,"ssp245",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",4,0.86232958843159,0.902809121245829,"ssp245",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",5,2.04012969966629,1.80612146829811,"ssp245",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",6,1.82936151279199,1.63722413793104,"ssp245",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",7,2.79517141268076,2.17571624026696,"ssp245",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",8,1.96337341490545,1.98861212458287,"ssp245",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",9,2.25871746384872,1.98099477196885,"ssp245",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",10,2.3550745272525,1.67528765294772,"ssp245",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",11,0.25256340378198,0.617830255839822,"ssp245",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",12,0.31889744160178,0.143597107897664,"ssp245",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",1,1.87424493882091,1.4879147942158,"ssp245",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",2,3.81613503893215,3.41445439377086,"ssp245",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",3,2.51831713014461,1.61352046718576,"ssp245",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",4,0.791661846496106,0.995241379310345,"ssp245",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",5,2.54262324805339,2.33556340378198,"ssp245",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",6,2.99937119021135,2.6177467185762,"ssp245",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",7,4.25150044493882,3.59191301446051,"ssp245",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",8,2.96807986651836,3.206470189099,"ssp245",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",9,3.24184649610679,2.8335850945495,"ssp245",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",10,3.06455194660734,2.21949087875417,"ssp245",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",11,1.37553114571746,1.75353025583982,"ssp245",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",12,1.63121679644049,1.39561968854283,"ssp245",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",1,1.36469655172414,0.904211568409344,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",2,1.82151245828699,1.6720447163515,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",3,1.42239454949944,1.10393659621802,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",4,0.678532814238043,0.676557508342603,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",5,1.94606518353726,1.84716340378198,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",6,1.72331957730812,1.53721123470523,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",7,2.99484238042269,2.33099688542825,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",8,2.4153637374861,2.44014760845384,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",9,2.46739165739711,2.08857541713014,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",10,2.00929710789766,1.86451991101224,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",11,1.13600533926585,1.12219477196885,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",12,0.581813570634038,0.465055172413793,"ssp370",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",1,3.18480622914349,2.95992447163515,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",2,4.01575439377086,3.53608342602892,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",3,3.29372035595106,2.48514627363737,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",4,1.87094571746385,2.09617363737486,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",5,3.25033937708565,3.25613437152392,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",6,3.59776796440489,3.45502091212458,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",7,5.3695617352614,4.73341301446051,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",8,5.068470189099,5.08091857619577,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",9,5.5159787541713,4.90685606229144,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",10,4.33043904338153,3.55696184649611,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",11,1.85246662958843,1.91092703003337,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",12,2.74582647385984,2.46794549499444,"ssp370",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",1,1.72382235817575,1.79533092324805,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",2,2.78922213570634,2.30242536151279,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",3,2.40136229143493,1.60611401557286,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",4,0.662797330367075,0.850418798665184,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",5,1.97411679644049,1.82955372636262,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",6,2.23975506117909,1.90309833147942,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",7,3.8443488320356,3.07340333704116,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",8,2.87882180200222,2.89169922135706,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",9,3.33599488320356,2.6777786429366,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",10,2.82495517241379,1.83461023359288,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",11,1.6485021134594,1.6758786429366,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",12,0.515526473859845,0.305900333704116,"ssp585",2035,2065,2050,2000,"relative","CNRM-CM6-1"
"Yakima",1,3.63446106785317,3.4792212458287,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",2,4.6574511679644,3.92552536151279,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",3,4.48073325917686,3.18514949944383,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",4,3.76897797552837,3.4014446051168,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",5,4.34600711902113,4.26261824249166,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",6,5.24123570634038,4.82882413793103,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",7,7.52791334816463,6.8190936596218,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",8,6.21840244716351,7.05475728587319,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",9,6.68068197997776,6.65399477196885,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",10,5.44385839822024,4.77422958843159,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",11,3.11271501668521,3.20153348164627,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",12,3.24916840934371,3.06927130144605,"ssp585",2070,2100,2085,2000,"relative","CNRM-CM6-1"
"Yakima",1,1.86494582869855,1.62681601779755,"ssp126",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",2,1.3181872080089,0.877153392658509,"ssp126",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",3,0.657936484983315,0.563318353726363,"ssp126",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",4,0.390083648498331,0.378634927697441,"ssp126",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",5,0.505511012235818,0.627197330367075,"ssp126",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",6,1.88381624026696,1.77093058954394,"ssp126",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",7,1.17698231368187,1.08173559510567,"ssp126",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",8,1.27465005561735,1.34483203559511,"ssp126",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",9,2.15064238042269,1.4579382647386,"ssp126",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",10,1.45838565072302,1.16501223581758,"ssp126",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",11,1.64770367074527,1.63222803114572,"ssp126",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",12,1.55762235817575,1.5925765294772,"ssp126",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",1,1.71885873192436,1.59614182424917,"ssp126",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",2,1.77337107897664,1.61780177975528,"ssp126",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",3,0.407675194660735,0.265824805339266,"ssp126",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",4,0.946532035595105,0.703370411568409,"ssp126",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",5,1.44095294771969,1.30501991101224,"ssp126",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",6,1.62264849833148,1.87283381535039,"ssp126",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",7,1.19906295884316,1.09756140155729,"ssp126",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",8,2.15918231368187,1.81384493882091,"ssp126",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",9,2.28371334816462,1.74704149054505,"ssp126",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",10,1.45229532814238,0.992783203559511,"ssp126",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",11,1.54454883203559,1.31521512791991,"ssp126",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",12,1.1663191323693,1.28536362625139,"ssp126",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",1,1.44881357063404,1.48098053392658,"ssp245",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",2,1.66286785317019,1.40078242491657,"ssp245",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",3,0.576642936596219,0.658008676307008,"ssp245",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",4,0.0465997775305897,0.322567185761958,"ssp245",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",5,0.675875528364848,0.792245717463849,"ssp245",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",6,0.92567430478309,1.25197575083426,"ssp245",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",7,1.74719521690767,1.24141946607342,"ssp245",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",8,2.23642424916574,1.89726106785317,"ssp245",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",9,2.22101334816463,1.73289310344828,"ssp245",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",10,1.7201404894327,0.918396106785317,"ssp245",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",11,1.8107681868743,1.24539899888765,"ssp245",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",12,1.25974816462736,1.21409265850945,"ssp245",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",1,2.9756426028921,2.979719243604,"ssp245",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",2,2.79910978865406,2.09935661846496,"ssp245",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",3,2.50561713014461,1.83054416017798,"ssp245",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",4,1.47493848720801,1.45970589543938,"ssp245",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",5,1.83869810901001,1.97091345939933,"ssp245",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",6,2.14661624026696,2.46597575083426,"ssp245",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",7,3.03255650723025,2.88644527252503,"ssp245",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",8,2.74064360400445,3.26561590656285,"ssp245",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",9,3.60480044493882,3.38619310344828,"ssp245",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",10,2.1496404894327,2.24089610678532,"ssp245",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",11,2.53143270300334,2.27126028921023,"ssp245",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",12,2.34907397107898,2.33152814238042,"ssp245",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",1,2.34636840934372,2.24693214682981,"ssp370",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",2,2.423380756396,1.36449855394883,"ssp370",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",3,1.50476874304783,1.07672480533927,"ssp370",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",4,-0.0975228031145718,0.2987510567297,"ssp370",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",5,1.43949488320356,1.32440700778643,"ssp370",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",6,1.32081624026696,1.6824531701891,"ssp370",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",7,1.72855973303671,1.54158398220245,"ssp370",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",8,1.77500166852058,1.89440622914349,"ssp370",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",9,2.58690044493882,2.05981568409344,"ssp370",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",10,1.86540823136819,1.45494449388209,"ssp370",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",11,1.48471012235818,1.38064416017798,"ssp370",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",12,1.44566106785317,1.38399265850945,"ssp370",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",1,3.23120066740823,3.08834505005562,"ssp370",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",2,3.60757753058954,2.80089855394883,"ssp370",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",3,2.90626874304783,2.52852480533927,"ssp370",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",4,1.73237074527252,1.59363492769744,"ssp370",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",5,1.86755294771969,2.08548442714127,"ssp370",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",6,3.74695817575083,3.47919510567297,"ssp370",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",7,4.801340378198,4.21852591768632,"ssp370",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",8,4.96577586206896,4.83673526140156,"ssp370",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",9,4.40440044493882,4.39746407119021,"ssp370",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",10,3.55425984427141,3.21757352614016,"ssp370",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",11,2.78327463848721,2.41969899888765,"ssp370",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",12,2.00272235817575,1.83023136818687,"ssp370",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",1,2.69756840934371,2.69426117908788,"ssp585",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",2,2.20783236929922,1.78068242491657,"ssp585",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",3,1.29956551724138,1.24100867630701,"ssp585",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",4,1.20114171301446,0.982728476084538,"ssp585",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",5,1.78151423804227,1.61720055617353,"ssp585",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",6,2.02343882091212,2.20570155728587,"ssp585",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",7,1.99077586206896,1.74915494994438,"ssp585",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",8,2.59645973303671,2.56444171301446,"ssp585",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",9,2.83327786429366,2.49818020022247,"ssp585",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",10,2.54982113459399,1.74790578420467,"ssp585",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",11,2.2899681868743,2.09605706340378,"ssp585",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",12,1.92319977753059,1.80117975528365,"ssp585",2035,2065,2050,2000,"relative","CNRM-ESM2-1"
"Yakima",1,4.7383361512792,4.44842569521691,"ssp585",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",2,4.45967107897664,3.57296629588432,"ssp585",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",3,2.93011390433815,2.62418609566185,"ssp585",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",4,2.08906751946607,2.51621557285873,"ssp585",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",5,2.74410778642936,3.0338424916574,"ssp585",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",6,4.12523559510567,4.23956284760846,"ssp585",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",7,5.49070166852058,5.26382914349277,"ssp585",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",8,5.87291457174638,6.26346429365962,"ssp585",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",9,5.23171657397108,5.62795761957731,"ssp585",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",10,3.80073081201335,3.82338320355951,"ssp585",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",11,3.91365850945495,3.65761190211346,"ssp585",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",12,2.92249010011123,3.16750878754171,"ssp585",2070,2100,2085,2000,"relative","CNRM-ESM2-1"
"Yakima",1,3.10644293659622,3.30078854282536,"ssp370",2035,2065,2050,2000,"relative","EC-Earth3-AerChem"
"Yakima",2,3.56675139043382,3.11669232480534,"ssp370",2035,2065,2050,2000,"relative","EC-Earth3-AerChem"
"Yakima",3,2.76187163515017,2.40581290322581,"ssp370",2035,2065,2050,2000,"relative","EC-Earth3-AerChem"
"Yakima",4,1.75830789766407,1.67152169076752,"ssp370",2035,2065,2050,2000,"relative","EC-Earth3-AerChem"
"Yakima",5,2.06673570634038,1.84421179087875,"ssp370",2035,2065,2050,2000,"relative","EC-Earth3-AerChem"
