"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72781024243","2009-01-01","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  32.2","24","  26.7","24","1011.8","20","971.3","24","  8.4","24","  3.4","24"," 14.0"," 16.9","  44.1"," ","  21.0"," "," 0.00","G","  3.9","111000"
"72781024243","2009-01-02","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  34.0","24","  29.8","24","1002.6","20","962.1","24","  6.5","24","  4.6","24"," 15.9"," 20.0","  37.0"," ","  26.1"," "," 0.83","G","  7.1","011000"
"72781024243","2009-01-03","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  15.9","24","  10.6","24","1021.5","24","981.1","24"," 10.0","24","  4.1","24","  8.0","999.9","  37.0"," ","   3.0"," "," 0.03","G","  7.1","000000"
"72781024243","2009-01-04","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  14.5","24","  10.4","24","1027.1","18","986.3","24","  6.6","24","  3.2","24","  8.0","999.9","  27.0"," ","   3.0"," "," 0.00","G","  7.1","100000"
"72781024243","2009-01-05","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  21.8","24","  17.4","24","1009.8","19","969.8","24","  4.0","24","  2.2","24","  7.0","999.9","  28.0"," ","   3.9"," "," 0.09","G","  7.1","101000"
"72781024243","2009-01-06","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  22.8","24","  20.0","24","1013.5","24","973.6","24","  4.5","24","  2.2","24"," 21.0"," 29.9","  52.0"," ","  12.9"," "," 0.01","G","  7.9","111000"
"72781024243","2009-01-07","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  50.9","24","  36.9","24","1006.8","24","968.2","24","  9.9","24","  6.0","24"," 21.0"," 29.9","  57.0","*","  45.0","*"," 0.00","G","  7.1","010000"
"72781024243","2009-01-08","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  50.1","24","  36.2","24","1005.8","24","967.5","24"," 10.0","24"," 11.5","24"," 22.0"," 28.9","  57.9"," ","  39.9"," "," 0.00","G","  3.9","000000"
"72781024243","2009-01-09","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  38.1","24","  23.7","24","1028.3","24","988.7","24"," 10.0","24","  6.5","24"," 19.0"," 26.0","  54.0"," ","  26.1"," "," 0.00","G","999.9","000000"
"72781024243","2009-01-10","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  30.3","24","  25.3","24","1033.6","24","993.3","24","  9.9","24","  2.5","24","  7.0"," 18.1","  43.0"," ","  23.0"," "," 0.00","G","999.9","000000"
"72781024243","2009-01-11","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  33.0","24","  28.8","24","1033.5","24","993.2","24","  8.8","24","  2.1","24","  6.0","999.9","  45.0"," ","  23.0"," "," 0.00","G","999.9","000000"
"72781024243","2009-01-12","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  36.5","24","  32.9","24","1036.0","24","995.8","24","  8.3","24","  2.2","24","  7.0","999.9","  55.0"," ","  27.1"," "," 0.00","G","999.9","000000"
"72781024243","2009-01-13","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  33.3","24","  30.6","24","1032.2","24","992.0","24","  8.3","24","  3.0","24","  7.0","999.9","  55.0"," ","  26.1"," "," 0.00","G","999.9","000000"
"72781024243","2009-01-14","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  27.6","24","  25.2","24","1031.6","20","991.5","24","  5.3","24","  2.0","24","  6.0","999.9","  44.1","*","  19.4","*"," 0.00","G","999.9","100000"
"72781024243","2009-01-15","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  29.0","24","  26.3","24","1035.2","16","994.8","24","  0.8","24","  1.9","24","  6.0","999.9","  33.1"," ","  21.0"," "," 0.00","G","999.9","101000"
"72781024243","2009-01-16","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  29.0","24","  25.8","24","1037.2","13","996.4","24","  2.0","24","  0.7","24","  2.9","999.9","  30.9"," ","  26.1"," "," 0.00","G","999.9","101000"
"72781024243","2009-01-17","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  28.5","24","  26.6","24","1040.4","22","999.9","24","  7.3","24","  3.4","24","  6.0","999.9","  30.9","*","  26.6","*"," 0.00","G","999.9","000000"
"72781024243","2009-01-18","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  30.4","24","  26.3","24","1043.5","22","002.7","24"," 10.0","24","  1.6","24","  6.0","999.9","  32.0"," ","  28.0"," "," 0.00","G","999.9","000000"
"72781024243","2009-01-19","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  30.6","24","  26.0","24","1042.4","23","001.9","24","  9.9","24","  1.4","24","  5.1","999.9","  32.0","*","  28.4","*"," 0.00","G","999.9","000000"
"72781024243","2009-01-20","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  30.3","24","  27.2","24","1036.1","20","995.3","24","  8.0","24","  1.1","24","  4.1","999.9","  32.0","*","  28.4","*"," 0.00","G","999.9","101000"
"72781024243","2009-01-21","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  28.8","24","  24.9","24","1029.3","22","989.1","24","  9.5","24","  0.9","24","  4.1","999.9","  30.9"," ","  28.0"," "," 0.00","G","999.9","000000"
"72781024243","2009-01-22","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  28.2","24","  23.6","24","1023.8","23","983.6","24"," 10.0","24","  0.7","24","  4.1","999.9","  30.0"," ","  27.0"," "," 0.00","G","999.9","000000"
"72781024243","2009-01-23","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  28.6","24","  22.5","24","1028.2","24","988.0","24"," 10.0","24","  1.3","24","  5.1","999.9","  32.0"," ","  25.0"," "," 0.00","G","999.9","000000"
"72781024243","2009-01-24","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  28.1","24","  22.2","24","1026.3","22","986.2","24","  8.6","24","  1.8","24","  5.1","999.9","  32.0"," ","  26.1"," "," 0.00","G","999.9","001000"
"72781024243","2009-01-25","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  28.6","24","  20.3","24","1023.8","24","983.7","24","  9.2","24","  4.8","24"," 12.0","999.9","  32.0"," ","  26.1"," "," 0.02","G","999.9","001000"
"72781024243","2009-01-26","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  20.9","24","  10.1","24","1029.7","24","989.2","24"," 10.0","24","  3.5","24","  8.0","999.9","  32.0"," ","  10.0"," "," 0.00","G","999.9","000000"
"72781024243","2009-01-27","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  22.7","24","  11.7","24","1029.3","24","988.7","24"," 10.0","24","  2.3","24","  7.0","999.9","  33.1"," ","  12.0"," "," 0.00","G","999.9","000000"
"72781024243","2009-01-28","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  27.9","24","  19.9","24","1027.1","24","986.8","24","  9.5","24","  2.2","24"," 12.0","999.9","  51.1"," ","  18.0"," "," 0.00","G","999.9","000000"
"72781024243","2009-01-29","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  34.2","24","  25.8","24","1034.3","24","994.0","24"," 10.0","24","  3.7","24"," 12.0","999.9","  51.1"," ","  19.9"," "," 0.00","G","999.9","000000"
"72781024243","2009-01-30","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  30.0","24","  25.0","24","1032.6","24","992.3","24","  8.8","24","  1.9","24","  5.1","999.9","  44.1"," ","  18.0"," "," 0.00","G","999.9","000000"
"72781024243","2009-01-31","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  38.1","24","  22.0","24","1024.8","24","985.0","24","  9.3","24","  5.5","24"," 22.0"," 39.0","  46.9"," ","  21.0"," "," 0.00","G","999.9","000000"
"72781024243","2009-02-01","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  31.9","24","  22.1","24","1031.1","24","991.0","24"," 10.0","24","  3.0","24","  9.9","999.9","  46.0"," ","  21.9"," "," 0.00","G","999.9","010000"
"72781024243","2009-02-02","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  32.7","24","  25.8","24","1027.7","24","987.7","24","  9.6","24","  1.7","24","  6.0","999.9","  41.0"," ","  21.9"," "," 0.00","G","999.9","000000"
"72781024243","2009-02-03","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  29.0","24","  22.6","24","1027.5","24","987.3","24","  8.1","24","  1.9","24","  5.1","999.9","  50.0"," ","  17.1"," "," 0.00","G","999.9","000000"
"72781024243","2009-02-04","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  31.4","24","  24.9","24","1022.3","24","982.4","24","  8.6","24","  2.3","24","  6.0","999.9","  50.0"," ","  18.0"," "," 0.00","G","999.9","000000"
"72781024243","2009-02-05","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  31.3","24","  26.9","24","1015.3","24","975.8","24","  5.7","24","  1.3","24","  4.1","999.9","  48.0"," ","  23.0"," "," 0.00","G","999.9","000000"
"72781024243","2009-02-06","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  33.6","24","  31.9","24","1010.8","16","971.2","24","  2.0","24","  1.1","24","  5.1","999.9","  42.1"," ","  25.0"," "," 0.01","G","999.9","110000"
"72781024243","2009-02-07","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  33.2","24","  29.4","24","1024.1","17","983.4","24","  4.6","24","  1.6","24","  8.0","999.9","  46.9"," ","  21.9"," "," 0.00","G","999.9","110000"
"72781024243","2009-02-08","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  28.9","24","  22.4","24","1016.2","24","976.5","24","  8.3","24","  2.5","24","  8.0","999.9","  46.9"," ","  18.0"," "," 0.00","G","999.9","000000"
"72781024243","2009-02-09","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  33.1","24","  26.5","24","1008.1","22","968.4","24","  8.7","24","  3.0","24"," 11.1"," 15.9","  46.9"," ","  19.9"," "," 0.00","G","999.9","000000"
"72781024243","2009-02-10","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  29.8","24","  20.2","24","1014.7","22","975.1","24","  9.3","24","  2.8","24"," 11.1"," 18.1","  46.9"," ","  18.0"," "," 0.00","G","999.9","001000"
"72781024243","2009-02-11","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  30.3","24","  27.9","24","1018.5","19","977.9","24","  6.9","24","  2.1","24","  6.0","999.9","  36.0"," ","  19.9"," "," 0.07","G","999.9","001000"
"72781024243","2009-02-12","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  32.6","24","  26.8","24","1021.6","21","981.6","24","  9.7","24","  1.5","24","  6.0","999.9","  36.0"," ","  28.9"," "," 0.00","G","999.9","000000"
"72781024243","2009-02-13","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  34.9","24","  27.3","24","1017.1","24","977.8","24"," 10.0","24","  4.0","24"," 12.0","999.9","  42.1"," ","  30.9"," "," 0.00","G","999.9","000000"
"72781024243","2009-02-14","46.56398","-120.53488","321.0","YAKIMA AIRPORT, WA US","  38.2","24","  27.4","24","1010.9","24","971.8","24"," 10.0","24","  3.8","24","  7.0","999.9","  44.1"," ","  32.0"," "," 0.00","G","999.9","000000"
