"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.18,2.41,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
2.87,1.81,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
2.95,0.8,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
1.61,-0.01,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
0.99,-0.22,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
1.27,-0.33,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
2.95,1.46,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
4.39,2.69,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
3.7,1.34,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
2.6,1.31,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
1.64,1.41,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
1.9,1.42,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
