"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.37,3.02,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
3.49,2.97,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
3.1,3.83,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
3.27,4.23,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.33,2.82,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
3.01,3.28,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
3.48,3.39,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
3.26,2.89,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.67,1.93,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.26,1.97,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.08,1.8,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
3.34,2.75,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
