"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.66,2.78,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
3.01,3.29,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.58,3.62,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
3.12,4.18,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.97,3.29,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
3.84,4.29,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
4.19,4.53,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
4.15,3.88,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
3.46,3.27,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
3.31,3.2,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.02,2.24,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.45,2.36,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
