"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.82,2.13,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
3.01,1.58,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
2.69,1.56,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
1.95,0.65,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
2.52,0.52,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
1.52,1.69,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
3.26,4.01,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
3.81,4.54,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
3.1,3.19,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
2.19,2,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
2.09,1.61,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
3.32,2.66,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
