"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.75,3.04,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
3.53,3.17,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
3.27,3.44,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
2.65,2.29,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.75,2.07,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
0.86,1.4,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.1,3.48,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
3.5,5.01,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
2.6,3.4,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.96,2.49,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
0.94,1.71,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
2.16,1.84,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
