"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
5.4,6.24,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
5.27,6.53,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.19,5.12,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
3.51,3.32,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
3.6,4.44,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.64,6.67,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
6.12,7.29,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
6.53,6.39,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
5.93,5.32,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.23,2.7,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.61,4.46,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
3.53,4.22,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
