"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.36,2.89,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.75,3.49,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3,3.01,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.63,3.32,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.73,2.96,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.93,4.1,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
4.16,4.8,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
4.22,4.85,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.84,4.75,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.76,2.69,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.78,2.26,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.97,2.66,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
