"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.89,2.24,"rcp45",2070,2100,2085,1990,"relative","bcc-csm1-1"
1.91,1.16,"rcp45",2070,2100,2085,1990,"relative","bcc-csm1-1"
2.42,1.41,"rcp45",2070,2100,2085,1990,"relative","bcc-csm1-1"
1.45,1.35,"rcp45",2070,2100,2085,1990,"relative","bcc-csm1-1"
1.7,1.4,"rcp45",2070,2100,2085,1990,"relative","bcc-csm1-1"
2.17,2.53,"rcp45",2070,2100,2085,1990,"relative","bcc-csm1-1"
2.25,2.47,"rcp45",2070,2100,2085,1990,"relative","bcc-csm1-1"
1.95,1.71,"rcp45",2070,2100,2085,1990,"relative","bcc-csm1-1"
1.71,1.49,"rcp45",2070,2100,2085,1990,"relative","bcc-csm1-1"
2.35,2.52,"rcp45",2070,2100,2085,1990,"relative","bcc-csm1-1"
2.42,1.95,"rcp45",2070,2100,2085,1990,"relative","bcc-csm1-1"
3.1,2.38,"rcp45",2070,2100,2085,1990,"relative","bcc-csm1-1"
