"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.97,2.44,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
2.27,2.22,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
2.87,2.81,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
2,1.82,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
1.2,0.45,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
3.71,4.36,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
3.95,4.22,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
4.1,4.13,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
3.4,3.2,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
2.5,2.46,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
1.78,1.6,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
1.81,1.69,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
