"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
5.05,4.12,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
6.11,4.56,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
4.69,4.02,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
2.87,2.64,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
2.85,2.99,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
3.85,4.89,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
5.07,5.68,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
5.08,5.52,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
4,3.87,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
3.72,3.59,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
4.35,3.99,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
4.98,4.19,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
