"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
6.19,4.73,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
5.11,4.1,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
4.36,3.83,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
3.5,3.4,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
3.21,3.56,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
2.45,2.93,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
3.1,4.25,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
3.16,4.59,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
2.96,3.92,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
2.1,2.2,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
2.86,3.09,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
4.17,3.31,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
