"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.54,3.41,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
4.3,2.65,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
3.6,2.52,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
2.85,1.47,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
2.35,0.2,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
3.54,1.32,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
4.17,1.98,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
4.07,1.94,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
3.33,1.41,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
2.76,1.25,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
3.11,1.62,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
3.38,2.16,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
